Entity,Year,‘cost of basic needs’ approach - share of population below poverty line,$1.90 - share of population below poverty line,$5 - share of population below poverty line,$10 - share of population below poverty line,$30 - share of population below poverty line,‘cost of basic needs’ approach - share of population above poverty line,$1.90 - share of population above poverty line,$5 - share of population above poverty line,$10 - share of population above poverty line,$30 - share of population above poverty line,$1.90-$5 - share of population between poverty lines,$5-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines,‘cost of basic needs’ approach - number below poverty line,$1.90 - number below poverty line,$5 - number below poverty line,$10 - number below poverty line,$30 - number below poverty line,‘cost of basic needs’ approach - number above poverty line,$1.90 - number above poverty line,$5 - number above poverty line,$10 - number above poverty line,$30 - number above poverty line,$1.90-$5 - number between poverty lines,$5-$10 - number between poverty lines,$10-$30 - number between poverty lines
World,1888,63.24932460898069,67.89599047358121,89.73057784400939,96.66986855645388,99.7700384862789,36.75067539101931,32.10400952641879,10.269422155990611,3.330131443546108,0.2299615137210935,21.83458737042818,6.939290712444503,3.1001699298250145,885876048.0,950957691.0,1256774996.0,1353967361.0,1397388635.0,514733450.0,449651807.0,143834502.0,46642137.0,3220863.0,305817305.0,97192365.0,43421274.0
World,1889,63.2485659518811,67.97139160225079,89.6469969225433,96.66146885295848,99.77905263415568,36.7514340481189,32.02860839774921,10.353003077456703,3.3385311470415076,0.2209473658443101,21.675605320292505,7.014471930415198,3.117583781197198,893803339.0,960544415.0,1266855366.0,1365981067.0,1410037509.0,519356510.0,452615434.0,146304483.0,47178782.0,3122339.0,306310951.0,99125701.0,44056442.0
World,1890,61.988948862688694,66.714370454169,89.2307178821097,96.5070134501816,99.7606586335669,38.011051137311306,33.285629545831,10.7692821178903,3.492986549818397,0.239341366433095,22.5163474279407,7.276295568071902,3.253645183385302,882298209.0,949555859.0,1270034482.0,1373599112.0,1419908743.0,541017116.0,473759466.0,153280843.0,49716213.0,3406582.0,320478624.0,103564630.0,46309631.0
World,1891,63.5409076004712,68.2802106447995,89.3770608930481,96.4562034893738,99.7547523870336,36.4590923995288,31.719789355200504,10.622939106951904,3.543796510626194,0.2452476129664091,21.0968502482486,7.07914259632571,3.298548897659785,911433754.0,979414539.0,1282028747.0,1383572300.0,1430886839.0,522970929.0,454990144.0,152375936.0,50832383.0,3517843.0,302614208.0,101543553.0,47314540.0
World,1892,62.2749319711098,66.9278160155301,89.14177533690551,96.3767865739824,99.73478605994,37.7250680288902,33.0721839844699,10.85822466309449,3.6232134260176,0.2652139400600077,22.213959321375413,7.23501123707689,3.357999485957592,899167844.0,966349350.0,1287089611.0,1391553626.0,1440038708.0,544700203.0,477518697.0,156778436.0,52314421.0,3829339.0,320740261.0,104464015.0,48485082.0
World,1893,61.7290973119596,66.4235234844443,89.1924290059613,96.4556994184161,99.7548347155339,38.2709026880404,33.5764765155557,10.8075709940387,3.5443005815838973,0.2451652844660969,22.768905521517,7.263270412454801,3.2991352971178003,897186567.0,965416564.0,1296345689.0,1401911928.0,1449862408.0,556239137.0,488009140.0,157080015.0,51513776.0,3563295.0,330929125.0,105566239.0,47950480.0
World,1894,61.0581152761446,65.61583932792149,89.0586199609165,96.4459899913719,99.7625546631205,38.9418847238554,34.38416067207851,10.941380039083498,3.5540100086280972,0.2374453368795031,23.44278063299501,7.387370030455401,3.316564671748594,893538160.0,960236916.0,1303303829.0,1411412259.0,1459947611.0,569884279.0,503185523.0,160118611.0,52010180.0,3474828.0,343066912.0,108108431.0,48535352.0
World,1895,61.0960479253309,65.6333230836657,88.6026729861715,96.1151752110776,99.70274843273,38.9039520746691,34.3666769163343,11.397327013828502,3.8848247889224017,0.2972515672699956,22.969349902505797,7.5125022249061,3.5875732216524057,901440518.0,968385661.0,1307286513.0,1418129589.0,1471062372.0,574007647.0,507062504.0,168161652.0,57318576.0,4385793.0,338900852.0,110843076.0,52932783.0
World,1896,61.7055328412454,66.2241358430376,88.5382971178848,96.0444426817,99.6907671043272,38.2944671587546,33.7758641569624,11.461702882115205,3.955557318299995,0.3092328956727925,22.31416127484719,7.50614556381521,3.6463244226272025,917207764.0,984373504.0,1316057245.0,1427630627.0,1481830581.0,569219339.0,502053599.0,170369858.0,58796476.0,4596522.0,331683741.0,111573382.0,54199954.0
World,1897,59.6291021184301,64.0791280594237,88.0250726857731,95.8710497100317,99.6697966297362,40.3708978815699,35.920871940576305,11.974927314226903,4.1289502899683015,0.3302033702638027,23.9459446263494,7.845977024258602,3.7987469197044983,892996992.0,959639951.0,1318251027.0,1435751269.0,1492640765.0,604588852.0,537945893.0,179334816.0,61834575.0,4945079.0,358611077.0,117500241.0,56889496.0
World,1898,58.8575924813304,63.1782977096495,87.4344756540952,95.4969820063442,99.6028419982896,41.1424075186696,36.8217022903505,12.565524345904803,4.503017993655803,0.3971580017103946,24.256177944445696,8.062506352249002,4.105859991945408,888193216.0,953395018.0,1319433991.0,1441101615.0,1503061284.0,620861400.0,555659598.0,189620625.0,67953001.0,5993331.0,366038973.0,121667624.0,61959670.0
World,1899,59.909204012775895,64.2258713877975,87.2787614845521,95.2113560934264,99.54224372728588,40.090795987224105,35.7741286122025,12.721238515447894,4.788643906573597,0.4577562727141071,23.05289009675461,7.932594608874297,4.33088763385949,911466720.0,977141080.0,1327870863.0,1448558429.0,1514449138.0,609946784.0,544272424.0,193542641.0,72855075.0,6964366.0,350729783.0,120687566.0,65890709.0
World,1900,59.743638649986195,63.90912409284661,87.0730062940379,95.1014137170514,99.5164547927415,40.256361350013805,36.09087590715339,12.926993705962104,4.8985862829485995,0.4835452072585013,23.163882201191292,8.028407423013505,4.415041075690098,915663861.0,979506382.0,1334528779.0,1457576566.0,1525243914.0,616991132.0,553148612.0,198126215.0,75078427.0,7411080.0,355022397.0,123047787.0,67667348.0
World,1901,59.6398835480264,63.23989471964539,87.112853200095,95.1008930562073,99.4876690806077,40.3601164519736,36.76010528035461,12.887146799904995,4.899106943792702,0.5123309193922978,23.87295848044961,7.9880398561122945,4.386776024400405,939774148.0,996501245.0,1372678861.0,1498550222.0,1567674749.0,635973644.0,579246547.0,203068931.0,77197569.0,8073043.0,376177616.0,125871362.0,69124526.0
World,1902,58.3191647511122,61.8116619161008,86.7779574631706,94.99495665867,99.4616701211123,41.6808352488878,38.1883380838992,13.222042536829406,5.005043341329994,0.5383298788876942,24.96629554706979,8.216999195499412,4.4667134624423,927168430.0,982692770.0,1379611367.0,1510246678.0,1581259281.0,662649315.0,607124975.0,210206379.0,79571067.0,8558464.0,396918597.0,130635311.0,71012603.0
World,1903,57.8741826860897,61.344523702293195,86.4448994987756,94.8303325853622,99.4286371936552,42.1258173139103,38.655476297706805,13.555100501224402,5.1696674146378,0.5713628063447942,25.100375796482403,8.385433086586602,4.598304608293006,929013855.0,984720817.0,1387639628.0,1522245132.0,1596058506.0,676216339.0,620509377.0,217590566.0,82985062.0,9171688.0,402918811.0,134605504.0,73813374.0
World,1904,57.9119703314344,61.245005700715105,86.4664946226972,94.7882824937918,99.41907304801308,42.0880296685656,38.754994299284895,13.533505377302802,5.211717506208203,0.5809269519869105,25.221488921982093,8.3217878710946,4.630790554221292,938036107.0,992023348.0,1400551450.0,1535344610.0,1610352397.0,681725924.0,627738683.0,219210582.0,84417421.0,9409634.0,408528101.0,134793160.0,75007787.0
World,1905,58.207954226833,61.5783154063268,86.1392657982257,94.4702696712142,99.3242008033174,41.792045773167,38.4216845936732,13.860734201774306,5.529730328785803,0.675799196682604,24.560950391898892,8.331003872988504,4.853931132103199,952191996.0,1007325886.0,1409105002.0,1545387324.0,1624790121.0,683653154.0,628519264.0,226740148.0,90457825.0,11055028.0,401779116.0,136282323.0,79402797.0
World,1906,57.6073751463553,60.8240251654304,85.576721593245,94.1335908143001,99.2408604139536,42.3926248536447,39.1759748345696,14.423278406755005,5.866409185699894,0.7591395860464019,24.7526964278146,8.55686922105511,5.107269599653492,951451649.0,1004578301.0,1413397376.0,1554723852.0,1639076248.0,700162657.0,647036005.0,238216930.0,96890453.0,12538058.0,408819075.0,141326476.0,84352395.0
World,1907,58.5999746439508,61.7292539116964,85.4513119788994,93.8818617485491,99.1724527602021,41.4000253560492,38.2707460883036,14.548688021100602,6.118138251450901,0.8275472397978945,23.72205806720299,8.430549769649701,5.290591011653007,977629267.0,1029835348.0,1425592827.0,1566240536.0,1654503997.0,690680784.0,638474704.0,242717225.0,102069515.0,13806054.0,395757479.0,140647709.0,88263462.0
World,1908,58.7147328408273,61.61056928740491,85.8490104303958,94.2373971879248,99.27335592720767,41.2852671591727,38.38943071259509,14.150989569604208,5.762602812075201,0.7266440727923111,24.238441142990887,8.388386757529005,5.03595873928289,988042818.0,1036773524.0,1444654418.0,1585812946.0,1670557313.0,694742354.0,646011648.0,238130754.0,96972226.0,12227859.0,407880893.0,141158529.0,84744367.0
World,1909,56.63053411801759,59.4152921948634,85.1301560877662,93.9704935290907,99.20281674292008,43.36946588198241,40.5847078051366,14.869843912233804,6.029506470909297,0.797183257079908,25.7148638929028,8.840337441324507,5.232323213829389,961464939.0,1008744155.0,1445327359.0,1595417317.0,1684250937.0,736320459.0,689041243.0,252458039.0,102368080.0,13534461.0,436583204.0,150089958.0,88833619.0
World,1910,56.4859407483826,59.080467641395394,85.0104513851212,93.929856746364,99.1972198141915,43.5140592516174,40.919532358604606,14.9895486148788,6.07014325363599,0.8027801858085013,25.929983743725806,8.91940536124281,5.267363067827489,967486374.0,1011925209.0,1456051759.0,1608822573.0,1699041518.0,745305094.0,700866259.0,256739710.0,103968896.0,13749951.0,444126549.0,152770814.0,90218945.0
World,1911,56.7067307633584,59.3117776673327,84.6237391892378,93.620953640613,99.16857016463368,43.2932692366416,40.6882223326673,15.376260810762204,6.37904635938699,0.8314298353663077,25.311961521905097,8.997214451375214,5.5476165240206825,981877966.0,1026984396.0,1465261421.0,1621048336.0,1717105406.0,749623661.0,704517232.0,266240206.0,110453292.0,14396221.0,438277026.0,155786915.0,96057070.0
World,1912,55.911340159132294,58.606287659838095,84.12612074648929,93.300048577266,99.1234916020003,44.088659840867706,41.393712340161905,15.873879253510708,6.699951422734003,0.8765083979997002,25.519833086651197,9.173927830776703,5.823443024734303,976896047.0,1023982802.0,1469871310.0,1630160328.0,1731908891.0,770327404.0,723240649.0,277352141.0,117063122.0,15314560.0,445888508.0,160289018.0,101748562.0
World,1913,55.6802838017863,58.6201135666927,83.8850952537094,93.0430503950967,99.0985948980169,44.3197161982137,41.3798864333073,16.114904746290605,6.956949604903301,0.9014051019831016,25.264981687016693,9.157955141387305,6.055544502920199,982010008.0,1033858563.0,1479446537.0,1640961583.0,1747760703.0,781648402.0,729799847.0,284211873.0,122696827.0,15897707.0,445587974.0,161515046.0,106799120.0
World,1914,55.605969130885,58.499476099241,84.3463014663512,93.6173084836335,99.2637425329386,44.394030869115,41.500523900759,15.653698533648791,6.382691516366506,0.7362574670613924,25.84682536711021,9.271007017282288,5.646434049305114,988567561.0,1040008569.0,1499515588.0,1664336325.0,1764719101.0,789240787.0,737799778.0,278292759.0,113472023.0,13089247.0,459507019.0,164820737.0,100382776.0
World,1915,55.9173969791686,58.7167541880697,84.2652607693726,93.5132769208909,99.2629376920206,44.0826030208314,41.2832458119303,15.734739230627396,6.4867230791090975,0.7370623079794001,25.548506581302902,9.2480161515183,5.749660771129697,1000479201.0,1050565557.0,1507681783.0,1673148137.0,1776021595.0,788729981.0,738643625.0,281527399.0,116061045.0,13187586.0,457116226.0,165466354.0,102873458.0
World,1916,55.5667885803722,58.34876036109689,83.43301780190299,92.80270126029288,99.0804676485032,44.4332114196278,41.65123963890311,16.56698219809701,7.197298739707108,0.919532351496798,25.0842574408061,9.3696834583899,6.27776638821031,1001161621.0,1051285147.0,1503234891.0,1672050971.0,1785159160.0,800564998.0,750441472.0,298491728.0,129675647.0,16567459.0,451949743.0,168816081.0,113108188.0
World,1917,56.4278245763298,59.1592519363892,83.6366857311302,92.9012338713363,99.1277675872176,43.5721754236702,40.8407480636108,16.3633142688698,7.098766128663698,0.8722324127824095,24.477433794740996,9.264548140206102,6.226533715881288,1023418739.0,1072958022.0,1516899723.0,1684928745.0,1797857983.0,790258727.0,740719445.0,296777744.0,128748722.0,15819483.0,443941701.0,168029022.0,112929239.0
World,1918,59.9324088028115,62.334445422734795,84.129324443951,92.8396870195809,99.0831479878737,40.0675911971885,37.665554577265205,15.870675556048994,7.160312980419107,0.9168520121262986,21.79487902121621,8.710362575629887,6.243460968292808,1095779723.0,1139697581.0,1538186261.0,1697442979.0,1811595873.0,732579498.0,688661640.0,290172960.0,130916243.0,16763348.0,398488680.0,159256717.0,114152894.0
World,1919,58.3911727173168,60.6044197166326,84.00709119192629,93.2596121514484,99.2190487079872,41.6088272826832,39.3955802833674,15.992908808073707,6.740387848551592,0.7809512920128014,23.402671475293698,9.252520959522116,5.95943655653879,1071378117.0,1111987413.0,1541386394.0,1711154324.0,1820499788.0,763450791.0,722841496.0,293442514.0,123674585.0,14329120.0,429398982.0,169767929.0,109345465.0
World,1920,59.210364544974304,61.3787162908769,84.02414158959421,93.22291525732908,99.2142462329941,40.789635455025696,38.6212837091231,15.975858410405792,6.777084742670908,0.7857537670059003,22.645425298717303,9.198773667734883,5.991330975665008,1095288807.0,1135399545.0,1554300544.0,1724461864.0,1835291072.0,754537343.0,714426606.0,295525607.0,125364286.0,14535079.0,418900999.0,170161321.0,110829207.0
World,1921,58.826475726084304,60.757703661873094,84.207978644003,93.6328104422181,99.3243817916087,41.173524273915696,39.242296338126906,15.792021355996994,6.367189557781899,0.6756182083912989,23.450274982129912,9.424831798215097,5.6915713493906,1092746937.0,1128620978.0,1564227834.0,1739301319.0,1845026625.0,764829815.0,728955774.0,293348917.0,118275433.0,12550127.0,435606856.0,175073484.0,105725306.0
World,1922,57.41923928736669,59.556053497167504,83.24871777995591,93.01083829432348,99.1850459418978,42.58076071263331,40.443946502832496,16.75128222004409,6.9891617056765085,0.8149540581022023,23.692664282788407,9.76212051436758,6.174207647574306,1074737757.0,1114733322.0,1558197937.0,1740919263.0,1856484257.0,797000306.0,757004741.0,313540125.0,130818800.0,15253805.0,443464615.0,182721325.0,115564995.0
World,1923,57.3250087349128,59.5432382316457,83.12189516118261,92.6483146674077,99.0115747949872,42.6749912650872,40.4567617683543,16.878104838817393,7.351685332592297,0.9884252050128026,23.578656929536905,9.526419506225096,6.363260127579494,1081986673.0,1123854870.0,1568892614.0,1748699982.0,1868803979.0,805473437.0,763605240.0,318567496.0,138760128.0,18656131.0,445037744.0,179807368.0,120103997.0
World,1924,55.9695203931517,58.3530464493825,82.6780105976662,92.3954263085786,98.9506608630802,44.0304796068483,41.6469535506175,17.3219894023338,7.604573691421408,1.049339136919798,24.324964148283705,9.717415710912393,6.5552345545016095,1065667253.0,1111049912.0,1574200526.0,1759221438.0,1884033992.0,838346299.0,792963639.0,329813026.0,144792114.0,19979559.0,463150614.0,185020912.0,124812554.0
World,1925,55.0063252934859,57.24898279317219,82.1178442305877,92.0156580793235,98.8679549585237,44.9936747065141,42.75101720682781,17.882155769412293,7.984341920676499,1.132045041476303,24.86886143741551,9.897813848735794,6.852296879200196,1056580150.0,1099657876.0,1577347400.0,1767467965.0,1899089207.0,864253762.0,821176036.0,343486512.0,153365947.0,21744705.0,477689524.0,190120565.0,131621242.0
World,1926,54.2421092995794,56.451176400521994,81.8411785102022,91.8659686480288,98.7940795523844,45.7578907004206,43.548823599478006,18.1588214897978,8.134031351971203,1.2059204476156111,25.390002109680204,10.0247901378266,6.9281109043555915,1051864597.0,1094702892.0,1587066568.0,1781467597.0,1915817729.0,887338378.0,844500083.0,352136406.0,157735378.0,23385245.0,492363676.0,194401029.0,134350133.0
World,1927,53.99265209316611,56.403432760225606,81.7092761478208,91.720782184705,98.7596297445318,46.00734790683389,43.596567239774394,18.2907238521792,8.279217815294999,1.240370255468207,25.305843387595196,10.0115060368842,7.038847559826792,1057576971.0,1104797954.0,1600474239.0,1796573853.0,1934446745.0,901165432.0,853944449.0,358268164.0,162168550.0,24295658.0,495676285.0,196099614.0,137872892.0
World,1928,53.12916742749469,55.5962660443838,81.17050185465409,91.3906557462094,98.6682979130611,46.87083257250531,44.4037339556162,18.82949814534591,8.609344253790596,1.331702086938904,25.574235810270288,10.220153891555311,7.277642166851692,1051062339.0,1099869323.0,1605808291.0,1807995138.0,1951969831.0,927252756.0,878445772.0,372506804.0,170319957.0,26345263.0,505938967.0,202186847.0,143974694.0
World,1929,52.4911289942677,54.77995511641019,80.6414564310463,91.1677539475109,98.5867364402216,47.5088710057323,45.22004488358981,19.358543568953703,8.832246052489097,1.4132635597784002,25.8615013146361,10.52629751646461,7.418982492710697,1048028379.0,1093726667.0,1610072721.0,1820238871.0,1968364933.0,948553518.0,902855230.0,386509176.0,176343026.0,28216964.0,516346054.0,210166151.0,148126061.0
World,1930,52.6678809193812,54.96696558467959,81.4345761837607,91.7685094831704,98.7856715337245,47.3321190806188,45.03303441532041,18.565423816239303,8.231490516829595,1.2143284662755036,26.467610599081105,10.333933299409708,7.0171620505540915,1061281120.0,1107608694.0,1640942766.0,1849176098.0,1990575020.0,953763156.0,907435583.0,374101510.0,165868179.0,24469256.0,533334072.0,208233331.0,141398922.0
World,1931,53.1576465445437,55.5865423008808,82.2227247553425,92.4163408904668,98.9805994648051,46.8423534554563,44.4134576991192,17.777275244657503,7.583659109533201,1.0194005351949045,26.636182454461697,10.193616135124302,6.564258574338297,1082921255.0,1132402431.0,1675031572.0,1882694708.0,2016421004.0,954266855.0,904785680.0,362156538.0,154493402.0,20767106.0,542629142.0,207663136.0,133726295.0
World,1932,53.196544392786606,55.92220212908799,82.9284890393581,93.0856928283114,99.18739040689373,46.803455607213394,44.07779787091201,17.071510960641902,6.9143071716886055,0.8126095931062878,27.006286910270106,10.157203788953296,6.101697578582318,1095370088.0,1151494109.0,1707580584.0,1916727575.0,2042367635.0,963729992.0,907605971.0,351519496.0,142372504.0,16732445.0,556086475.0,209146991.0,125640060.0
World,1933,54.08329032742421,56.1807681247391,82.8160770174905,92.9944161806152,99.1922425578055,45.91670967257579,43.8192318752609,17.1839229825095,7.005583819384796,0.8077574421945002,26.635308892751397,10.178339163124704,6.197826377190296,1123960340.0,1167550178.0,1721085857.0,1932612365.0,2061415753.0,954242249.0,910652411.0,357116732.0,145590224.0,16786836.0,553535679.0,211526508.0,128803388.0
World,1934,53.516643257191795,55.492194694534405,82.0133511650902,92.2627579847624,99.0170057244368,46.483356742808205,44.507805305465595,17.9866488349098,7.737242015237598,0.9829942755632004,26.521156470555795,10.249406819672204,6.754247739674398,1122582127.0,1164021922.0,1720338134.0,1935332951.0,2077012199.0,975049673.0,933609877.0,377293666.0,162298849.0,20619601.0,556316212.0,214994817.0,141679248.0
World,1935,52.5971039547307,54.6941835216088,81.5303643831047,91.8280198358857,98.921743129119,47.4028960452693,45.3058164783912,18.469635616895303,8.171980164114302,1.078256870881006,26.836180861495897,10.297655452781,7.093723293233296,1113891284.0,1158302829.0,1726634271.0,1944716025.0,2094945523.0,1003889355.0,959477810.0,391146367.0,173064614.0,22835115.0,568331442.0,218081753.0,150229498.0
World,1936,51.6590809326855,53.3670007019295,80.7952780021916,91.2125785363587,98.7238667030571,48.3409190673145,46.6329992980705,19.20472199780841,8.787421463641294,1.276133296942902,27.428277300262096,10.417300534167111,7.511288166698392,1104096701.0,1140599646.0,1726817401.0,1949463777.0,2110000673.0,1033178452.0,996675507.0,410457751.0,187811376.0,27274480.0,586217756.0,222646376.0,160536896.0
World,1937,51.797600262682096,52.929680921071,80.06125518562351,90.644775634645,98.5795007186965,48.202399737317904,47.070319078929,19.93874481437649,9.355224365355,1.4204992813035062,27.131574264552512,10.583520449021492,7.934725084051493,1118538458.0,1142985068.0,1728875324.0,1957420171.0,2128765853.0,1040902235.0,1016455624.0,430565369.0,202020522.0,30674840.0,585890255.0,228544847.0,171345682.0
World,1938,51.85779465110551,52.8758900657639,79.71430169796851,90.5706384007632,98.6411448683511,48.14220534889449,47.1241099342361,20.28569830203149,9.4293615992368,1.3588551316488946,26.83841163220461,10.856336702794692,8.070506467587904,1132501219.0,1154734989.0,1740848111.0,1977935219.0,2154183716.0,1051357980.0,1029124210.0,443011088.0,205923981.0,29675483.0,586113121.0,237087108.0,176248498.0
World,1939,51.2273059213302,52.0386501261718,78.8261886283839,89.8694730790693,98.4631285396057,48.7726940786698,47.9613498738282,21.173811371616097,10.130526920930706,1.5368714603942948,26.7875385022121,11.043284450685393,8.59365546053641,1131404391.0,1149323709.0,1740952298.0,1984853871.0,2174653029.0,1077191924.0,1059272606.0,467644018.0,223742444.0,33943286.0,591628588.0,243901573.0,189799158.0
World,1940,51.0836328701472,52.0687199438056,78.7968314592427,89.7800794563505,98.4035390832922,48.9163671298528,47.9312800561944,21.203168540757304,10.219920543649494,1.596460916707798,26.7281115154371,10.98324799710781,8.623459626941695,1141090128.0,1163094693.0,1760138844.0,2005479184.0,2198107313.0,1092678427.0,1070673862.0,473629712.0,228289371.0,35661242.0,597044150.0,245340340.0,192628130.0
World,1941,50.8601759330249,52.32999123115461,78.5922785749961,89.1409268048541,98.0432196093746,49.1398240669751,47.67000876884539,21.4077214250039,10.859073195145896,1.956780390625397,26.262287343841493,10.548648229858005,8.9022928045205,1142923622.0,1175953131.0,1766116024.0,2003163950.0,2203215180.0,1104264086.0,1071234578.0,481071684.0,244023758.0,43972528.0,590162893.0,237047926.0,200051230.0
World,1942,51.4323885135519,52.7462178010306,78.32264026722,88.5408946938621,97.6807629479134,48.5676114864481,47.2537821989694,21.677359732780005,11.4591053061379,2.319237052086592,25.576422466189392,10.218254426642105,9.139868254051308,1163864409.0,1193595075.0,1772364381.0,2003593437.0,2210419674.0,1099037320.0,1069306654.0,490537348.0,259308292.0,52482055.0,578769306.0,231229056.0,206826237.0
World,1943,51.1385709357845,52.253607879833794,78.1230798795687,88.2107239374686,97.2861487213969,48.8614290642155,47.746392120166206,21.876920120431297,11.7892760625314,2.7138512786031015,25.869471999734913,10.087644057899894,9.075424783928298,1164030645.0,1189411432.0,1778259685.0,2007877498.0,2214454889.0,1112197696.0,1086816909.0,497968656.0,268350843.0,61773452.0,588848253.0,229617813.0,206577391.0
World,1944,53.231057480536904,53.6648459238653,78.92884391270441,88.2904039559374,97.0834676266159,46.768942519463096,46.3351540761347,21.07115608729559,11.709596044062591,2.9165323733841007,25.263997988839108,9.361560043232998,8.793063670678492,1218653639.0,1228584643.0,1806969980.0,2021290336.0,2222595731.0,1070712187.0,1060781183.0,482395847.0,268075490.0,66770095.0,578385336.0,214320356.0,201305395.0
World,1945,55.08782206616169,55.7330731837137,80.50355479500479,89.2260723302051,97.3008305131343,44.91217793383831,44.2669268162863,19.49644520499521,10.7739276697949,2.6991694868656992,24.77048161129109,8.72251753520031,8.074758182929202,1267347796.0,1282192412.0,1852060926.0,2052730747.0,2238498247.0,1033247414.0,1018402798.0,448534285.0,247864464.0,62096964.0,569868514.0,200669821.0,185767500.0
World,1946,56.036192209542,55.773443583181106,80.8383416166981,89.8105272737148,97.606586346379,43.963807790458,44.226556416818894,19.161658383301894,10.189472726285205,2.393413653620996,25.064898033516997,8.972185657016695,7.796059072664207,1296880629.0,1290799673.0,1870892279.0,2078541180.0,2258970249.0,1017481889.0,1023562845.0,443470239.0,235821338.0,55392268.0,580092605.0,207648902.0,180429069.0
World,1947,54.9578592960245,54.2859365844095,79.356046405235,89.180938779331,97.5988259647051,45.0421407039755,45.7140634155905,20.64395359476499,10.819061220669,2.4011740352949005,25.070109820825508,9.824892374095995,8.417887185374099,1245011194.0,1229789508.0,1797725882.0,2020298252.0,2210996433.0,1020381254.0,1035602940.0,467666566.0,245094196.0,54396015.0,567936375.0,222572370.0,190698181.0
World,1948,53.579972009322994,52.4632760858278,78.04533332429719,88.4588694057192,97.4922656287337,46.420027990677006,47.5367239141722,21.95466667570281,11.5411305942808,2.507734371266295,25.58205723846939,10.41353608142201,9.033396223014506,1227541655.0,1201957641.0,1788054268.0,2026633141.0,2233592378.0,1063504064.0,1089088078.0,502991451.0,264412578.0,57453341.0,586096627.0,238578873.0,206959237.0
World,1949,52.566753413990895,51.6274883893861,77.3798514218271,88.1056586962307,97.5399088432097,47.433246586009105,48.3725116106139,22.620148578172905,11.894341303769297,2.4600911567902983,25.752363032440996,10.725807274403609,9.434250146978997,1221011915.0,1199194821.0,1797366480.0,2046503770.0,2265640983.0,1101771662.0,1123588755.0,525417096.0,276279806.0,57142593.0,598171659.0,249137290.0,219137213.0
World,1950,53.131833157516894,52.4385866390236,77.2184920557195,88.6685205586753,97.6101728506226,46.868166842483106,47.5614133609764,22.781507944280506,11.331479441324705,2.389827149377396,24.779905416695897,11.450028502955805,8.941652291947307,1342596850.0,1325079092.0,1951246513.0,2240579128.0,2466527180.0,1184319257.0,1201837015.0,575669594.0,286336979.0,60388927.0,626167421.0,289332614.0,225948052.0
World,1951,52.343662752258105,51.5946577388504,76.2445210268587,88.0879566859916,97.4320799761914,47.656337247741895,48.4053422611496,23.755478973141297,11.9120433140084,2.567920023808597,24.649863288008305,11.843435659132894,9.344123290199803,1345434326.0,1326182004.0,1959778708.0,2264200753.0,2504380816.0,1224951954.0,1244204276.0,610607572.0,306185527.0,66005464.0,633596704.0,304422045.0,240180063.0
World,1952,52.1189812922764,50.608620011553995,75.5014771671362,87.53749127139329,97.1868491315833,47.8810187077236,49.391379988446005,24.4985228328638,12.462508728606709,2.813150868416699,24.89285715558221,12.036014104257092,9.649357860190008,1364512838.0,1324970481.0,1976683587.0,2291795190.0,2544422397.0,1253559895.0,1293102252.0,641389146.0,326277543.0,73650336.0,651713106.0,315111603.0,252627207.0
World,1953,51.1927001436276,49.9085331752734,74.7869265689716,87.1062748080365,97.0117098944074,48.8072998563724,50.0914668247266,25.213073431028405,12.893725191963496,2.988290105592597,24.878393393698197,12.319348239064908,9.9054350863709,1365249844.0,1331002603.0,1994480454.0,2323023161.0,2587189608.0,1301633989.0,1335881231.0,672403379.0,343860673.0,79694226.0,663477851.0,328542707.0,264166447.0
World,1954,50.99706087921761,50.9339873852902,74.5319296429651,86.9869092355292,97.0241777943682,49.00293912078239,49.0660126147098,25.468070357034904,13.013090764470803,2.9758222056318004,23.597942257674895,12.4549795925641,10.037268558839004,1385728716.0,1384014838.0,2025235051.0,2363670689.0,2636410550.0,1331543009.0,1333256888.0,692036675.0,353601036.0,80861175.0,641220213.0,338435639.0,272739861.0
World,1955,49.1468501014927,50.054703162885296,73.1868289910364,86.1028599002224,96.7993796096961,50.8531498985073,49.945296837114704,26.813171008963593,13.897140099777602,3.200620390303897,23.13212582815111,12.916030909185992,10.696519709473703,1361255697.0,1386401157.0,2027108303.0,2384852912.0,2681122120.0,1408516311.0,1383370851.0,742663705.0,384919096.0,88649888.0,640707146.0,357744609.0,296269209.0
World,1956,47.672532168576595,48.7657157424029,73.0553312485146,85.5419846409429,96.6146835248869,52.327467831423405,51.2342842575971,26.944668751485395,14.4580153590571,3.3853164751131004,24.28961550611171,12.486653392428297,11.072698883944,1346672399.0,1377553078.0,2063695670.0,2416423555.0,2729209499.0,1478166849.0,1447286170.0,761143578.0,408415692.0,95629748.0,686142592.0,352727886.0,312785944.0
World,1957,47.6455954429872,49.356051105667,72.8512858086726,85.1356845971185,96.5067186574405,52.3544045570128,50.643948894333,27.1487141913274,14.864315402881502,3.493281342559498,23.4952347030056,12.284398788445898,11.371034060322003,1373539948.0,1422849421.0,2100176320.0,2454314249.0,2782121455.0,1509286755.0,1459977282.0,782650382.0,428512454.0,100705247.0,677326900.0,354137929.0,327807206.0
