Entity,Year,‘cost of basic needs’ approach - share of population below poverty line,$1.90 - share of population below poverty line,$5 - share of population below poverty line,$10 - share of population below poverty line,$30 - share of population below poverty line,‘cost of basic needs’ approach - share of population above poverty line,$1.90 - share of population above poverty line,$5 - share of population above poverty line,$10 - share of population above poverty line,$30 - share of population above poverty line,$1.90-$5 - share of population between poverty lines,$5-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines,‘cost of basic needs’ approach - number below poverty line,$1.90 - number below poverty line,$5 - number below poverty line,$10 - number below poverty line,$30 - number below poverty line,‘cost of basic needs’ approach - number above poverty line,$1.90 - number above poverty line,$5 - number above poverty line,$10 - number above poverty line,$30 - number above poverty line,$1.90-$5 - number between poverty lines,$5-$10 - number between poverty lines,$10-$30 - number between poverty lines
World,1835,74.5725705707827,78.8161403780443,95.6482030558532,99.0663603943717,99.9422807495198,25.427429429217295,21.183859621955705,4.351796944146798,0.9336396056283008,0.0577192504802042,16.832062677808906,3.4181573385184976,0.8759203551480965,820692203.0,867393887.0,1052635492.0,1090253279.0,1099893029.0,279836043.0,233134359.0,47892755.0,10274968.0,635217.0,185241604.0,37617787.0,9639751.0
World,1836,74.6558945032087,78.905884542119,95.6896727889051,99.0891221049625,99.9455364800333,25.3441054967913,21.094115457881003,4.310327211094901,0.9108778950375012,0.0544635199667027,16.783788246786102,3.3994493160573995,0.8564143750707984,825369173.0,872355560.0,1057911189.0,1095494298.0,1104962513.0,280195469.0,233209082.0,47653454.0,10070344.0,602129.0,185555628.0,37583110.0,9468215.0
World,1837,74.7207475568225,79.01912667472189,95.7921431033411,99.1377605925858,99.9513602738175,25.279252443177494,20.98087332527811,4.207856896658896,0.8622394074141937,0.0486397261825004,16.773016428619215,3.3456174892447024,0.8135996812316932,829791204.0,877525699.0,1063793931.0,1100947788.0,1109983001.0,280731952.0,232997457.0,46729225.0,9575368.0,540155.0,186268231.0,37153857.0,9035213.0
World,1838,74.5986723121522,78.87952870756,95.6857312629795,99.1052078591727,99.9497522389117,25.401327687847797,21.12047129244,4.314268737020498,0.8947921408273061,0.0502477610883005,16.806202555419503,3.419476596193192,0.8445443797390055,832316225.0,880078821.0,1067589867.0,1105741831.0,1115164626.0,283409027.0,235646432.0,48135386.0,9983422.0,560627.0,187511046.0,38151964.0,9422795.0
World,1839,74.6700305038878,78.9458327500542,95.7071268164347,99.1195263175827,99.95241119344968,25.3299694961122,21.05416724994581,4.292873183565305,0.8804736824173034,0.0475888065503085,16.7612940663805,3.412399501148002,0.8328848758669949,836979033.0,884906653.0,1072784595.0,1111034303.0,1120370139.0,283924531.0,235996911.0,48118969.0,9869261.0,533425.0,187877943.0,38249708.0,9335836.0
World,1840,74.7315550136683,79.0002166632774,95.75444432621772,99.1438608071952,99.9552733307188,25.2684449863317,20.9997833367226,4.245555673782292,0.8561391928047897,0.0447266692812036,16.75422766294031,3.389416480977502,0.8114125235235861,841569523.0,889639920.0,1078313197.0,1116482209.0,1125619716.0,284553870.0,236483473.0,47810196.0,9641184.0,503677.0,188673277.0,38169012.0,9137506.0
World,1841,74.59846546203251,78.88718164851551,95.6863234834071,99.1222542406912,99.953925881804,25.401534537967493,21.112818351484492,4.313676516592906,0.8777457593087945,0.0460741181960031,16.799141834891586,3.435930757284112,0.8316716411127913,843850582.0,892364122.0,1082394380.0,1121261294.0,1130669083.0,287339687.0,238826147.0,48795889.0,9928975.0,521186.0,190030258.0,38866914.0,9407789.0
World,1842,74.7137241801457,78.9972943343557,95.7527263335551,99.1571634145732,99.9588801071654,25.286275819854296,21.0027056656443,4.247273666444897,0.8428365854267952,0.041119892834601,16.755431999199402,3.404437081018102,0.8017166925921941,848899286.0,897569322.0,1087944978.0,1126626281.0,1135735407.0,287303326.0,238633290.0,48257634.0,9576331.0,467205.0,190375656.0,38681303.0,9109126.0
World,1843,74.6848947258911,78.9380897659633,95.6924196999006,99.1463551633252,99.9599631019137,25.3151052741089,21.061910234036706,4.307580300099403,0.8536448366748033,0.0400368980862992,16.7543299339373,3.4539354634245996,0.813607938588504,852312188.0,900850115.0,1092052361.0,1131469050.0,1140754033.0,288898750.0,240360823.0,49158578.0,9741888.0,456905.0,191202246.0,39416689.0,9284983.0
World,1844,74.4836367048894,78.7043854946045,95.5143217777912,99.0892239057541,99.9572338952324,25.51636329511059,21.295614505395505,4.485678222208804,0.9107760942459038,0.042766104767594,16.8099362831867,3.5749021279629005,0.8680099894783098,853891128.0,902278399.0,1094989928.0,1135973120.0,1145924111.0,292523260.0,244135989.0,51424461.0,10441268.0,490277.0,192711528.0,40983192.0,9950991.0
World,1845,74.2902226099045,78.51754755469351,95.3748318804584,99.048687132354,99.9562751465928,25.709777390095496,21.482452445306492,4.625168119541598,0.95131286764601,0.0437248534071983,16.857284325764894,3.673855251895589,0.9075880142388116,855463817.0,904142141.0,1098256471.0,1140561503.0,1151012524.0,296052206.0,247373882.0,53259552.0,10954520.0,503499.0,194114330.0,42305032.0,10451021.0
World,1846,74.384502336778,78.63887836591779,95.4650493062215,99.0875374671006,99.9602233276311,25.615497663222,21.36112163408221,4.534950693778498,0.9124625328994114,0.0397766723689017,16.82617094030371,3.622488160879086,0.8726858605305097,860141234.0,909336485.0,1103905017.0,1145793466.0,1155884723.0,296203444.0,247008193.0,52439661.0,10551212.0,459955.0,194568532.0,41888449.0,10091257.0
World,1847,74.3165613235335,78.59990537262081,95.4196788025044,99.0681771209362,99.9584806987852,25.683438676466498,21.40009462737919,4.580321197495593,0.9318228790638016,0.0415193012148051,16.819773429883597,3.648498318431791,0.8903035778489965,862394855.0,912100248.0,1107282665.0,1149621090.0,1159952478.0,298039427.0,248334034.0,53151617.0,10813192.0,481804.0,195182417.0,42338425.0,10331388.0
World,1848,74.1941791493413,78.514847043572,95.308234535155,99.0466383303446,99.9621660718788,25.805820850658705,21.485152956427996,4.691765464845005,0.9533616696553936,0.0378339281212021,16.79338749158299,3.738403795189612,0.9155277415341914,863565012.0,913854370.0,1109316898.0,1152829136.0,1163485197.0,300360544.0,250071186.0,54608657.0,11096420.0,440359.0,195462529.0,43512237.0,10656061.0
World,1849,73.933247888989,78.2762849678848,95.1195513459524,98.9815750149843,99.9592554794064,26.066752111011,21.72371503211519,4.880448654047598,1.0184249850156988,0.0407445205936056,16.843266378067597,3.862023669031899,0.9776804644220932,863569165.0,914297532.0,1111033451.0,1156143393.0,1167563082.0,304469829.0,253741463.0,57005543.0,11895601.0,475912.0,196735919.0,45109942.0,11419689.0
World,1850,73.80683754190251,78.2136231727242,95.0871388235513,98.973286441338,99.9591255433835,26.19316245809749,21.7863768272758,4.9128611764487005,1.0267135586619958,0.0408744566165069,16.873515650827102,3.8861476177867047,0.9858391020454887,865185069.0,916842683.0,1114638908.0,1160193452.0,1171749743.0,307043816.0,255386202.0,57589978.0,12035433.0,479142.0,197796224.0,45554545.0,11556291.0
World,1851,73.3792765816584,77.9443421326034,94.87972018427128,98.8772066567178,99.952533980649,26.6207234183416,22.055657867396604,5.120279815728708,1.122793343282197,0.0474660193509919,16.935378051667897,3.9974864724465102,1.0753273239312051,860813337.0,914366186.0,1113035347.0,1159929917.0,1172544597.0,312288085.0,258735236.0,60066075.0,13171505.0,556825.0,198669161.0,46894571.0,12614680.0
World,1852,73.18959709033311,77.7000089499551,94.68276962822632,98.787955687797,99.9430320635519,26.81040290966689,22.299991050044895,5.3172303717736895,1.2120443122029911,0.0569679364481032,16.982760678271205,4.105186059570698,1.155076375754888,859877234.0,912868378.0,1112392489.0,1160622786.0,1174193347.0,314985408.0,261994264.0,62470153.0,14239856.0,669295.0,199524111.0,48230297.0,13570561.0
World,1853,73.1406384889579,77.5274443753043,94.6903295736119,98.805158038583,99.94184169465927,26.859361511042096,22.4725556246957,5.309670426388095,1.1948419614169978,0.0581583053407115,17.162885198307606,4.114828464971097,1.1366836560762863,860461903.0,912070413.0,1113982908.0,1162391744.0,1175764241.0,315986540.0,264378031.0,62465535.0,14056700.0,684202.0,201912496.0,48408835.0,13372497.0
World,1854,73.1455013422055,77.5103561165339,94.6589641335075,98.7843765284709,99.9378572106686,26.854498657794498,22.4896438834661,5.341035866492504,1.2156234715290992,0.0621427893314034,17.148608016973597,4.125412394963405,1.1534806821976955,861732596.0,913155275.0,1115184303.0,1163786093.0,1177375335.0,316374848.0,264952169.0,62923141.0,14321351.0,732109.0,202029028.0,48601791.0,13589242.0
World,1855,73.0738718898819,77.5048305394652,94.6254488700772,98.7555113949543,99.936713571291,26.9261281101181,22.495169460534797,5.374551129922793,1.244488605045703,0.0632864287089916,17.120618330612004,4.13006252487709,1.181202176336711,862201138.0,914482172.0,1116488939.0,1165219689.0,1179156735.0,317702315.0,265421281.0,63414514.0,14683764.0,746719.0,202006767.0,48730750.0,13937045.0
World,1856,73.0445737987146,77.250863955649,94.5663936375517,98.7045220543762,99.9264789821637,26.955426201285405,22.749136044351005,5.433606362448302,1.2954779456238017,0.073521017836299,17.315529681902703,4.1381284168245,1.2219569277875024,863555980.0,913284068.0,1117993719.0,1166915978.0,1181362338.0,318675547.0,268947458.0,64237807.0,15315549.0,869189.0,204709651.0,48922259.0,14446360.0
World,1857,72.6964938087296,76.8261261675243,94.3935485260729,98.62993160860267,99.918202435703,27.3035061912704,23.173873832475707,5.606451473927095,1.3700683913973108,0.0817975642970054,17.567422358548612,4.236383082529784,1.2882708271003054,860992286.0,909902232.0,1117964745.0,1168139010.0,1183396847.0,323373343.0,274463397.0,66400884.0,16226619.0,968782.0,208062512.0,50174265.0,15257837.0
World,1858,72.6160353853693,76.7131364671434,94.3378118369076,98.5972582898746,99.9133998192677,27.3839646146307,23.2868635328566,5.662188163092395,1.4027417101253974,0.0866001807323044,17.624675369764205,4.259446452966998,1.316141529393093,861559451.0,910169873.0,1119279412.0,1169815995.0,1185431474.0,324899499.0,276289077.0,67179538.0,16642955.0,1027476.0,209109538.0,50536584.0,15615479.0
World,1859,72.39063486313741,76.4855699768419,94.1395118071232,98.5253669304572,99.9035671107671,27.609365136862593,23.5144300231581,5.860488192876801,1.47463306954279,0.0964328892329007,17.653941830281298,4.385855123334011,1.3782001803098891,860432802.0,909105072.0,1118939267.0,1171069403.0,1187450647.0,328164043.0,279491773.0,69657578.0,17527442.0,1146198.0,209834196.0,52130136.0,16381244.0
World,1860,72.0527134352469,76.1453099596843,93.9913234460879,98.445623428118,99.8918152397144,27.9472865647531,23.854690040315703,6.008676553912096,1.5543765718820026,0.1081847602855958,17.846013486403606,4.4542999820300935,1.4461918115964068,858081160.0,906820198.0,1119349710.0,1172396302.0,1189619108.0,332826329.0,284087290.0,71557779.0,18511187.0,1288380.0,212529511.0,53046592.0,17222807.0
World,1861,72.1218655072978,76.1727647147119,94.0574746253495,98.4605556004267,99.8922474998474,27.8781344927022,23.827235285288097,5.942525374650501,1.5394443995732985,0.1077525001525998,17.884709910637596,4.403080975077202,1.4316918994206986,861436541.0,909821210.0,1123439404.0,1176030596.0,1193130981.0,332981455.0,284596786.0,70978593.0,18387401.0,1287015.0,213618194.0,52591192.0,17100386.0
World,1862,72.1981654857965,76.11606037636331,93.8948914210047,98.3894325385041,99.883421810314,27.801834514203502,23.883939623636692,6.105108578995299,1.6105674614959042,0.1165781896859954,17.778831044641393,4.494541117499395,1.4939892718099088,865386637.0,912347579.0,1125449432.0,1179322211.0,1197229568.0,333240269.0,286279326.0,73177474.0,19304695.0,1397338.0,213101852.0,53872779.0,17907357.0
World,1863,71.67324713858049,75.5964592804412,93.4749334763987,98.1803941764982,99.85243019312688,28.326752861419507,24.403540719558805,6.525066523601296,1.8196058235018029,0.1475698068731077,17.87847419595751,4.7054607000994935,1.6720360166286952,861985283.0,909168176.0,1124185386.0,1180776067.0,1200884971.0,340674450.0,293491558.0,78474348.0,21883667.0,1774763.0,215017210.0,56590681.0,20108904.0
World,1864,71.4046758728619,75.3129762225195,93.44403770067628,98.1600116516813,99.84946178203847,28.5953241271381,24.687023777480505,6.55596229932371,1.8399883483186985,0.1505382179615111,18.131061478156795,4.715973951005012,1.6894501303571872,861415061.0,908564197.0,1127294543.0,1184187329.0,1204568597.0,344969606.0,297820470.0,79090124.0,22197337.0,1816070.0,218730346.0,56892787.0,20381267.0
World,1865,71.9465201959506,75.5775022733562,93.4972951361149,98.181712408715,99.85209425922608,28.0534798040494,24.422497726643797,6.5027048638851,1.8182875912849992,0.1479057407739077,17.919792862758698,4.6844172726001005,1.6703818505110917,871303274.0,915276027.0,1132292419.0,1189022725.0,1209251767.0,339739695.0,295766941.0,78750550.0,22020244.0,1791202.0,217016391.0,56730306.0,20229042.0
World,1866,71.9025968914739,75.523793842699,93.4509301688105,98.1606711791482,99.8484689216424,28.097403108526095,24.476206157300993,6.549069831189499,1.8393288208518044,0.1515310783576069,17.927136326111494,4.709741010337694,1.6877977424941977,873458313.0,917447887.0,1135223140.0,1192436128.0,1212939156.0,341321613.0,297332039.0,79556786.0,22343797.0,1840769.0,217775253.0,57212988.0,20503028.0
World,1867,71.9064612210792,75.6758105718178,93.569778840966,98.2223600069045,99.8605023143096,28.0935387789208,24.32418942818219,6.430221159034005,1.7776399930955051,0.1394976856904008,17.89396826914819,4.6525811659385,1.6381423074051042,875798473.0,921707983.0,1139650986.0,1196317987.0,1216270054.0,342170619.0,296261109.0,78318106.0,21651106.0,1699039.0,217943003.0,56667001.0,19952067.0
World,1868,71.5809820761938,75.2662729057936,93.42133299010092,98.1339664363607,99.8516595642078,28.41901792380619,24.7337270942064,6.5786670098990925,1.8660335636393055,0.1483404357922069,18.15506008430731,4.712633446259787,1.7176931278470988,874279588.0,919291188.0,1141034422.0,1198593834.0,1219573485.0,347105705.0,302094105.0,80350871.0,22791460.0,1811808.0,221743234.0,57559412.0,20979651.0
World,1869,71.4956878263408,74.9931743206152,93.1369083393425,98.0186091848445,99.8399350194861,28.5043121736592,25.006825679384804,6.863091660657503,1.9813908151555069,0.1600649805138942,18.1437340187273,4.881700845501996,1.8213258346416128,876682568.0,919568867.0,1142047954.0,1201907536.0,1224240696.0,349520850.0,306634551.0,84155465.0,24295882.0,1962722.0,222479087.0,59859583.0,22333160.0
World,1870,71.4971999328249,75.0511935731394,93.1306090916942,98.0345517261222,99.8523475002833,28.5028000671751,24.9488064268606,6.869390908305789,1.9654482738777972,0.147652499716699,18.07941551855481,4.903942634427992,1.8177957741610984,882952391.0,926842322.0,1150113488.0,1210674571.0,1233123382.0,351994421.0,308104490.0,84833324.0,24272241.0,1823430.0,223271166.0,60561083.0,22448811.0
World,1871,71.1647415229146,74.86541820186619,93.0175432209861,97.9959782761523,99.85067674417712,28.835258477085404,25.13458179813381,6.982456779013901,2.0040217238477,0.1493232558228925,18.152125019119907,4.9784350551662016,1.854698468024807,883372221.0,929308943.0,1154632364.0,1216429978.0,1239452462.0,357933800.0,311997077.0,86673656.0,24876042.0,1853559.0,225323421.0,61797614.0,23022484.0
World,1872,70.2785069489104,74.2626518668411,92.6674831876393,97.8427684306707,99.8363220293498,29.721493051089595,25.737348133158903,7.332516812360694,2.157231569329298,0.1636779706501983,18.40483132079821,5.1752852430313965,1.9935535986790995,877577050.0,927327597.0,1157151170.0,1221775644.0,1246669412.0,371136231.0,321385684.0,91562111.0,26937637.0,2043869.0,229823573.0,64624474.0,24893769.0
World,1873,69.858272642356,73.9239291410467,92.5300439417274,97.8134772008574,99.8340731400808,30.141727357644,26.0760708589533,7.469956058272601,2.186522799142594,0.1659268599191961,18.6061148006807,5.283433259130007,2.020595939223398,877755522.0,928839700.0,1162621891.0,1229007195.0,1254395588.0,378724904.0,327640726.0,93858536.0,27473231.0,2084839.0,233782191.0,66385305.0,25388392.0
World,1874,69.492836718424,73.6501278127122,92.2489212517382,97.6823072417546,99.8249339254186,30.507163281576,26.3498721872878,7.75107874826179,2.3176927582454,0.1750660745813945,18.59879343902601,5.43338599001639,2.1426266836640053,878704194.0,931271182.0,1166444166.0,1235146773.0,1262239279.0,385748713.0,333181725.0,98008741.0,29306133.0,2213628.0,235172984.0,68702607.0,27092505.0
World,1875,68.9437947885654,73.1786997386522,92.21758085944772,97.7386824941592,99.83351340479872,31.0562052114346,26.8213002613478,7.7824191405522924,2.2613175058407933,0.1664865952012917,19.03888112079551,5.521101634711499,2.0948309106395016,877044682.0,930917563.0,1173114116.0,1243348904.0,1269997572.0,395070792.0,341197911.0,99001358.0,28766570.0,2117902.0,242196553.0,70234788.0,26648668.0
World,1876,68.7681332780664,73.1261679410944,92.2694668059971,97.8022792776951,99.8471466611087,31.2318667219336,26.87383205890561,7.730533194002902,2.1977207223048936,0.1528533388913047,19.143298864902704,5.5328124716980085,2.044867383413589,880408050.0,936202044.0,1181285248.0,1252119403.0,1278298937.0,399847801.0,344053807.0,98970604.0,28136448.0,1956914.0,245083204.0,70834155.0,26179534.0
World,1877,68.4476761639071,72.9150897330633,92.1369094452443,97.7641211260051,99.8512795369286,31.552323836092896,27.084910266936703,7.863090554755701,2.2358788739949063,0.1487204630713989,19.221819712181,5.627211680760794,2.0871584109235073,882040015.0,939608624.0,1187307525.0,1259821687.0,1286717520.0,406593967.0,349025358.0,101326457.0,28812295.0,1916462.0,247698901.0,72514162.0,26895833.0
World,1878,68.1046998955406,72.58954626341439,91.971019096044,97.6775084492071,99.8455490021257,31.895300104459395,27.41045373658561,8.028980903955997,2.322491550792904,0.1544509978743065,19.381472832629612,5.706489353163093,2.1680405529185975,883153787.0,941311433.0,1192642416.0,1266641827.0,1294756087.0,413605157.0,355447510.0,104116528.0,30117117.0,2002857.0,251330982.0,73999411.0,28114260.0
World,1879,67.7313697697639,72.1868937820644,91.8395222365866,97.6187529540777,99.8356192785478,32.2686302302361,27.8131062179356,8.160477763413397,2.3812470459222936,0.1643807214521899,19.6526284545222,5.779230717491103,2.2168663244701037,883838441.0,941979350.0,1198429921.0,1273844110.0,1302772384.0,421078976.0,362938067.0,106487496.0,31073307.0,2145033.0,256450572.0,75414188.0,28928275.0
World,1880,66.6356757913939,71.223271432648,91.4646936517876,97.4566188586534,99.8181863681816,33.36432420860611,28.776728567351995,8.535306348212401,2.5433811413466003,0.1818136318184002,20.241422219139594,5.991925206865801,2.3615675095282,874444635.0,934646597.0,1200270121.0,1278900776.0,1309891083.0,437832347.0,377630385.0,112006861.0,33376205.0,2385898.0,265623525.0,78630655.0,30990307.0
World,1881,66.5277253618398,71.1121766318817,91.0727184157752,97.2373957690066,99.7934313023596,33.4722746381602,28.887823368118305,8.9272815842248,2.7626042309934036,0.2065686976403924,19.960541783893504,6.164677353231397,2.556035533353011,880498665.0,941174168.0,1205353205.0,1286943101.0,1320772393.0,443007678.0,382332175.0,118153138.0,36563242.0,2733950.0,264179037.0,81589896.0,33829292.0
World,1882,65.8088359439552,70.3298565093143,90.8081151740498,97.1070884083295,99.7828878082592,34.1911640560448,29.670143490685703,9.191884825950195,2.8929115916704973,0.2171121917407958,20.478258664735502,6.2989732342797,2.6757993999297014,877840814.0,938147858.0,1211312563.0,1295336170.0,1331029340.0,456084641.0,395777596.0,122612891.0,38589284.0,2896115.0,273164705.0,84023607.0,35693169.0
World,1883,65.87432193741711,70.3307199679535,90.6681428096194,97.0239777942639,99.779181769599,34.12567806258289,29.6692800320465,9.331857190380603,2.9760222057361005,0.2208182304009938,20.337422841665894,6.355834984644503,2.7552039753351067,886087375.0,946031188.0,1219593527.0,1305087009.0,1342147754.0,459030645.0,399086832.0,125524493.0,40031011.0,2970266.0,273562339.0,85493482.0,37060745.0
World,1884,65.8548528433423,70.2073814563734,90.6215743022411,97.0572911496161,99.7948684117748,34.1451471566577,29.7926185436266,9.3784256977589,2.9427088503838945,0.2051315882251998,20.414192845867703,6.435716847375005,2.7375772621586947,893546949.0,952603928.0,1229592471.0,1316915043.0,1354059668.0,463296033.0,404239054.0,127250511.0,39927939.0,2783314.0,276988543.0,87322572.0,37144625.0
World,1885,65.1753772613353,69.42458515858509,90.5269257443575,97.0755745693246,99.8061341474961,34.8246227386647,30.57541484141491,9.4730742556425,2.9244254306753987,0.1938658525039045,21.10234058577241,6.548648824967103,2.730559578171494,891104903.0,949201843.0,1237721833.0,1327257687.0,1364591035.0,476136746.0,418039806.0,129519817.0,39983962.0,2650615.0,288519989.0,89535854.0,37333348.0
World,1886,65.3214643856083,69.5287728142749,90.3879416165861,96.9794792441166,99.7978942637078,34.678535614391706,30.4712271857251,9.612058383413896,3.0205207558834104,0.2021057362921965,20.859168802311203,6.591537627530485,2.818415019591214,900611195.0,958618913.0,1246211990.0,1337091958.0,1375950488.0,478125800.0,420118082.0,132525005.0,41645037.0,2786507.0,287593077.0,90879968.0,38858531.0
World,1887,63.90317508904299,68.219490196424,90.0062145440742,96.8505637883052,99.7878051580062,36.09682491095701,31.780509803575995,9.993785455925805,3.149436211694806,0.2121948419937922,21.786724347650193,6.844349244230997,2.937241369701013,887497876.0,947443575.0,1250021210.0,1345076665.0,1385869560.0,501318681.0,441372982.0,138795347.0,43739892.0,2946997.0,302577635.0,95055456.0,40792894.0
