year,value,series,unit,source,extraction
1900,58,Housework,hours per week per household,"Greenwood et al. 2005 p113, prose; Lebergott 1993 Table 8.1","numeric statements, not graph digitization"
1975,18,Housework,hours per week per household,"Greenwood et al. 2005 p113, prose; Lebergott 1993 Table 8.1","numeric statements, not graph digitization"
