Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
World,WLD,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525138403.382837,555719475.991546,585424881.862262,603463797.232998,628321328.458084,677310864.665798,677515946.648468,697734296.328619,688391895.525479,760457364.13704,807795975.42172,855819925.440179,918788974.815295,934728048.41116,895481086.345675,954967210.863115,995605558.714753,1046157198.93448,1096773105.85313,1150504912.62137,1200058480.53102,,
