Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
World,WLD,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.40511673060995E+08,5.71347785186245E+08,5.99813480498661E+08,6.17786372490973E+08,6.43004522949076E+08,6.94711897991052E+08,6.93772529506320E+08,7.15167546288996E+08,7.05929502823766E+08,7.78419088772684E+08,8.23219414191739E+08,8.70776900084567E+08,9.32857313501458E+08,9.48137344308194E+08,9.07893256022522E+08,9.67194267430147E+08,1.00850282724736E+09,1.05973926555718E+09,1.11080198280616E+09,1.16091196578946E+09,,
