series,Code,year,value,unit,vintage,role
Chile,CHL,2002,95.72,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,revised_overlap
Chile,CHL,2011,96.7,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,post_book_successor
Chile,CHL,2013,96.27,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,post_book_successor
Chile,CHL,2015,96.87,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,post_book_successor
Chile,CHL,2017,96.4,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,post_book_successor
Italy,ITA,2001,98.42,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,revised_overlap
Italy,ITA,2011,98.85,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,post_book_successor
Italy,ITA,2019,99.35,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,post_book_successor
Mexico,MEX,2000,90.54,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,revised_overlap
Mexico,MEX,2002,90.27,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,revised_overlap
Mexico,MEX,2004,90.95,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,revised_overlap
Mexico,MEX,2005,91.63,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,revised_overlap
Mexico,MEX,2006,91.73,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,revised_overlap
Mexico,MEX,2007,92.8,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,revised_overlap
Mexico,MEX,2008,92.93,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,revised_overlap
Mexico,MEX,2009,93.44,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,revised_overlap
Mexico,MEX,2010,93.07,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,revised_overlap
Mexico,MEX,2011,93.52,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,post_book_successor
Mexico,MEX,2012,94.23,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,post_book_successor
Mexico,MEX,2013,93.96,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,post_book_successor
Mexico,MEX,2014,94.56,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,post_book_successor
Mexico,MEX,2015,94.47,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,post_book_successor
Mexico,MEX,2016,94.86,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,post_book_successor
Mexico,MEX,2017,94.97,"percent literate, adults age 15+",OWID/UNESCO UIS 2026; downloaded 2026-09-10 UTC,post_book_successor
