year,source_series,value,series,unit,vintage
1900,Chile,43.0,Chile,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1910,Chile,53.0,Chile,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1920,Chile,63.0,Chile,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1930,Chile,75.0,Chile,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1940,Chile,73.0,Chile,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1950,Chile,79.0,Chile,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1960,Chile,84.0,Chile,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1970,Chile,88.0,Chile,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1979,Chile,91.0,Chile,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1980,Chile,92.0,Chile,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1990,Chile,94.0,Chile,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
2000,Chile,96.0,Chile,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1475,Great Britain,5.0,England/GB/UK,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1550,Great Britain,16.0,England/GB/UK,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1650,Great Britain,53.0,England/GB/UK,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1750,Great Britain,54.0,England/GB/UK,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1820,Great Britain,53.0,England/GB/UK,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1870,Great Britain,76.0,England/GB/UK,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
2003,Great Britain,99.0,England/GB/UK,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1475,Germany,9.0,Germany,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1550,Germany,16.0,Germany,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1650,Germany,31.0,Germany,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1750,Germany,38.0,Germany,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
2003,Germany,99.0,Germany,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1475,Italy,15.0,Italy,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1550,Italy,18.0,Italy,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1650,Italy,23.0,Italy,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1750,Italy,23.0,Italy,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1820,Italy,22.0,Italy,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1870,Italy,32.0,Italy,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
2003,Italy,99.0,Italy,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1900,Mexico,24.0,Mexico,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1910,Mexico,30.0,Mexico,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1920,Mexico,35.0,Mexico,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1930,Mexico,36.0,Mexico,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1940,Mexico,46.0,Mexico,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1950,Mexico,60.0,Mexico,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1960,Mexico,65.0,Mexico,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1970,Mexico,75.0,Mexico,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1979,Mexico,82.0,Mexico,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1980,Mexico,82.0,Mexico,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1990,Mexico,88.0,Mexico,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
2000,Mexico,91.0,Mexico,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1475,Netherlands,17.0,Netherlands,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1550,Netherlands,12.0,Netherlands,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1650,Netherlands,53.0,Netherlands,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1750,Netherlands,85.0,Netherlands,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
2003,Netherlands,99.0,Netherlands,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1870,USA,80.0,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1880,USA,83.0,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1890,USA,86.7,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1900,USA,89.3,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1910,USA,92.3,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1920,USA,94.0,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1930,USA,95.7,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1940,USA,97.1,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1947,USA,97.3,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1950,USA,96.8,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1952,USA,97.5,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1959,USA,97.8,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1969,USA,99.0,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1979,USA,99.4,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
2003,USA,99.0,United States,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1820,World,12.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1870,World,19.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1880,World,20.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1890,World,21.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1900,World,21.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1910,World,26.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1920,World,32.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1930,World,33.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1940,World,42.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1950,World,36.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1960,World,42.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1970,World,56.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1980,World,56.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
1990,World,68.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
2000,World,81.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
2010,World,83.0,World,percent literate; heterogeneous historical definitions,OWID CSV archived 2016-03-25
