Year,Economy,Economy Label,CargoType,CargoType Label,Metric tons in thousands,Metric tons in thousands Footnote,Metric tons in thousands Missing value
2000,0000,"World",11,"Crude oil loaded",1812767.795,,
2000,0000,"World",12,"Other tanker trade loaded",1171171.876,,
2000,0000,"World",13,"Dry cargo loaded",3361790.366,,
2000,0000,"World",10,"Total goods loaded",6345730.037,,
2000,0000,"World",21,"Crude oil discharged",1812767.795,,
2000,0000,"World",22,"Other tanker trade discharged",1171171.876,,
2000,0000,"World",23,"Dry cargo discharged",3361790.366,,
2000,0000,"World",20,"Total goods discharged",6345730.037,,
2000,0000,"World",30,"Freight loaded and discharged",12691460.074,,
2000,5100,"Africa",11,"Crude oil loaded",259479.612,,
2000,5100,"Africa",12,"Other tanker trade loaded",111827.211,,
2000,5100,"Africa",13,"Dry cargo loaded",145556.737,,
2000,5100,"Africa",10,"Total goods loaded",516863.559,,
2000,5100,"Africa",21,"Crude oil discharged",32601.341,,
2000,5100,"Africa",22,"Other tanker trade discharged",31212.804,,
2000,5100,"Africa",23,"Dry cargo discharged",100687.641,,
2000,5100,"Africa",20,"Total goods discharged",164501.786,,
2000,5100,"Africa",30,"Freight loaded and discharged",681365.346,,
2000,5110,"Northern Africa",11,"Crude oil loaded",93342.124,,
2000,5110,"Northern Africa",12,"Other tanker trade loaded",93547.13,,
2000,5110,"Northern Africa",13,"Dry cargo loaded",25820.808,,
2000,5110,"Northern Africa",10,"Total goods loaded",212710.061,,
2000,5110,"Northern Africa",21,"Crude oil discharged",6271.989,,
2000,5110,"Northern Africa",22,"Other tanker trade discharged",15897.561,,
2000,5110,"Northern Africa",23,"Dry cargo discharged",48698.728,,
2000,5110,"Northern Africa",20,"Total goods discharged",70868.278,,
2000,5110,"Northern Africa",30,"Freight loaded and discharged",283578.339,,
2000,5120,"Sub-Saharan Africa",11,"Crude oil loaded",166137.488,,
2000,5120,"Sub-Saharan Africa",12,"Other tanker trade loaded",18280.08,,
2000,5120,"Sub-Saharan Africa",13,"Dry cargo loaded",119724.851,,
2000,5120,"Sub-Saharan Africa",10,"Total goods loaded",304142.419,,
2000,5120,"Sub-Saharan Africa",21,"Crude oil discharged",26329.352,,
2000,5120,"Sub-Saharan Africa",22,"Other tanker trade discharged",15315.243,,
2000,5120,"Sub-Saharan Africa",23,"Dry cargo discharged",51988.914,,
2000,5120,"Sub-Saharan Africa",20,"Total goods discharged",93633.508,,
2000,5120,"Sub-Saharan Africa",30,"Freight loaded and discharged",397775.928,,
2000,5121,"Eastern Africa",11,"Crude oil loaded",6.303,,
2000,5121,"Eastern Africa",12,"Other tanker trade loaded",1136.705,,
2000,5121,"Eastern Africa",13,"Dry cargo loaded",4468.459,,
2000,5121,"Eastern Africa",10,"Total goods loaded",5611.467,,
2000,5121,"Eastern Africa",21,"Crude oil discharged",1919.332,,
2000,5121,"Eastern Africa",22,"Other tanker trade discharged",5855.422,,
2000,5121,"Eastern Africa",23,"Dry cargo discharged",9182.426,,
2000,5121,"Eastern Africa",20,"Total goods discharged",16957.181,,
2000,5121,"Eastern Africa",30,"Freight loaded and discharged",22568.648,,
2000,5122,"Middle Africa",11,"Crude oil loaded",69815.898,,
2000,5122,"Middle Africa",12,"Other tanker trade loaded",3142.126,,
2000,5122,"Middle Africa",13,"Dry cargo loaded",4468.425,,
2000,5122,"Middle Africa",10,"Total goods loaded",77426.449,,
2000,5122,"Middle Africa",21,"Crude oil discharged",1360.537,,
2000,5122,"Middle Africa",22,"Other tanker trade discharged",1090.26,,
2000,5122,"Middle Africa",23,"Dry cargo discharged",4580.098,,
2000,5122,"Middle Africa",20,"Total goods discharged",7030.896,,
2000,5122,"Middle Africa",30,"Freight loaded and discharged",84457.345,,
2000,5123,"Southern Africa",11,"Crude oil loaded",436.25,,
2000,5123,"Southern Africa",12,"Other tanker trade loaded",5664.803,,
2000,5123,"Southern Africa",13,"Dry cargo loaded",86407.514,,
2000,5123,"Southern Africa",10,"Total goods loaded",92508.567,,
2000,5123,"Southern Africa",21,"Crude oil discharged",17019.747,,
2000,5123,"Southern Africa",22,"Other tanker trade discharged",2633.441,,
2000,5123,"Southern Africa",23,"Dry cargo discharged",14257.116,,
2000,5123,"Southern Africa",20,"Total goods discharged",33910.304,,
2000,5123,"Southern Africa",30,"Freight loaded and discharged",126418.871,,
2000,5124,"Western Africa",11,"Crude oil loaded",95879.038,,
2000,5124,"Western Africa",12,"Other tanker trade loaded",8336.445,,
2000,5124,"Western Africa",13,"Dry cargo loaded",24380.452,,
2000,5124,"Western Africa",10,"Total goods loaded",128595.935,,
2000,5124,"Western Africa",21,"Crude oil discharged",6029.735,,
2000,5124,"Western Africa",22,"Other tanker trade discharged",5736.12,,
2000,5124,"Western Africa",23,"Dry cargo discharged",23969.273,,
2000,5124,"Western Africa",20,"Total goods discharged",35735.128,,
2000,5124,"Western Africa",30,"Freight loaded and discharged",164331.063,,
2000,5200,"Americas",11,"Crude oil loaded",229450.789,,
2000,5200,"Americas",12,"Other tanker trade loaded",153813.909,,
2000,5200,"Americas",13,"Dry cargo loaded",880086.89,,
2000,5200,"Americas",10,"Total goods loaded",1263351.588,,
2000,5200,"Americas",21,"Crude oil discharged",502327.751,,
2000,5200,"Americas",22,"Other tanker trade discharged",210969.679,,
2000,5200,"Americas",23,"Dry cargo discharged",420621.282,,
2000,5200,"Americas",20,"Total goods discharged",1133918.712,,
2000,5200,"Americas",30,"Freight loaded and discharged",2397270.3,,
2000,5210,"Northern America",11,"Crude oil loaded",6312.819,,
2000,5210,"Northern America",12,"Other tanker trade loaded",58685.719,,
2000,5210,"Northern America",13,"Dry cargo loaded",452742.978,,
2000,5210,"Northern America",10,"Total goods loaded",517741.516,,
2000,5210,"Northern America",21,"Crude oil discharged",434808.557,,
2000,5210,"Northern America",22,"Other tanker trade discharged",131758.274,,
2000,5210,"Northern America",23,"Dry cargo discharged",231793.256,,
2000,5210,"Northern America",20,"Total goods discharged",798360.087,,
2000,5210,"Northern America",30,"Freight loaded and discharged",1316101.603,,
2000,5220,"Latin America and the Caribbean",11,"Crude oil loaded",223137.97,,
2000,5220,"Latin America and the Caribbean",12,"Other tanker trade loaded",95127.568,,
2000,5220,"Latin America and the Caribbean",13,"Dry cargo loaded",427326.992,,
2000,5220,"Latin America and the Caribbean",10,"Total goods loaded",745592.53,,
2000,5220,"Latin America and the Caribbean",21,"Crude oil discharged",67519.193,,
2000,5220,"Latin America and the Caribbean",22,"Other tanker trade discharged",79211.406,,
2000,5220,"Latin America and the Caribbean",23,"Dry cargo discharged",188828.027,,
2000,5220,"Latin America and the Caribbean",20,"Total goods discharged",335558.626,,
2000,5220,"Latin America and the Caribbean",30,"Freight loaded and discharged",1081151.155,,
2000,5221,"Caribbean",11,"Crude oil loaded",3424.492,,
2000,5221,"Caribbean",12,"Other tanker trade loaded",26556.125,,
2000,5221,"Caribbean",13,"Dry cargo loaded",18304.714,,
2000,5221,"Caribbean",10,"Total goods loaded",48285.331,,
2000,5221,"Caribbean",21,"Crude oil discharged",34959.697,,
2000,5221,"Caribbean",22,"Other tanker trade discharged",15278.71,,
2000,5221,"Caribbean",23,"Dry cargo discharged",19949.221,,
2000,5221,"Caribbean",20,"Total goods discharged",70187.628,,
2000,5221,"Caribbean",30,"Freight loaded and discharged",118472.958,,
2000,5222,"Central America",11,"Crude oil loaded",84454.189,,
2000,5222,"Central America",12,"Other tanker trade loaded",7430.616,,
2000,5222,"Central America",13,"Dry cargo loaded",43856.445,,
2000,5222,"Central America",10,"Total goods loaded",135741.25,,
2000,5222,"Central America",21,"Crude oil discharged",4966.957,,
2000,5222,"Central America",22,"Other tanker trade discharged",31045.652,,
2000,5222,"Central America",23,"Dry cargo discharged",59200.561,,
2000,5222,"Central America",20,"Total goods discharged",95213.17,,
2000,5222,"Central America",30,"Freight loaded and discharged",230954.42,,
2000,5223,"South America",11,"Crude oil loaded",135259.289,,
2000,5223,"South America",12,"Other tanker trade loaded",61140.799,,
2000,5223,"South America",13,"Dry cargo loaded",365164.39,,
2000,5223,"South America",10,"Total goods loaded",561564.478,,
2000,5223,"South America",21,"Crude oil discharged",27592.539,,
2000,5223,"South America",22,"Other tanker trade discharged",32887.044,,
2000,5223,"South America",23,"Dry cargo discharged",109678.244,,
2000,5223,"South America",20,"Total goods discharged",170157.828,,
2000,5223,"South America",30,"Freight loaded and discharged",731722.306,,
2000,5300,"Asia",11,"Crude oil loaded",847639.088,,
2000,5300,"Asia",12,"Other tanker trade loaded",352203.01,,
2000,5300,"Asia",13,"Dry cargo loaded",729451.268,,
2000,5300,"Asia",10,"Total goods loaded",1929293.366,,
2000,5300,"Asia",21,"Crude oil discharged",650090.842,,
2000,5300,"Asia",22,"Other tanker trade discharged",351693.129,,
2000,5300,"Asia",23,"Dry cargo discharged",1369934.59,,
2000,5300,"Asia",20,"Total goods discharged",2371718.561,,
2000,5300,"Asia",30,"Freight loaded and discharged",4301011.927,,
2000,5310,"Central Asia",11,"Crude oil loaded",26714.154,,
2000,5310,"Central Asia",12,"Other tanker trade loaded",14107.585,,
2000,5310,"Central Asia",13,"Dry cargo loaded",42184.222,,
2000,5310,"Central Asia",10,"Total goods loaded",83005.961,,
2000,5310,"Central Asia",21,"Crude oil discharged",1091.237,,
2000,5310,"Central Asia",22,"Other tanker trade discharged",1612.993,,
2000,5310,"Central Asia",23,"Dry cargo discharged",3266.552,,
2000,5310,"Central Asia",20,"Total goods discharged",5970.781,,
2000,5310,"Central Asia",30,"Freight loaded and discharged",88976.743,,
2000,5330,"Eastern Asia",11,"Crude oil loaded",9955.012,,
2000,5330,"Eastern Asia",12,"Other tanker trade loaded",51313.493,,
2000,5330,"Eastern Asia",13,"Dry cargo loaded",375358.803,,
2000,5330,"Eastern Asia",10,"Total goods loaded",436627.308,,
2000,5330,"Eastern Asia",21,"Crude oil discharged",439677.691,,
2000,5330,"Eastern Asia",22,"Other tanker trade discharged",202414.669,,
2000,5330,"Eastern Asia",23,"Dry cargo discharged",995576.927,,
2000,5330,"Eastern Asia",20,"Total goods discharged",1637669.287,,
2000,5330,"Eastern Asia",30,"Freight loaded and discharged",2074296.595,,
2000,5350,"South-eastern Asia",11,"Crude oil loaded",65207.067,,
2000,5350,"South-eastern Asia",12,"Other tanker trade loaded",132039.786,,
2000,5350,"South-eastern Asia",13,"Dry cargo loaded",203494.215,,
2000,5350,"South-eastern Asia",10,"Total goods loaded",400741.067,,
2000,5350,"South-eastern Asia",21,"Crude oil discharged",101758.587,,
2000,5350,"South-eastern Asia",22,"Other tanker trade discharged",83175.139,,
2000,5350,"South-eastern Asia",23,"Dry cargo discharged",159523.261,,
2000,5350,"South-eastern Asia",20,"Total goods discharged",344456.987,,
2000,5350,"South-eastern Asia",30,"Freight loaded and discharged",745198.054,,
2000,5320,"Southern Asia",11,"Crude oil loaded",98105.196,,
2000,5320,"Southern Asia",12,"Other tanker trade loaded",16242.912,,
2000,5320,"Southern Asia",13,"Dry cargo loaded",50372.761,,
2000,5320,"Southern Asia",10,"Total goods loaded",164720.868,,
2000,5320,"Southern Asia",21,"Crude oil discharged",79376.267,,
2000,5320,"Southern Asia",22,"Other tanker trade discharged",39899.308,,
2000,5320,"Southern Asia",23,"Dry cargo discharged",78411.937,,
2000,5320,"Southern Asia",20,"Total goods discharged",197687.512,,
2000,5320,"Southern Asia",30,"Freight loaded and discharged",362408.38,,
2000,5340,"Western Asia",11,"Crude oil loaded",647657.66,,
2000,5340,"Western Asia",12,"Other tanker trade loaded",138499.234,,
2000,5340,"Western Asia",13,"Dry cargo loaded",58041.267,,
2000,5340,"Western Asia",10,"Total goods loaded",844198.162,,
2000,5340,"Western Asia",21,"Crude oil discharged",28187.061,,
2000,5340,"Western Asia",22,"Other tanker trade discharged",24591.02,,
2000,5340,"Western Asia",23,"Dry cargo discharged",133155.913,,
2000,5340,"Western Asia",20,"Total goods discharged",185933.994,,
2000,5340,"Western Asia",30,"Freight loaded and discharged",1030132.155,,
2000,5400,"Europe",11,"Crude oil loaded",394177.954,,
2000,5400,"Europe",12,"Other tanker trade loaded",451789.901,,
2000,5400,"Europe",13,"Dry cargo loaded",1146248.223,,
2000,5400,"Europe",10,"Total goods loaded",1992216.079,,
2000,5400,"Europe",21,"Crude oil discharged",603747.791,,
2000,5400,"Europe",22,"Other tanker trade discharged",555022.034,,
2000,5400,"Europe",23,"Dry cargo discharged",1425826.501,,
2000,5400,"Europe",20,"Total goods discharged",2584596.326,,
2000,5400,"Europe",30,"Freight loaded and discharged",4576812.404,,
2000,5410,"Eastern Europe",11,"Crude oil loaded",149055.553,,
2000,5410,"Eastern Europe",12,"Other tanker trade loaded",174282.407,,
2000,5410,"Eastern Europe",13,"Dry cargo loaded",280291.364,,
2000,5410,"Eastern Europe",10,"Total goods loaded",603629.324,,
2000,5410,"Eastern Europe",21,"Crude oil discharged",58994.788,,
2000,5410,"Eastern Europe",22,"Other tanker trade discharged",104052.145,,
2000,5410,"Eastern Europe",23,"Dry cargo discharged",160362.074,,
2000,5410,"Eastern Europe",20,"Total goods discharged",323409.007,,
2000,5410,"Eastern Europe",30,"Freight loaded and discharged",927038.332,,
2000,5420,"Northern Europe",11,"Crude oil loaded",214100.05,,
2000,5420,"Northern Europe",12,"Other tanker trade loaded",89120.407,,
2000,5420,"Northern Europe",13,"Dry cargo loaded",210686.876,,
2000,5420,"Northern Europe",10,"Total goods loaded",513907.333,,
2000,5420,"Northern Europe",21,"Crude oil discharged",81678.853,,
2000,5420,"Northern Europe",22,"Other tanker trade discharged",58910.41,,
2000,5420,"Northern Europe",23,"Dry cargo discharged",269038.407,,
2000,5420,"Northern Europe",20,"Total goods discharged",409627.67,,
2000,5420,"Northern Europe",30,"Freight loaded and discharged",923535.003,,
2000,5430,"Southern Europe",11,"Crude oil loaded",619.574,,
2000,5430,"Southern Europe",12,"Other tanker trade loaded",34988.405,,
2000,5430,"Southern Europe",13,"Dry cargo loaded",119359.808,,
2000,5430,"Southern Europe",10,"Total goods loaded",154967.788,,
2000,5430,"Southern Europe",21,"Crude oil discharged",176674.62,,
2000,5430,"Southern Europe",22,"Other tanker trade discharged",164891.758,,
2000,5430,"Southern Europe",23,"Dry cargo discharged",270134.997,,
2000,5430,"Southern Europe",20,"Total goods discharged",611701.376,,
2000,5430,"Southern Europe",30,"Freight loaded and discharged",766669.164,,
2000,5440,"Western Europe",11,"Crude oil loaded",30402.759,,
2000,5440,"Western Europe",12,"Other tanker trade loaded",153358.053,,
2000,5440,"Western Europe",13,"Dry cargo loaded",535496.743,,
2000,5440,"Western Europe",10,"Total goods loaded",719257.556,,
2000,5440,"Western Europe",21,"Crude oil discharged",286399.529,,
2000,5440,"Western Europe",22,"Other tanker trade discharged",227167.72,,
2000,5440,"Western Europe",23,"Dry cargo discharged",726291.022,,
2000,5440,"Western Europe",20,"Total goods discharged",1239858.272,,
2000,5440,"Western Europe",30,"Freight loaded and discharged",1959115.828,,
2000,5500,"Oceania",11,"Crude oil loaded",21204.576,,
2000,5500,"Oceania",12,"Other tanker trade loaded",19156.679,,
2000,5500,"Oceania",13,"Dry cargo loaded",446846.426,,
2000,5500,"Oceania",10,"Total goods loaded",487207.681,,
2000,5500,"Oceania",21,"Crude oil discharged",23943.666,,
2000,5500,"Oceania",22,"Other tanker trade discharged",14033.311,,
2000,5500,"Oceania",23,"Dry cargo discharged",36154.078,,
2000,5500,"Oceania",20,"Total goods discharged",74131.055,,
2000,5500,"Oceania",30,"Freight loaded and discharged",561338.735,,
2000,5520,"Australia and New Zealand",11,"Crude oil loaded",18274.852,,
2000,5520,"Australia and New Zealand",12,"Other tanker trade loaded",18459.09,,
2000,5520,"Australia and New Zealand",13,"Dry cargo loaded",438108.136,,
2000,5520,"Australia and New Zealand",10,"Total goods loaded",474842.078,,
2000,5520,"Australia and New Zealand",21,"Crude oil discharged",23933.875,,
2000,5520,"Australia and New Zealand",22,"Other tanker trade discharged",10333.2,,
2000,5520,"Australia and New Zealand",23,"Dry cargo discharged",32948.87,,
2000,5520,"Australia and New Zealand",20,"Total goods discharged",67215.945,,
2000,5520,"Australia and New Zealand",30,"Freight loaded and discharged",542058.023,,
2000,5510,"Oceania excluding Australia and New Zealand",11,"Crude oil loaded",2882.388,,
2000,5510,"Oceania excluding Australia and New Zealand",12,"Other tanker trade loaded",680.256,,
2000,5510,"Oceania excluding Australia and New Zealand",13,"Dry cargo loaded",8684.285,,
2000,5510,"Oceania excluding Australia and New Zealand",10,"Total goods loaded",12246.929,,
2000,5510,"Oceania excluding Australia and New Zealand",21,"Crude oil discharged",9.79,,
2000,5510,"Oceania excluding Australia and New Zealand",22,"Other tanker trade discharged",3700.111,,
2000,5510,"Oceania excluding Australia and New Zealand",23,"Dry cargo discharged",3205.208,,
2000,5510,"Oceania excluding Australia and New Zealand",20,"Total goods discharged",6915.11,,
2000,5510,"Oceania excluding Australia and New Zealand",30,"Freight loaded and discharged",19162.039,,
2000,5900,"Other territories",12,"Other tanker trade loaded",0.136,,
2000,5900,"Other territories",13,"Dry cargo loaded",64.307,,
2000,5900,"Other territories",10,"Total goods loaded",64.443,,
2000,5900,"Other territories",21,"Crude oil discharged",56.406,,
2000,5900,"Other territories",22,"Other tanker trade discharged",8016.968,,
2000,5900,"Other territories",23,"Dry cargo discharged",413.044,,
2000,5900,"Other territories",20,"Total goods discharged",8486.418,,
2000,5900,"Other territories",30,"Freight loaded and discharged",8550.86,,
2000,004,"Afghanistan",12,"Other tanker trade loaded",14.367,"Majority reported mirror data",
2000,004,"Afghanistan",13,"Dry cargo loaded",107.173,"Majority reported mirror data",
2000,004,"Afghanistan",10,"Total goods loaded",121.54,"Majority reported mirror data",
2000,004,"Afghanistan",22,"Other tanker trade discharged",545.555,"Majority reported mirror data",
2000,004,"Afghanistan",23,"Dry cargo discharged",769.971,"Majority reported mirror data",
2000,004,"Afghanistan",20,"Total goods discharged",1315.526,"Majority reported mirror data",
2000,004,"Afghanistan",30,"Freight loaded and discharged",1437.066,,
2000,008,"Albania",12,"Other tanker trade loaded",9.79,"Majority reported mirror data",
2000,008,"Albania",13,"Dry cargo loaded",56.383,"Majority reported mirror data",
2000,008,"Albania",10,"Total goods loaded",66.172,"Majority reported mirror data",
2000,008,"Albania",21,"Crude oil discharged",0.006,,
2000,008,"Albania",22,"Other tanker trade discharged",275.648,,
2000,008,"Albania",23,"Dry cargo discharged",1246.923,,
2000,008,"Albania",20,"Total goods discharged",1522.578,,
2000,008,"Albania",30,"Freight loaded and discharged",1588.75,,
2000,012,"Algeria",11,"Crude oil loaded",27430.025,"Majority reported direct data",
2000,012,"Algeria",12,"Other tanker trade loaded",71313.269,"Majority reported direct data",
2000,012,"Algeria",13,"Dry cargo loaded",1665.032,"Majority reported direct data",
2000,012,"Algeria",10,"Total goods loaded",100408.326,"Majority reported direct data",
2000,012,"Algeria",21,"Crude oil discharged",0,"Majority reported direct data",
2000,012,"Algeria",22,"Other tanker trade discharged",847.318,"Majority reported direct data",
2000,012,"Algeria",23,"Dry cargo discharged",9995.549,"Majority reported direct data",
2000,012,"Algeria",20,"Total goods discharged",10842.867,"Majority reported direct data",
2000,012,"Algeria",30,"Freight loaded and discharged",111251.194,,
2000,016,"American Samoa",12,"Other tanker trade loaded",0.853,"Majority reported mirror data",
2000,016,"American Samoa",13,"Dry cargo loaded",42.17,"Majority reported mirror data",
2000,016,"American Samoa",10,"Total goods loaded",43.023,"Majority reported mirror data",
2000,016,"American Samoa",22,"Other tanker trade discharged",189.165,"All reported mirror data",
2000,016,"American Samoa",23,"Dry cargo discharged",53.753,"All reported mirror data",
2000,016,"American Samoa",20,"Total goods discharged",242.919,"All reported mirror data",
2000,016,"American Samoa",30,"Freight loaded and discharged",285.942,,
2000,020,"Andorra",12,"Other tanker trade loaded",0.045,"Majority reported mirror data",
2000,020,"Andorra",13,"Dry cargo loaded",2.803,"Majority reported mirror data",
2000,020,"Andorra",10,"Total goods loaded",2.848,"Majority reported mirror data",
2000,020,"Andorra",21,"Crude oil discharged",0.001,,
2000,020,"Andorra",22,"Other tanker trade discharged",74.955,,
2000,020,"Andorra",23,"Dry cargo discharged",164.146,,
2000,020,"Andorra",20,"Total goods discharged",239.102,,
2000,020,"Andorra",30,"Freight loaded and discharged",241.95,,
2000,024,"Angola",11,"Crude oil loaded",33763.257,"Majority reported mirror data",
2000,024,"Angola",12,"Other tanker trade loaded",831.572,"Majority reported mirror data",
2000,024,"Angola",13,"Dry cargo loaded",109.366,"Majority reported mirror data",
2000,024,"Angola",10,"Total goods loaded",34704.195,"Majority reported mirror data",
2000,024,"Angola",21,"Crude oil discharged",0.006,"Majority reported mirror data",
2000,024,"Angola",22,"Other tanker trade discharged",313.984,"Majority reported mirror data",
2000,024,"Angola",23,"Dry cargo discharged",1593.503,"Majority reported mirror data",
2000,024,"Angola",20,"Total goods discharged",1907.493,"Majority reported mirror data",
2000,024,"Angola",30,"Freight loaded and discharged",36611.688,,
2000,660,"Anguilla",12,"Other tanker trade loaded",0.035,"Majority reported mirror data",
2000,660,"Anguilla",13,"Dry cargo loaded",3.044,"Majority reported mirror data",
2000,660,"Anguilla",10,"Total goods loaded",3.078,"Majority reported mirror data",
2000,660,"Anguilla",22,"Other tanker trade discharged",6.399,"Majority reported mirror data",
2000,660,"Anguilla",23,"Dry cargo discharged",46.754,"Majority reported mirror data",
2000,660,"Anguilla",20,"Total goods discharged",53.153,"Majority reported mirror data",
2000,660,"Anguilla",30,"Freight loaded and discharged",56.231,,
2000,028,"Antigua and Barbuda",11,"Crude oil loaded",125.115,"Majority reported mirror data",
2000,028,"Antigua and Barbuda",12,"Other tanker trade loaded",0.157,"Majority reported mirror data",
2000,028,"Antigua and Barbuda",13,"Dry cargo loaded",140.842,"Majority reported mirror data",
2000,028,"Antigua and Barbuda",10,"Total goods loaded",266.114,"Majority reported mirror data",
2000,028,"Antigua and Barbuda",21,"Crude oil discharged",0,,
2000,028,"Antigua and Barbuda",22,"Other tanker trade discharged",203.179,,
2000,028,"Antigua and Barbuda",23,"Dry cargo discharged",184.875,,
2000,028,"Antigua and Barbuda",20,"Total goods discharged",388.054,,
2000,028,"Antigua and Barbuda",30,"Freight loaded and discharged",654.168,,
2000,032,"Argentina",11,"Crude oil loaded",10936.695,"Majority reported mirror data",
2000,032,"Argentina",12,"Other tanker trade loaded",11711.354,"Majority reported mirror data",
2000,032,"Argentina",13,"Dry cargo loaded",48926.8,"Majority reported mirror data",
2000,032,"Argentina",10,"Total goods loaded",71574.849,"Majority reported mirror data",
2000,032,"Argentina",21,"Crude oil discharged",1445.921,,
2000,032,"Argentina",22,"Other tanker trade discharged",1530.776,,
2000,032,"Argentina",23,"Dry cargo discharged",11021.68,,
2000,032,"Argentina",20,"Total goods discharged",13998.377,,
2000,032,"Argentina",30,"Freight loaded and discharged",85573.226,,
2000,051,"Armenia",12,"Other tanker trade loaded",1.585,"Majority reported mirror data",
2000,051,"Armenia",13,"Dry cargo loaded",48.72,"Majority reported mirror data",
2000,051,"Armenia",10,"Total goods loaded",50.305,"Majority reported mirror data",
2000,051,"Armenia",21,"Crude oil discharged",2.311,,
2000,051,"Armenia",22,"Other tanker trade discharged",1072.06,,
2000,051,"Armenia",23,"Dry cargo discharged",343.456,,
2000,051,"Armenia",20,"Total goods discharged",1417.827,,
2000,051,"Armenia",30,"Freight loaded and discharged",1468.132,,
2000,533,"Aruba",12,"Other tanker trade loaded",6650,"Majority reported mirror data",
2000,533,"Aruba",13,"Dry cargo loaded",724.495,"Majority reported mirror data",
2000,533,"Aruba",10,"Total goods loaded",7374.495,"Majority reported mirror data",
2000,533,"Aruba",23,"Dry cargo discharged",,,"Not publishable"
2000,533,"Aruba",20,"Total goods discharged",,,"Not publishable"
2000,533,"Aruba",30,"Freight loaded and discharged",,,"Not publishable"
2000,036,"Australia",11,"Crude oil loaded",17503.309,"Majority reported mirror data",
2000,036,"Australia",12,"Other tanker trade loaded",15849.855,"Majority reported mirror data",
2000,036,"Australia",13,"Dry cargo loaded",421955.307,"Majority reported mirror data",
2000,036,"Australia",10,"Total goods loaded",455308.471,"Majority reported mirror data",
2000,036,"Australia",21,"Crude oil discharged",19378.022,,
2000,036,"Australia",22,"Other tanker trade discharged",8502.891,,
2000,036,"Australia",23,"Dry cargo discharged",25511.751,,
2000,036,"Australia",20,"Total goods discharged",53392.664,,
2000,036,"Australia",30,"Freight loaded and discharged",508701.135,,
2000,040,"Austria",11,"Crude oil loaded",39.989,"Majority reported mirror data",
2000,040,"Austria",12,"Other tanker trade loaded",3010.251,"Majority reported mirror data",
2000,040,"Austria",13,"Dry cargo loaded",23288.451,"Majority reported mirror data",
2000,040,"Austria",10,"Total goods loaded",26338.69,"Majority reported mirror data",
2000,040,"Austria",21,"Crude oil discharged",6749.638,,
2000,040,"Austria",22,"Other tanker trade discharged",4655.547,,
2000,040,"Austria",23,"Dry cargo discharged",15239.978,,
2000,040,"Austria",20,"Total goods discharged",26645.163,,
2000,040,"Austria",30,"Freight loaded and discharged",52983.853,,
2000,031,"Azerbaijan",11,"Crude oil loaded",3525.024,"Majority reported mirror data",
2000,031,"Azerbaijan",12,"Other tanker trade loaded",743.475,"Majority reported mirror data",
2000,031,"Azerbaijan",13,"Dry cargo loaded",512.622,"Majority reported mirror data",
2000,031,"Azerbaijan",10,"Total goods loaded",4781.121,"Majority reported mirror data",
2000,031,"Azerbaijan",21,"Crude oil discharged",0,,
2000,031,"Azerbaijan",22,"Other tanker trade discharged",99.826,,
2000,031,"Azerbaijan",23,"Dry cargo discharged",640.477,,
2000,031,"Azerbaijan",20,"Total goods discharged",740.303,,
2000,031,"Azerbaijan",30,"Freight loaded and discharged",5521.424,,
2000,044,"Bahamas",12,"Other tanker trade loaded",723.191,"Majority reported mirror data",
2000,044,"Bahamas",13,"Dry cargo loaded",2254.998,"Majority reported mirror data",
2000,044,"Bahamas",10,"Total goods loaded",2978.188,"Majority reported mirror data",
2000,044,"Bahamas",21,"Crude oil discharged",10.343,,
2000,044,"Bahamas",22,"Other tanker trade discharged",774.911,,
2000,044,"Bahamas",23,"Dry cargo discharged",999.081,,
2000,044,"Bahamas",20,"Total goods discharged",1784.335,,
2000,044,"Bahamas",30,"Freight loaded and discharged",4762.523,,
2000,048,"Bahrain",11,"Crude oil loaded",70.253,"Majority reported mirror data",
2000,048,"Bahrain",12,"Other tanker trade loaded",5741.828,"Majority reported mirror data",
2000,048,"Bahrain",13,"Dry cargo loaded",3784.931,"Majority reported mirror data",
2000,048,"Bahrain",10,"Total goods loaded",9597.012,"Majority reported mirror data",
2000,048,"Bahrain",22,"Other tanker trade discharged",38.241,,
2000,048,"Bahrain",23,"Dry cargo discharged",5317.343,,
2000,048,"Bahrain",20,"Total goods discharged",5355.584,,
2000,048,"Bahrain",30,"Freight loaded and discharged",14952.595,,
2000,050,"Bangladesh",12,"Other tanker trade loaded",210.42,"Majority reported mirror data",
2000,050,"Bangladesh",13,"Dry cargo loaded",1021.298,"Majority reported mirror data",
2000,050,"Bangladesh",10,"Total goods loaded",1231.718,"Majority reported mirror data",
2000,050,"Bangladesh",21,"Crude oil discharged",49.1,"Majority reported mirror data",
2000,050,"Bangladesh",22,"Other tanker trade discharged",1848.261,"Majority reported mirror data",
2000,050,"Bangladesh",23,"Dry cargo discharged",7312.748,"Majority reported mirror data",
2000,050,"Bangladesh",20,"Total goods discharged",9210.11,"Majority reported mirror data",
2000,050,"Bangladesh",30,"Freight loaded and discharged",10441.828,,
2000,052,"Barbados",11,"Crude oil loaded",67.892,"Majority reported mirror data",
2000,052,"Barbados",12,"Other tanker trade loaded",198.965,"Majority reported mirror data",
2000,052,"Barbados",13,"Dry cargo loaded",198.982,"Majority reported mirror data",
2000,052,"Barbados",10,"Total goods loaded",465.839,"Majority reported mirror data",
