Year,Economy,Economy Label,CargoType,CargoType Label,Metric tons in thousands,Metric tons in thousands Footnote,Metric tons in thousands Missing value
2005,016,"American Samoa",22,"Other tanker trade discharged",4.481,"All reported mirror data",
2005,016,"American Samoa",23,"Dry cargo discharged",83.803,"All reported mirror data",
2005,016,"American Samoa",20,"Total goods discharged",88.284,"All reported mirror data",
2005,016,"American Samoa",30,"Freight loaded and discharged",107.466,,
2005,020,"Andorra",12,"Other tanker trade loaded",0.532,"Majority reported mirror data",
2005,020,"Andorra",13,"Dry cargo loaded",5.964,"Majority reported mirror data",
2005,020,"Andorra",10,"Total goods loaded",6.496,"Majority reported mirror data",
2005,020,"Andorra",21,"Crude oil discharged",0,"All estimated",
2005,020,"Andorra",22,"Other tanker trade discharged",98.891,"All estimated",
2005,020,"Andorra",23,"Dry cargo discharged",192.298,"All estimated",
2005,020,"Andorra",20,"Total goods discharged",291.189,"All estimated",
2005,020,"Andorra",30,"Freight loaded and discharged",297.685,,
2005,024,"Angola",11,"Crude oil loaded",54691.187,"Majority reported mirror data",
2005,024,"Angola",12,"Other tanker trade loaded",762.404,"Majority reported mirror data",
2005,024,"Angola",13,"Dry cargo loaded",96.755,"Majority reported mirror data",
2005,024,"Angola",10,"Total goods loaded",55550.347,"Majority reported mirror data",
2005,024,"Angola",21,"Crude oil discharged",4.104,"Majority reported mirror data",
2005,024,"Angola",22,"Other tanker trade discharged",804.447,"Majority reported mirror data",
2005,024,"Angola",23,"Dry cargo discharged",4274.553,"Majority reported mirror data",
2005,024,"Angola",20,"Total goods discharged",5083.104,"Majority reported mirror data",
2005,024,"Angola",30,"Freight loaded and discharged",60633.451,,
2005,660,"Anguilla",12,"Other tanker trade loaded",0.683,"Majority reported mirror data",
2005,660,"Anguilla",13,"Dry cargo loaded",4.152,"Majority reported mirror data",
2005,660,"Anguilla",10,"Total goods loaded",4.834,"Majority reported mirror data",
2005,660,"Anguilla",21,"Crude oil discharged",0.013,"Majority estimated",
2005,660,"Anguilla",22,"Other tanker trade discharged",51.441,"Majority estimated",
2005,660,"Anguilla",23,"Dry cargo discharged",65.274,"Majority estimated",
2005,660,"Anguilla",20,"Total goods discharged",116.729,"Majority estimated",
2005,660,"Anguilla",30,"Freight loaded and discharged",121.563,,
2005,028,"Antigua and Barbuda",12,"Other tanker trade loaded",30.698,"Majority reported mirror data",
2005,028,"Antigua and Barbuda",13,"Dry cargo loaded",118.992,"Majority reported mirror data",
2005,028,"Antigua and Barbuda",10,"Total goods loaded",149.69,"Majority reported mirror data",
2005,028,"Antigua and Barbuda",22,"Other tanker trade discharged",109.178,,
2005,028,"Antigua and Barbuda",23,"Dry cargo discharged",162.955,,
2005,028,"Antigua and Barbuda",20,"Total goods discharged",272.133,,
2005,028,"Antigua and Barbuda",30,"Freight loaded and discharged",421.823,,
2005,032,"Argentina",11,"Crude oil loaded",7972.012,"Majority reported mirror data",
2005,032,"Argentina",12,"Other tanker trade loaded",16611.668,"Majority reported mirror data",
2005,032,"Argentina",13,"Dry cargo loaded",68839.279,"Majority reported mirror data",
2005,032,"Argentina",10,"Total goods loaded",93422.959,"Majority reported mirror data",
2005,032,"Argentina",21,"Crude oil discharged",194.446,,
2005,032,"Argentina",22,"Other tanker trade discharged",3241.409,,
2005,032,"Argentina",23,"Dry cargo discharged",12406.142,,
2005,032,"Argentina",20,"Total goods discharged",15841.997,,
2005,032,"Argentina",30,"Freight loaded and discharged",109264.956,,
2005,051,"Armenia",12,"Other tanker trade loaded",0.747,"Majority reported mirror data",
2005,051,"Armenia",13,"Dry cargo loaded",140.628,"Majority reported mirror data",
2005,051,"Armenia",10,"Total goods loaded",141.375,"Majority reported mirror data",
2005,051,"Armenia",22,"Other tanker trade discharged",1279.321,,
2005,051,"Armenia",23,"Dry cargo discharged",511.983,,
2005,051,"Armenia",20,"Total goods discharged",1791.304,,
2005,051,"Armenia",30,"Freight loaded and discharged",1932.678,,
2005,533,"Aruba",12,"Other tanker trade loaded",7824.278,"Majority reported mirror data",
2005,533,"Aruba",13,"Dry cargo loaded",925.523,"Majority reported mirror data",
2005,533,"Aruba",10,"Total goods loaded",8749.801,"Majority reported mirror data",
2005,533,"Aruba",22,"Other tanker trade discharged",1.899,,
2005,533,"Aruba",23,"Dry cargo discharged",483.991,,
2005,533,"Aruba",20,"Total goods discharged",485.89,,
2005,533,"Aruba",30,"Freight loaded and discharged",9235.69,,
2005,036,"Australia",11,"Crude oil loaded",12966.583,"Majority reported mirror data",
2005,036,"Australia",12,"Other tanker trade loaded",18765.707,"Majority reported mirror data",
2005,036,"Australia",13,"Dry cargo loaded",559896.499,"Majority reported mirror data",
2005,036,"Australia",10,"Total goods loaded",591628.789,"Majority reported mirror data",
2005,036,"Australia",21,"Crude oil discharged",19376.934,,
2005,036,"Australia",22,"Other tanker trade discharged",14815.23,,
2005,036,"Australia",23,"Dry cargo discharged",34813.576,,
2005,036,"Australia",20,"Total goods discharged",69005.74,,
2005,036,"Australia",30,"Freight loaded and discharged",660634.529,,
2005,040,"Austria",11,"Crude oil loaded",0,"Majority reported mirror data",
2005,040,"Austria",12,"Other tanker trade loaded",3789.963,"Majority reported mirror data",
2005,040,"Austria",13,"Dry cargo loaded",31626.963,"Majority reported mirror data",
2005,040,"Austria",10,"Total goods loaded",35416.926,"Majority reported mirror data",
2005,040,"Austria",21,"Crude oil discharged",7378.842,,
2005,040,"Austria",22,"Other tanker trade discharged",11919.654,,
2005,040,"Austria",23,"Dry cargo discharged",23175.868,,
2005,040,"Austria",20,"Total goods discharged",42474.364,,
2005,040,"Austria",30,"Freight loaded and discharged",77891.29,,
2005,031,"Azerbaijan",11,"Crude oil loaded",6763.008,"Majority reported mirror data",
2005,031,"Azerbaijan",12,"Other tanker trade loaded",908.613,"Majority reported mirror data",
2005,031,"Azerbaijan",13,"Dry cargo loaded",800.521,"Majority reported mirror data",
2005,031,"Azerbaijan",10,"Total goods loaded",8472.142,"Majority reported mirror data",
2005,031,"Azerbaijan",21,"Crude oil discharged",0,,
2005,031,"Azerbaijan",22,"Other tanker trade discharged",1623.447,,
2005,031,"Azerbaijan",23,"Dry cargo discharged",1229.938,,
2005,031,"Azerbaijan",20,"Total goods discharged",2853.385,,
2005,031,"Azerbaijan",30,"Freight loaded and discharged",11325.527,,
2005,044,"Bahamas",12,"Other tanker trade loaded",1040.164,"Majority reported mirror data",
2005,044,"Bahamas",13,"Dry cargo loaded",6038.552,"Majority reported mirror data",
2005,044,"Bahamas",10,"Total goods loaded",7078.716,"Majority reported mirror data",
2005,044,"Bahamas",21,"Crude oil discharged",0.05,,
2005,044,"Bahamas",22,"Other tanker trade discharged",1084.194,,
2005,044,"Bahamas",23,"Dry cargo discharged",699.971,,
2005,044,"Bahamas",20,"Total goods discharged",1784.215,,
2005,044,"Bahamas",30,"Freight loaded and discharged",8862.931,,
2005,048,"Bahrain",11,"Crude oil loaded",82.443,"Majority reported mirror data",
2005,048,"Bahrain",12,"Other tanker trade loaded",5395.444,"Majority reported mirror data",
2005,048,"Bahrain",13,"Dry cargo loaded",3360.379,"Majority reported mirror data",
2005,048,"Bahrain",10,"Total goods loaded",8838.266,"Majority reported mirror data",
2005,048,"Bahrain",21,"Crude oil discharged",11828.844,,
2005,048,"Bahrain",22,"Other tanker trade discharged",57.051,,
2005,048,"Bahrain",23,"Dry cargo discharged",8375.296,,
2005,048,"Bahrain",20,"Total goods discharged",20261.191,,
2005,048,"Bahrain",30,"Freight loaded and discharged",29099.457,,
2005,050,"Bangladesh",12,"Other tanker trade loaded",232.363,"Majority reported direct data",
2005,050,"Bangladesh",13,"Dry cargo loaded",1434.516,"Majority reported direct data",
2005,050,"Bangladesh",10,"Total goods loaded",1666.878,"Majority reported direct data",
2005,050,"Bangladesh",21,"Crude oil discharged",4.879,"Majority reported mirror data",
2005,050,"Bangladesh",22,"Other tanker trade discharged",5776.127,"Majority reported mirror data",
2005,050,"Bangladesh",23,"Dry cargo discharged",10358.908,"Majority reported mirror data",
2005,050,"Bangladesh",20,"Total goods discharged",16139.913,"Majority reported mirror data",
2005,050,"Bangladesh",30,"Freight loaded and discharged",17806.792,,
2005,052,"Barbados",11,"Crude oil loaded",50.107,"Majority reported mirror data",
2005,052,"Barbados",12,"Other tanker trade loaded",251.373,"Majority reported mirror data",
2005,052,"Barbados",13,"Dry cargo loaded",255.959,"Majority reported mirror data",
2005,052,"Barbados",10,"Total goods loaded",557.44,"Majority reported mirror data",
2005,052,"Barbados",22,"Other tanker trade discharged",691.583,"Majority reported mirror data",
2005,052,"Barbados",23,"Dry cargo discharged",624.106,"Majority reported mirror data",
2005,052,"Barbados",20,"Total goods discharged",1315.689,"Majority reported mirror data",
2005,052,"Barbados",30,"Freight loaded and discharged",1873.128,,
2005,112,"Belarus",11,"Crude oil loaded",38.002,"Majority reported direct data",
2005,112,"Belarus",12,"Other tanker trade loaded",4568.164,"Majority reported direct data",
2005,112,"Belarus",13,"Dry cargo loaded",8392.763,"Majority reported direct data",
2005,112,"Belarus",10,"Total goods loaded",12998.929,"Majority reported direct data",
2005,112,"Belarus",21,"Crude oil discharged",19277.728,,
2005,112,"Belarus",22,"Other tanker trade discharged",14903.089,,
2005,112,"Belarus",23,"Dry cargo discharged",7100.542,,
2005,112,"Belarus",20,"Total goods discharged",41281.36,,
2005,112,"Belarus",30,"Freight loaded and discharged",54280.288,,
2005,056,"Belgium",11,"Crude oil loaded",2613.758,"Majority reported mirror data",
2005,056,"Belgium",12,"Other tanker trade loaded",69834.071,"Majority reported mirror data",
2005,056,"Belgium",13,"Dry cargo loaded",105810.186,"Majority reported mirror data",
2005,056,"Belgium",10,"Total goods loaded",178258.014,"Majority reported mirror data",
2005,056,"Belgium",21,"Crude oil discharged",33432.844,,
2005,056,"Belgium",22,"Other tanker trade discharged",85418.474,,
2005,056,"Belgium",23,"Dry cargo discharged",142911.225,,
2005,056,"Belgium",20,"Total goods discharged",261762.544,,
2005,056,"Belgium",30,"Freight loaded and discharged",440020.558,,
2005,084,"Belize",12,"Other tanker trade loaded",169.607,"Majority reported mirror data",
2005,084,"Belize",13,"Dry cargo loaded",259.929,"Majority reported mirror data",
2005,084,"Belize",10,"Total goods loaded",429.536,"Majority reported mirror data",
2005,084,"Belize",22,"Other tanker trade discharged",46.139,"Majority reported mirror data",
2005,084,"Belize",23,"Dry cargo discharged",334.666,"Majority reported mirror data",
2005,084,"Belize",20,"Total goods discharged",380.805,"Majority reported mirror data",
2005,084,"Belize",30,"Freight loaded and discharged",810.341,,
2005,204,"Benin",12,"Other tanker trade loaded",203.031,"Majority reported mirror data",
2005,204,"Benin",13,"Dry cargo loaded",250.009,"Majority reported mirror data",
2005,204,"Benin",10,"Total goods loaded",453.04,"Majority reported mirror data",
2005,204,"Benin",22,"Other tanker trade discharged",231.509,,
2005,204,"Benin",23,"Dry cargo discharged",1496.851,,
2005,204,"Benin",20,"Total goods discharged",1728.359,,
2005,204,"Benin",30,"Freight loaded and discharged",2181.399,,
2005,060,"Bermuda",12,"Other tanker trade loaded",2.551,"Majority reported mirror data",
2005,060,"Bermuda",13,"Dry cargo loaded",122.47,"Majority reported mirror data",
2005,060,"Bermuda",10,"Total goods loaded",125.021,"Majority reported mirror data",
2005,060,"Bermuda",23,"Dry cargo discharged",148.211,,
2005,060,"Bermuda",20,"Total goods discharged",148.211,,
2005,060,"Bermuda",30,"Freight loaded and discharged",273.232,,
2005,064,"Bhutan",12,"Other tanker trade loaded",3.7,"Majority reported mirror data",
2005,064,"Bhutan",13,"Dry cargo loaded",200.943,"Majority reported mirror data",
2005,064,"Bhutan",10,"Total goods loaded",204.643,"Majority reported mirror data",
2005,064,"Bhutan",22,"Other tanker trade discharged",8.773,"Majority reported mirror data",
2005,064,"Bhutan",23,"Dry cargo discharged",46.546,"Majority reported mirror data",
2005,064,"Bhutan",20,"Total goods discharged",55.318,"Majority reported mirror data",
2005,064,"Bhutan",30,"Freight loaded and discharged",259.962,,
2005,068,"Bolivia (Plurinational State of)",11,"Crude oil loaded",233.889,"Majority reported mirror data",
2005,068,"Bolivia (Plurinational State of)",12,"Other tanker trade loaded",1763.35,"Majority reported mirror data",
2005,068,"Bolivia (Plurinational State of)",13,"Dry cargo loaded",1665.378,"Majority reported mirror data",
2005,068,"Bolivia (Plurinational State of)",10,"Total goods loaded",3662.618,"Majority reported mirror data",
2005,068,"Bolivia (Plurinational State of)",21,"Crude oil discharged",0.003,"Majority reported mirror data",
2005,068,"Bolivia (Plurinational State of)",22,"Other tanker trade discharged",299.061,"Majority reported mirror data",
2005,068,"Bolivia (Plurinational State of)",23,"Dry cargo discharged",686.626,"Majority reported mirror data",
2005,068,"Bolivia (Plurinational State of)",20,"Total goods discharged",985.689,"Majority reported mirror data",
2005,068,"Bolivia (Plurinational State of)",30,"Freight loaded and discharged",4648.307,,
2005,535,"Bonaire, Sint Eustatius and Saba",11,"Crude oil loaded",,,"Not applicable"
2005,535,"Bonaire, Sint Eustatius and Saba",12,"Other tanker trade loaded",,,"Not applicable"
2005,535,"Bonaire, Sint Eustatius and Saba",13,"Dry cargo loaded",,,"Not applicable"
2005,535,"Bonaire, Sint Eustatius and Saba",10,"Total goods loaded",,,"Not applicable"
2005,535,"Bonaire, Sint Eustatius and Saba",21,"Crude oil discharged",,,"Not applicable"
2005,535,"Bonaire, Sint Eustatius and Saba",22,"Other tanker trade discharged",,,"Not applicable"
2005,535,"Bonaire, Sint Eustatius and Saba",23,"Dry cargo discharged",,,"Not applicable"
2005,535,"Bonaire, Sint Eustatius and Saba",20,"Total goods discharged",,,"Not applicable"
2005,535,"Bonaire, Sint Eustatius and Saba",30,"Freight loaded and discharged",,,"Not applicable"
2005,070,"Bosnia and Herzegovina",11,"Crude oil loaded",129.52,"Majority reported mirror data",
2005,070,"Bosnia and Herzegovina",12,"Other tanker trade loaded",33.514,"Majority reported mirror data",
2005,070,"Bosnia and Herzegovina",13,"Dry cargo loaded",3112.585,"Majority reported mirror data",
2005,070,"Bosnia and Herzegovina",10,"Total goods loaded",3275.62,"Majority reported mirror data",
2005,070,"Bosnia and Herzegovina",21,"Crude oil discharged",101.789,"Majority reported mirror data",
2005,070,"Bosnia and Herzegovina",22,"Other tanker trade discharged",1169.452,"Majority reported mirror data",
2005,070,"Bosnia and Herzegovina",23,"Dry cargo discharged",3141.549,"Majority reported mirror data",
2005,070,"Bosnia and Herzegovina",20,"Total goods discharged",4412.789,"Majority reported mirror data",
2005,070,"Bosnia and Herzegovina",30,"Freight loaded and discharged",7688.409,,
2005,072,"Botswana",11,"Crude oil loaded",0.001,"Majority reported mirror data",
2005,072,"Botswana",12,"Other tanker trade loaded",18.375,"Majority reported mirror data",
2005,072,"Botswana",13,"Dry cargo loaded",57.946,"Majority reported mirror data",
2005,072,"Botswana",10,"Total goods loaded",76.322,"Majority reported mirror data",
2005,072,"Botswana",21,"Crude oil discharged",0.111,,
2005,072,"Botswana",22,"Other tanker trade discharged",860.688,,
2005,072,"Botswana",23,"Dry cargo discharged",993.806,,
2005,072,"Botswana",20,"Total goods discharged",1854.605,,
2005,072,"Botswana",30,"Freight loaded and discharged",1930.927,,
2005,074,"Bouvet Island",12,"Other tanker trade loaded",2.088,"Majority reported mirror data",
2005,074,"Bouvet Island",13,"Dry cargo loaded",0.103,"Majority reported mirror data",
2005,074,"Bouvet Island",10,"Total goods loaded",2.191,"Majority reported mirror data",
2005,074,"Bouvet Island",22,"Other tanker trade discharged",0,"All reported mirror data",
2005,074,"Bouvet Island",23,"Dry cargo discharged",0.499,"All reported mirror data",
2005,074,"Bouvet Island",20,"Total goods discharged",0.499,"All reported mirror data",
2005,074,"Bouvet Island",30,"Freight loaded and discharged",2.69,,
2005,076,"Brazil",11,"Crude oil loaded",12186.566,"Majority reported mirror data",
2005,076,"Brazil",12,"Other tanker trade loaded",11127.456,"Majority reported mirror data",
2005,076,"Brazil",13,"Dry cargo loaded",328909.411,"Majority reported mirror data",
2005,076,"Brazil",10,"Total goods loaded",352223.433,"Majority reported mirror data",
2005,076,"Brazil",21,"Crude oil discharged",18421.041,,
2005,076,"Brazil",22,"Other tanker trade discharged",10276.197,,
2005,076,"Brazil",23,"Dry cargo discharged",53513.824,,
2005,076,"Brazil",20,"Total goods discharged",82211.062,,
2005,076,"Brazil",30,"Freight loaded and discharged",434434.495,,
2005,086,"British Indian Ocean Territory",12,"Other tanker trade loaded",0,"Majority reported mirror data",
2005,086,"British Indian Ocean Territory",13,"Dry cargo loaded",0.562,"Majority reported mirror data",
2005,086,"British Indian Ocean Territory",10,"Total goods loaded",0.562,"Majority reported mirror data",
2005,086,"British Indian Ocean Territory",22,"Other tanker trade discharged",1.602,"Majority reported mirror data",
2005,086,"British Indian Ocean Territory",23,"Dry cargo discharged",3.075,"Majority reported mirror data",
2005,086,"British Indian Ocean Territory",20,"Total goods discharged",4.678,"Majority reported mirror data",
2005,086,"British Indian Ocean Territory",30,"Freight loaded and discharged",5.24,,
2005,092,"British Virgin Islands",12,"Other tanker trade loaded",45.933,"Majority reported mirror data",
2005,092,"British Virgin Islands",13,"Dry cargo loaded",579.314,"Majority reported mirror data",
2005,092,"British Virgin Islands",10,"Total goods loaded",625.247,"Majority reported mirror data",
2005,092,"British Virgin Islands",21,"Crude oil discharged",5349.306,"Majority reported mirror data",
2005,092,"British Virgin Islands",22,"Other tanker trade discharged",5152.515,"Majority reported mirror data",
2005,092,"British Virgin Islands",23,"Dry cargo discharged",1231.941,"Majority reported mirror data",
2005,092,"British Virgin Islands",20,"Total goods discharged",11733.761,"Majority reported mirror data",
2005,092,"British Virgin Islands",30,"Freight loaded and discharged",12359.008,,
2005,096,"Brunei Darussalam",11,"Crude oil loaded",8954.073,"Majority estimated",
2005,096,"Brunei Darussalam",12,"Other tanker trade loaded",6866.305,"Majority estimated",
2005,096,"Brunei Darussalam",13,"Dry cargo loaded",89.507,"Majority estimated",
2005,096,"Brunei Darussalam",10,"Total goods loaded",15909.885,"Majority estimated",
2005,096,"Brunei Darussalam",21,"Crude oil discharged",81.802,"All estimated",
2005,096,"Brunei Darussalam",22,"Other tanker trade discharged",17.794,"All estimated",
2005,096,"Brunei Darussalam",23,"Dry cargo discharged",1133.757,"All estimated",
2005,096,"Brunei Darussalam",20,"Total goods discharged",1233.353,"All estimated",
2005,096,"Brunei Darussalam",30,"Freight loaded and discharged",17143.238,,
2005,100,"Bulgaria",11,"Crude oil loaded",0,"Majority reported mirror data",
2005,100,"Bulgaria",12,"Other tanker trade loaded",2383.731,"Majority reported mirror data",
2005,100,"Bulgaria",13,"Dry cargo loaded",6793.918,"Majority reported mirror data",
2005,100,"Bulgaria",10,"Total goods loaded",9177.65,"Majority reported mirror data",
2005,100,"Bulgaria",21,"Crude oil discharged",3449.856,"All estimated",
2005,100,"Bulgaria",22,"Other tanker trade discharged",2392.448,"Majority reported mirror data",
2005,100,"Bulgaria",23,"Dry cargo discharged",7328.578,"Majority reported mirror data",
2005,100,"Bulgaria",20,"Total goods discharged",13170.881,"Majority reported mirror data",
2005,100,"Bulgaria",30,"Freight loaded and discharged",22348.531,,
2005,854,"Burkina Faso",12,"Other tanker trade loaded",2.938,"Majority reported mirror data",
2005,854,"Burkina Faso",13,"Dry cargo loaded",133.631,"Majority reported mirror data",
2005,854,"Burkina Faso",10,"Total goods loaded",136.569,"Majority reported mirror data",
2005,854,"Burkina Faso",21,"Crude oil discharged",0.004,,
2005,854,"Burkina Faso",22,"Other tanker trade discharged",346.053,,
2005,854,"Burkina Faso",23,"Dry cargo discharged",403.038,,
2005,854,"Burkina Faso",20,"Total goods discharged",749.095,,
2005,854,"Burkina Faso",30,"Freight loaded and discharged",885.664,,
2005,108,"Burundi",12,"Other tanker trade loaded",0.014,"Majority reported mirror data",
2005,108,"Burundi",13,"Dry cargo loaded",23.978,"Majority reported mirror data",
2005,108,"Burundi",10,"Total goods loaded",23.992,"Majority reported mirror data",
2005,108,"Burundi",21,"Crude oil discharged",0.215,,
2005,108,"Burundi",22,"Other tanker trade discharged",32.659,,
2005,108,"Burundi",23,"Dry cargo discharged",70.15,,
2005,108,"Burundi",20,"Total goods discharged",103.023,,
2005,108,"Burundi",30,"Freight loaded and discharged",127.015,,
2005,132,"Cabo Verde",12,"Other tanker trade loaded",14.959,"Majority reported mirror data",
2005,132,"Cabo Verde",13,"Dry cargo loaded",65.422,"Majority reported mirror data",
2005,132,"Cabo Verde",10,"Total goods loaded",80.381,"Majority reported mirror data",
2005,132,"Cabo Verde",22,"Other tanker trade discharged",107.247,"Majority reported mirror data",
2005,132,"Cabo Verde",23,"Dry cargo discharged",451.459,"Majority reported mirror data",
2005,132,"Cabo Verde",20,"Total goods discharged",558.707,"Majority reported mirror data",
2005,132,"Cabo Verde",30,"Freight loaded and discharged",639.087,,
2005,116,"Cambodia",12,"Other tanker trade loaded",5.186,"Majority reported mirror data",
2005,116,"Cambodia",13,"Dry cargo loaded",331.291,"Majority reported mirror data",
2005,116,"Cambodia",10,"Total goods loaded",336.476,"Majority reported mirror data",
2005,116,"Cambodia",22,"Other tanker trade discharged",776.81,"Majority reported mirror data",
2005,116,"Cambodia",23,"Dry cargo discharged",1132.02,"Majority reported mirror data",
2005,116,"Cambodia",20,"Total goods discharged",1908.831,"Majority reported mirror data",
2005,116,"Cambodia",30,"Freight loaded and discharged",2245.307,,
2005,120,"Cameroon",11,"Crude oil loaded",4696.093,"Majority reported mirror data",
2005,120,"Cameroon",12,"Other tanker trade loaded",428.111,"Majority reported mirror data",
2005,120,"Cameroon",13,"Dry cargo loaded",1065.905,"Majority reported mirror data",
2005,120,"Cameroon",10,"Total goods loaded",6190.109,"Majority reported mirror data",
2005,120,"Cameroon",21,"Crude oil discharged",1848.103,"Majority reported mirror data",
2005,120,"Cameroon",22,"Other tanker trade discharged",95.896,"Majority reported mirror data",
2005,120,"Cameroon",23,"Dry cargo discharged",1716.693,"Majority reported mirror data",
2005,120,"Cameroon",20,"Total goods discharged",3660.692,"Majority reported mirror data",
2005,120,"Cameroon",30,"Freight loaded and discharged",9850.801,,
2005,124,"Canada",11,"Crude oil loaded",4659.218,"Majority reported mirror data",
2005,124,"Canada",12,"Other tanker trade loaded",24400.047,"Majority reported mirror data",
2005,124,"Canada",13,"Dry cargo loaded",129251.064,"Majority reported mirror data",
2005,124,"Canada",10,"Total goods loaded",158310.33,"Majority reported mirror data",
2005,124,"Canada",21,"Crude oil discharged",62261.444,"Majority reported mirror data",
2005,124,"Canada",22,"Other tanker trade discharged",7997.076,"Majority reported mirror data",
2005,124,"Canada",23,"Dry cargo discharged",41689.021,"Majority reported mirror data",
2005,124,"Canada",20,"Total goods discharged",111947.542,"Majority reported mirror data",
2005,124,"Canada",30,"Freight loaded and discharged",270257.871,,
2005,136,"Cayman Islands",12,"Other tanker trade loaded",117.132,"Majority reported mirror data",
2005,136,"Cayman Islands",13,"Dry cargo loaded",99.376,"Majority reported mirror data",
2005,136,"Cayman Islands",10,"Total goods loaded",216.508,"Majority reported mirror data",
2005,136,"Cayman Islands",22,"Other tanker trade discharged",240.521,"Majority reported mirror data",
2005,136,"Cayman Islands",23,"Dry cargo discharged",1295.301,"Majority reported mirror data",
2005,136,"Cayman Islands",20,"Total goods discharged",1535.821,"Majority reported mirror data",
2005,136,"Cayman Islands",30,"Freight loaded and discharged",1752.33,,
2005,140,"Central African Republic",12,"Other tanker trade loaded",0.038,"Majority reported mirror data",
2005,140,"Central African Republic",13,"Dry cargo loaded",154.095,"Majority reported mirror data",
2005,140,"Central African Republic",10,"Total goods loaded",154.133,"Majority reported mirror data",
2005,140,"Central African Republic",22,"Other tanker trade discharged",40.845,,
2005,140,"Central African Republic",23,"Dry cargo discharged",107.156,,
2005,140,"Central African Republic",20,"Total goods discharged",148.001,,
2005,140,"Central African Republic",30,"Freight loaded and discharged",302.134,,
2005,148,"Chad",11,"Crude oil loaded",5050.949,"Majority reported mirror data",
2005,148,"Chad",12,"Other tanker trade loaded",871.899,"Majority reported mirror data",
2005,148,"Chad",13,"Dry cargo loaded",43.41,"Majority reported mirror data",
2005,148,"Chad",10,"Total goods loaded",5966.257,"Majority reported mirror data",
2005,148,"Chad",21,"Crude oil discharged",0.046,"Majority reported mirror data",
2005,148,"Chad",22,"Other tanker trade discharged",33.406,"Majority reported mirror data",
2005,148,"Chad",23,"Dry cargo discharged",114.923,"Majority reported mirror data",
2005,148,"Chad",20,"Total goods discharged",148.375,"Majority reported mirror data",
2005,148,"Chad",30,"Freight loaded and discharged",6114.633,,
2005,152,"Chile",11,"Crude oil loaded",41.924,"Majority reported mirror data",
2005,152,"Chile",12,"Other tanker trade loaded",4333.749,"Majority reported mirror data",
2005,152,"Chile",13,"Dry cargo loaded",35159.634,"Majority reported mirror data",
2005,152,"Chile",10,"Total goods loaded",39535.307,"Majority reported mirror data",
2005,152,"Chile",21,"Crude oil discharged",10003.646,"Majority reported mirror data",
2005,152,"Chile",22,"Other tanker trade discharged",9073.943,"Majority reported mirror data",
2005,152,"Chile",23,"Dry cargo discharged",11500.584,"Majority reported mirror data",
2005,152,"Chile",20,"Total goods discharged",30578.173,"Majority reported mirror data",
2005,152,"Chile",30,"Freight loaded and discharged",70113.48,,
2005,156,"China",11,"Crude oil loaded",6318.271,"Majority reported mirror data",
2005,156,"China",12,"Other tanker trade loaded",13068.226,"Majority reported mirror data",
2005,156,"China",13,"Dry cargo loaded",318072.802,"Majority reported mirror data",
2005,156,"China",10,"Total goods loaded",337459.299,"Majority reported mirror data",
2005,156,"China",21,"Crude oil discharged",126322.702,,
2005,156,"China",22,"Other tanker trade discharged",55484.652,,
2005,156,"China",23,"Dry cargo discharged",465979.84,,
2005,156,"China",20,"Total goods discharged",647787.194,,
2005,156,"China",30,"Freight loaded and discharged",985246.493,,
2005,344,"China, Hong Kong SAR",11,"Crude oil loaded",0,"Majority reported mirror data",
2005,344,"China, Hong Kong SAR",12,"Other tanker trade loaded",215.24,"Majority reported mirror data",
2005,344,"China, Hong Kong SAR",13,"Dry cargo loaded",5653.204,"Majority reported mirror data",
2005,344,"China, Hong Kong SAR",10,"Total goods loaded",5868.444,"Majority reported mirror data",
2005,344,"China, Hong Kong SAR",22,"Other tanker trade discharged",15902.955,,
2005,344,"China, Hong Kong SAR",23,"Dry cargo discharged",38976.923,,
2005,344,"China, Hong Kong SAR",20,"Total goods discharged",54879.878,,
2005,344,"China, Hong Kong SAR",30,"Freight loaded and discharged",60748.322,,
2005,446,"China, Macao SAR",12,"Other tanker trade loaded",8.321,"Majority reported mirror data",
2005,446,"China, Macao SAR",13,"Dry cargo loaded",239.969,"Majority reported mirror data",
2005,446,"China, Macao SAR",10,"Total goods loaded",248.291,"Majority reported mirror data",
2005,446,"China, Macao SAR",22,"Other tanker trade discharged",820.317,,
2005,446,"China, Macao SAR",23,"Dry cargo discharged",2431.559,,
2005,446,"China, Macao SAR",20,"Total goods discharged",3251.876,,
2005,446,"China, Macao SAR",30,"Freight loaded and discharged",3500.167,,
2005,158,"China, Taiwan Province of",11,"Crude oil loaded",4715.862,"Majority reported mirror data",
2005,158,"China, Taiwan Province of",12,"Other tanker trade loaded",10642.304,"Majority reported mirror data",
2005,158,"China, Taiwan Province of",13,"Dry cargo loaded",50641.387,"Majority reported mirror data",
2005,158,"China, Taiwan Province of",10,"Total goods loaded",65999.553,"Majority reported mirror data",
2005,158,"China, Taiwan Province of",21,"Crude oil discharged",50170.205,,
2005,158,"China, Taiwan Province of",22,"Other tanker trade discharged",16200.703,,
2005,158,"China, Taiwan Province of",23,"Dry cargo discharged",168978.126,,
2005,158,"China, Taiwan Province of",20,"Total goods discharged",235349.034,,
2005,158,"China, Taiwan Province of",30,"Freight loaded and discharged",301348.588,,
