figure_id,book_citation,role,raw,script,selection,transformation,clean,plot,raw_sha256,script_sha256,clean_sha256,plot_sha256
11-1,"Levy & Thompson 2011, updated for the 21st century; Human Progress archived export",book_period,figures/11-1/data/raw/humanprogress_20201024.csv,scripts/reconstruct_11_1.py,"wide CSV, 25-year steps 1513-1988 plus documented 2000-2015 interval",sample aggregate midpoints; append separate no-war interval,figures/11-1/data/clean/figure_11_1_book_period.csv,figures/11-1/plots/book_period/figure_11_1_book_period.png,0f4bc753d075badc38405a4e421c2fcf8f7e44b9e20924e1eefb3ab5689d36a0,b61b806d4f9b450b66d1b59da7d0034f7309d374ccc3fb51a1d34c10a9811e21,2eea014db9745422959b5e8b7d05f0e68237a0cca316d5493683479b4817fad1,31e7ab1205e4d9b7e86664953575ee755dc6447b94f8930482310a2546c9b91e
11-1,"Levy & Thompson 2011, updated for the 21st century; Human Progress archived export",extension,figures/11-1/data/raw/humanprogress_20201024.csv,scripts/reconstruct_11_1.py,no machine-readable successor export; source-chain no-war evidence,retain as dashed derived zero continuation 2016-2025,figures/11-1/data/clean/figure_11_1_successor.csv,figures/11-1/plots/extended/figure_11_1_extended.png,0f4bc753d075badc38405a4e421c2fcf8f7e44b9e20924e1eefb3ab5689d36a0,b61b806d4f9b450b66d1b59da7d0034f7309d374ccc3fb51a1d34c10a9811e21,72df2f5ab4caa877d09e65b19dd9eda2a6f1668a905bcb7c0c2d87628f4df7b6,c45e042763318a866d8cd4428a348b5a0721f9bb7ee13f3a3e6c484794d349ab
