Entity,Year,under5_mortality_per_1000,under5_mortality_percent
Sweden,1786,294.85,29.485000000000003
Sweden,1787,270.35,27.035000000000004
Sweden,1788,325.87,32.587
Sweden,1789,343.75,34.375
Sweden,1790,325.49,32.549
Sweden,1791,286.18,28.618000000000002
Sweden,1792,297.34,29.733999999999998
Sweden,1793,299.77,29.976999999999997
Sweden,1794,280.6,28.060000000000002
Sweden,1795,314.49,31.449
Sweden,1796,315.34,31.534
Sweden,1797,294.05,29.405
Sweden,1798,271.73,27.173000000000002
Sweden,1799,288.98,28.898000000000003
Sweden,1800,381.11,38.111000000000004
Sweden,1801,328.8,32.88
Sweden,1802,282.91,28.291000000000004
Sweden,1803,275.34,27.534
Sweden,1804,271.67,27.167
Sweden,1805,265.89,26.589
Sweden,1806,332.75,33.275
Sweden,1807,278.34,27.833999999999996
Sweden,1808,349.58,34.958
Sweden,1809,365.9,36.589999999999996
Sweden,1810,346.01,34.601
Sweden,1811,324.64,32.464
Sweden,1812,312.19,31.219
Sweden,1813,303.56,30.356
Sweden,1814,299.37,29.937
Sweden,1815,274.63,27.463
Sweden,1816,273.48,27.348000000000003
Sweden,1817,276.06,27.606
Sweden,1818,269.7,26.97
Sweden,1819,293.64,29.363999999999997
Sweden,1820,260.84,26.083999999999996
Sweden,1821,305.07,30.506999999999998
Sweden,1822,245.04,24.503999999999998
Sweden,1823,217.57,21.756999999999998
Sweden,1824,224.57,22.457
Sweden,1825,227.94,22.794
Sweden,1826,242.18,24.218
Sweden,1827,226.29,22.628999999999998
Sweden,1828,282.11,28.211000000000002
Sweden,1829,303.03,30.302999999999997
Sweden,1830,254.89,25.488999999999997
Sweden,1831,275.94,27.594
Sweden,1832,256.02,25.601999999999997
Sweden,1833,244.45,24.445
Sweden,1834,252.64,25.264
Sweden,1835,200.02,20.002000000000002
Sweden,1836,224.99,22.499000000000002
Sweden,1837,279.66,27.966
Sweden,1838,253.56,25.356
Sweden,1839,251.63,25.163
Sweden,1840,220.74,22.074
Sweden,1841,220.81,22.081
Sweden,1842,242.37,24.237000000000002
Sweden,1843,232.66,23.266
Sweden,1844,226.2,22.619999999999997
Sweden,1845,214.84,21.484
Sweden,1846,249.73,24.973
Sweden,1847,270.15,27.014999999999997
Sweden,1848,212.35,21.235
Sweden,1849,227.0,22.7
Sweden,1850,217.93,21.793
Sweden,1851,232.28,23.228
Sweden,1852,250.3,25.03
Sweden,1853,257.44,25.744
Sweden,1854,219.7,21.97
Sweden,1855,226.19,22.619
Sweden,1856,245.87,24.587
Sweden,1857,309.88,30.988
Sweden,1858,247.98,24.798
Sweden,1859,232.07,23.207
Sweden,1860,196.55,19.655
Sweden,1861,216.8,21.68
Sweden,1862,265.54,26.554000000000002
Sweden,1863,236.7,23.669999999999998
Sweden,1864,235.43,23.543
Sweden,1865,232.94,23.294
Sweden,1866,221.75,22.175
Sweden,1867,210.61,21.061
Sweden,1868,249.45,24.945
Sweden,1869,271.36,27.136000000000003
Sweden,1870,220.52,22.052
Sweden,1871,183.53,18.353
Sweden,1872,186.85,18.685
Sweden,1873,197.36,19.736
Sweden,1874,229.85,22.985
Sweden,1875,232.51,23.250999999999998
Sweden,1876,237.33,23.733
Sweden,1877,227.8,22.78
Sweden,1878,226.88,22.688
Sweden,1879,196.95,19.695
Sweden,1880,203.94,20.394
Sweden,1881,194.9,19.490000000000002
Sweden,1882,206.6,20.66
Sweden,1883,197.34,19.734
Sweden,1884,192.29,19.229
Sweden,1885,195.0,19.5
Sweden,1886,183.42,18.342
Sweden,1887,173.45,17.345
Sweden,1888,160.73,16.073
Sweden,1889,162.46,16.246000000000002
Sweden,1890,177.64,17.764
Sweden,1891,178.93,17.893
Sweden,1892,171.02,17.102
Sweden,1893,166.85,16.685
Sweden,1894,161.49,16.149
Sweden,1895,147.0,14.7
Sweden,1896,156.25,15.625
Sweden,1897,148.55,14.855
Sweden,1898,140.58,14.058000000000002
Sweden,1899,171.69,17.169
Sweden,1900,155.19,15.519
Sweden,1901,157.14,15.713999999999999
Sweden,1902,135.63,13.562999999999999
Sweden,1903,138.63,13.863
Sweden,1904,127.22,12.722
Sweden,1905,131.81,13.181000000000001
Sweden,1906,117.82,11.782
Sweden,1907,112.23,11.223
Sweden,1908,122.15,12.215
Sweden,1909,103.39,10.339
Sweden,1910,108.23,10.823
Sweden,1911,104.17,10.417
Sweden,1912,103.71,10.370999999999999
Sweden,1913,97.59,9.759
Sweden,1914,101.32,10.132
Sweden,1915,105.3,10.53
Sweden,1916,101.55,10.155
Sweden,1917,93.0,9.3
Sweden,1918,105.92,10.592
Sweden,1919,104.85,10.485
Sweden,1920,97.79,9.779
Sweden,1921,84.64,8.464
Sweden,1922,80.43,8.043000000000001
Sweden,1923,73.84,7.384
Sweden,1924,81.24,8.123999999999999
Sweden,1925,73.36,7.336
Sweden,1926,72.47,7.247
Sweden,1927,78.46,7.845999999999999
Sweden,1928,78.58,7.858
Sweden,1929,73.24,7.324
Sweden,1930,69.49,6.949
Sweden,1931,71.45,7.1450000000000005
Sweden,1932,64.42,6.442
Sweden,1933,60.97,6.0969999999999995
Sweden,1934,59.49,5.949
Sweden,1935,58.18,5.818
Sweden,1936,57.3,5.7299999999999995
Sweden,1937,58.46,5.846
Sweden,1938,54.29,5.429
Sweden,1939,49.72,4.9719999999999995
Sweden,1940,46.86,4.686
Sweden,1941,47.23,4.723
Sweden,1942,38.21,3.821
Sweden,1943,38.15,3.815
Sweden,1944,41.38,4.138
Sweden,1945,38.17,3.817
Sweden,1946,32.05,3.2049999999999996
Sweden,1947,30.53,3.053
Sweden,1948,27.95,2.795
Sweden,1949,27.59,2.759
Sweden,1950,25.41,2.541
Sweden,1951,25.74,2.574
Sweden,1952,24.36,2.436
Sweden,1953,22.69,2.269
Sweden,1954,21.93,2.193
Sweden,1955,21.33,2.133
Sweden,1956,20.98,2.098
Sweden,1957,21.16,2.116
Sweden,1958,19.18,1.918
Sweden,1959,19.64,1.964
Sweden,1960,19.66,1.966
Sweden,1961,18.93,1.893
Sweden,1962,18.43,1.843
Sweden,1963,18.18,1.818
Sweden,1964,17.2,1.72
Sweden,1965,15.76,1.576
Sweden,1966,15.0,1.5
Sweden,1967,14.69,1.4689999999999999
Sweden,1968,14.5,1.45
Sweden,1969,13.44,1.3439999999999999
Sweden,1970,13.16,1.316
Sweden,1971,13.02,1.302
Sweden,1972,12.54,1.254
Sweden,1973,11.37,1.137
Sweden,1974,11.22,1.122
Sweden,1975,10.02,1.002
Sweden,1976,9.49,0.9490000000000001
Sweden,1977,9.37,0.9369999999999999
Sweden,1978,9.01,0.901
Sweden,1979,9.18,0.9179999999999999
Sweden,1980,8.22,0.8220000000000001
Sweden,1981,7.8,0.78
Sweden,1982,8.02,0.8019999999999999
Sweden,1983,7.99,0.799
Sweden,1984,7.26,0.726
Sweden,1985,8.0,0.8
Sweden,1986,7.23,0.7230000000000001
Sweden,1987,7.33,0.733
Sweden,1988,7.03,0.7030000000000001
Sweden,1989,6.91,0.6910000000000001
Sweden,1990,7.14,0.714
Sweden,1991,7.08,0.708
Sweden,1992,6.18,0.618
Sweden,1993,5.62,0.562
Sweden,1994,5.09,0.509
Sweden,1995,4.59,0.45899999999999996
Sweden,1996,4.54,0.454
Sweden,1997,4.35,0.43499999999999994
Sweden,1998,4.2,0.42000000000000004
Sweden,1999,3.83,0.383
Sweden,2000,3.87,0.387
Sweden,2001,4.36,0.43600000000000005
Sweden,2002,4.04,0.404
Sweden,2003,3.85,0.385
Sweden,2004,3.6,0.36
Sweden,2005,3.24,0.324
Sweden,2006,3.51,0.351
Sweden,2007,3.14,0.314
Sweden,2008,3.04,0.304
Sweden,2009,3.23,0.323
Sweden,2010,3.08,0.308
Sweden,2011,2.8,0.27999999999999997
Sweden,2012,2.8,0.27999999999999997
Sweden,2013,2.8,0.27999999999999997
