year,rate,country,definition,source_file,source_pdf_page,source_url
1933,15.9,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1934,14.9,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1935,14.3,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1936,14.3,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1937,15.0,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1938,15.3,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1939,14.1,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1940,14.4,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx194049.pdf,170,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1941,12.8,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx194049.pdf,170,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1942,12.0,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx194049.pdf,170,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1943,10.2,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx194049.pdf,170,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1944,10.0,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx194049.pdf,170,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1945,11.2,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx194049.pdf,170,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1946,11.5,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx194049.pdf,170,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1947,11.5,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx194049.pdf,170,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1948,11.2,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx194049.pdf,170,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1949,11.4,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx194049.pdf,170,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1950,11.4,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx1950_59.pdf,205,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1951,10.4,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx1950_59.pdf,205,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1952,10.0,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx1950_59.pdf,205,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1953,10.1,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx1950_59.pdf,205,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1954,10.1,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx1950_59.pdf,205,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1955,10.2,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx1950_59.pdf,205,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1956,10.0,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx1950_59.pdf,205,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1957,9.8,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx1950_59.pdf,205,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1958,10.7,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx1950_59.pdf,205,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1959,10.6,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx1950_59.pdf,205,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1960,10.6,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196067.pdf,209,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1961,10.4,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196067.pdf,209,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1962,10.9,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196067.pdf,209,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1963,11.0,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196067.pdf,209,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1964,10.8,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196067.pdf,209,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1965,11.1,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196067.pdf,209,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1966,10.9,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196067.pdf,209,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1967,10.8,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196067.pdf,209,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1968,10.7,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196878.pdf,411,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1969,11.1,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196878.pdf,411,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1970,11.6,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196878.pdf,411,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1971,11.6,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196878.pdf,411,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1972,11.9,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196878.pdf,411,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1973,11.9,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196878.pdf,411,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1974,12.0,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196878.pdf,411,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1975,12.6,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196878.pdf,411,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1976,12.3,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196878.pdf,411,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1977,13.1,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196878.pdf,411,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1978,12.3,United States,"crude; death-registration states before 1933, US thereafter",cdc_mx196878.pdf,411,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1979,12.1,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1980,11.9,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1981,12.0,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1982,12.2,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1983,12.1,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1984,12.4,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1985,12.4,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1986,12.9,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1987,12.7,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1988,12.4,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1989,12.2,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1990,12.4,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1991,12.2,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1992,12.0,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1993,12.1,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1994,12.0,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1995,11.9,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1996,11.6,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1997,11.4,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1998,11.3,United States,"crude; death-registration states before 1933, US thereafter",cdc_gm290_98.pdf,970,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
