year,rate,country,definition,source_file,source_pdf_page,source_url
1900,10.2,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1901,10.4,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1902,10.3,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1903,11.3,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1904,12.2,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1905,13.5,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1906,12.8,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1907,14.5,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1908,16.8,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1909,16.0,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1910,15.3,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1911,16.0,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1912,15.6,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1913,15.4,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1914,16.1,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1915,16.2,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1916,13.7,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1917,13.0,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1918,12.3,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1919,11.5,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1920,10.2,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1921,12.4,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1922,11.7,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1923,11.5,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1924,11.9,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1925,12.0,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1926,12.6,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1927,13.2,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1928,13.5,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1929,13.9,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1930,15.6,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1931,16.8,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
1932,17.4,United States,"crude; death-registration states before 1933, US thereafter",cdc_hist290_0039.pdf,119,https://www.cdc.gov/nchs/nvss/mortality/hist290.htm
