year,food_2016,vehicles_2016,furnishings_2016,clothing_2016,housing_2016,energy_2016,income_2016,motor_fuels_2016,basics_percent_2016,necessities_percent_2016,narrow_fuel_percent_2016,source_version_2016,excluded_from_book_2016,humanprogress_basics_percent,food_2026,vehicles_2026,furnishings_2026,clothing_2026,housing_2026,energy_2026,income_2026,motor_fuels_2026,basics_percent_2026,necessities_percent_2026,narrow_fuel_percent_2026,source_version_2026,excluded_from_book_2026,revised_minus_original_pp
1939,15.2,2.2,3.2,6.9,10.9,3.6,72.1,2.2,53.25936199722608,58.25242718446602,56.31067961165049,2016,False,53.259362,15.163,2.242,3.161,6.894,10.888,3.566,72.145,2.181,53.15406473075057,58.09688821124125,56.1771432531707,2026,False,-0.15553897322477184
1940,15.9,2.8,3.5,7.2,11.3,3.8,77.7,2.3,52.38095238095239,57.27155727155728,55.341055341055345,2016,False,52.38095238,15.892,2.83,3.498,7.197,11.306,3.807,77.722,2.273,52.395718072103136,57.29394508633334,55.32024394637297,2026,False,0.02238781477606011
1941,18.2,3.5,4.4,8.5,12.1,4.3,95.6,2.6,48.84937238493724,53.34728033472803,51.56903765690377,2016,True,48.84937238,18.159,3.496,4.36,8.498,12.082,4.307,95.568,2.649,48.7558597019923,53.262598359283444,51.52770801942073,2026,True,-0.08468197544458889
1942,21.6,0.7,4.2,10.6,13.0,3.9,121.8,2.1,41.13300492610838,44.33497536945813,42.85714285714286,2016,True,41.13300493,21.616,0.718,4.179,10.615,12.99,3.923,121.836,2.09,41.13562493844184,44.35552710200598,42.851045667947076,2026,True,0.02055173254785103
1943,24.3,0.8,3.8,12.9,13.5,3.3,139.4,1.3,39.6700143472023,42.03730272596844,40.6025824964132,2016,True,39.67001435,24.251,0.776,3.778,12.914,13.535,3.315,139.45,1.339,39.62280387235569,42.00000000000001,40.583004661168886,2026,True,-0.03730272596843065
1944,26.0,0.8,3.8,14.1,14.2,3.4,152.0,1.4,38.75000000000001,40.986842105263165,39.67105263157895,2016,True,38.75,25.977,0.771,3.845,14.115,14.19,3.408,152.054,1.384,38.7349231194181,40.97623212805976,39.64512607363174,2026,True,-0.0106099772034014
1945,28.2,1.0,4.5,15.9,14.7,4.0,156.3,1.8,41.13883557261676,43.698016634676904,42.290467050543825,2016,True,41.13883557,28.216,0.97,4.525,15.856,14.713,3.977,156.344,1.809,41.114465537532624,43.65821521772502,42.271529447884156,2026,True,-0.03980141695188166
1946,34.9,4.1,7.7,17.5,16.3,5.8,165.5,3.4,48.6404833836858,52.14501510574018,50.69486404833837,2016,True,48.64048338,34.897,4.092,7.68,17.51,16.312,5.826,165.324,3.366,48.68682103021945,52.21081028767753,50.72282306259224,2026,True,0.06579518193735368
1947,40.2,6.5,9.6,18.0,18.3,6.9,174.8,4.0,52.97482837528604,56.92219679633867,55.263157894736835,2016,False,52.97482838,40.192,6.519,9.557,18.037,18.276,6.937,174.691,4.015,52.997006142274074,56.968017814312134,55.29535007527578,2026,False,0.04582101797346638
1948,41.8,7.9,10.5,19.3,20.5,8.2,194.5,4.8,51.41388174807198,55.62982005141388,53.88174807197944,2016,False,51.41388175,41.838,7.935,10.539,19.334,20.535,8.202,194.291,4.789,51.562347200848215,55.78384999819858,54.027206612761276,2026,False,0.1540299467847035
1949,40.4,10.5,10.1,18.6,22.6,8.3,194.5,5.3,52.54498714652955,56.812339331619526,55.269922879177365,2016,False,52.54498715,40.354,10.528,10.062,18.613,22.591,8.343,194.338,5.317,52.562031100453844,56.85506694521915,55.297985983183935,2026,False,0.04272761359962374
1950,41.4,13.7,11.8,18.9,25.1,8.9,215.0,5.5,51.5813953488372,55.72093023255813,54.13953488372092,2016,False,51.58139535,41.41,13.651,11.8,18.93,25.088,8.864,214.823,5.522,51.6141195309627,55.740307136572895,54.1846077933927,2026,False,0.019376904014762886
1951,46.0,12.1,12.4,20.5,28.1,9.6,237.4,6.1,50.16849199663016,54.212299915754,52.737994945240104,2016,False,50.168492,46.016,12.108,12.366,20.478,28.102,9.595,237.177,6.126,50.203012939703264,54.248514822263544,52.78589407910548,2026,False,0.03621490650954229
1952,48.4,11.4,12.2,21.2,31.2,10.2,250.7,6.8,49.62106102911847,53.68966892700439,52.333466294375754,2016,False,49.62106103,48.419,11.351,12.192,21.182,31.175,10.184,250.455,6.765,49.63726018646064,53.70345970333992,52.33834421353137,2026,False,0.013790776335525834
1953,49.3,13.8,12.6,21.3,34.5,10.8,266.3,7.4,49.380398047315055,53.43597446488922,52.15921892602328,2016,False,49.38039805,49.286,13.847,12.584,21.321,34.469,10.843,265.985,7.441,49.441509859578545,53.518055529447146,52.23903603586668,2026,False,0.08208106455792574
1954,50.6,12.7,12.5,21.4,37.4,11.3,272.4,7.8,49.41262848751836,53.56093979441998,52.27606461086638,2016,False,49.41262849,50.573,12.748,12.525,21.394,37.367,11.328,272.061,7.844,49.47677175339355,53.640543848622194,52.359948687978076,2026,False,0.07960405420221406
1955,52.0,17.7,14.0,22.4,40.0,12.4,291.7,8.6,50.085704490915326,54.33664724031539,53.03393897840247,2016,False,50.08570449,52.047,17.657,14.01,22.375,40.032,12.359,291.3,8.617,50.16168898043254,54.404394095434256,53.11980775832475,2026,False,0.06774685511886247
1956,54.2,15.7,14.8,23.4,42.9,13.3,311.8,9.4,48.42847979474022,52.6940346375882,51.443232841565106,2016,False,48.42847979,54.166,15.711,14.814,23.398,42.898,13.29,311.312,9.414,48.50021843038495,52.76924757156807,51.52419437734491,2026,False,0.07521293397986994
1957,57.1,17.5,14.8,23.6,45.9,14.2,329.6,10.2,48.20995145631068,52.51820388349514,51.304611650485434,2016,False,48.20995146,57.135,17.482,14.776,23.579,45.934,14.245,329.097,10.2,48.28545990999614,52.61397095689113,51.38485005940498,2026,False,0.09576707339599011
1958,59.8,15.0,14.6,23.9,49.2,14.7,340.9,10.6,47.66793781167498,51.98005280140804,50.77735406277501,2016,False,47.66793781,59.768,15.022,14.562,23.919,49.186,14.718,340.404,10.58,47.72476234121808,52.04844831435588,50.83283392674586,2026,False,0.06839551294783774
1959,61.6,18.8,15.5,25.4,52.8,15.3,360.9,11.3,48.24050983651983,52.47991133277918,51.37157107231922,2016,False,48.24050984,61.597,18.789,15.518,25.366,52.848,15.289,360.576,11.281,48.288848952786644,52.52900914093006,51.41745429534966,2026,False,0.04909780815087572
1960,62.6,19.6,15.4,25.9,56.7,15.8,376.5,12.0,47.86188579017264,52.058432934926955,51.049136786188576,2016,False,47.86188579,62.556,19.582,15.424,25.94,56.72,15.809,376.07,12.004,47.92246124391736,52.12619990959131,51.114420187731014,2026,False,0.06776697466435166
1961,63.7,17.7,15.6,26.6,60.3,15.7,393.8,12.0,46.69883189436261,50.68562722194007,49.74606399187404,2016,False,46.69883189,63.747,17.722,15.572,26.571,60.302,15.723,393.326,12.009,46.75866838195287,50.75611579198933,49.8118608991015,2026,False,0.0704885700492639
1962,64.7,21.4,16.4,27.9,64.5,16.3,417.5,12.6,46.68263473053892,50.58682634730539,49.700598802395206,2016,False,46.68263473,64.656,21.386,16.424,27.858,64.476,16.316,417.282,12.597,46.68305845926736,50.593124074366976,49.70188026322727,2026,False,0.006297727061586045
1963,65.9,24.2,17.5,28.6,68.2,16.9,438.3,13.0,46.63472507415013,50.49053159936118,49.60073009354324,2016,False,46.63472507,65.87,24.246,17.51,28.618,68.207,16.922,438.222,12.952,46.65466361798358,50.516176732341144,49.61024321006248,2026,False,0.0256451329799674
1964,69.5,25.8,19.5,31.1,72.1,17.7,476.3,13.6,45.76947302120512,49.48561830778921,48.62481629225278,2016,False,45.76947302,69.49,25.802,19.517,31.085,72.149,17.659,476.124,13.572,45.79542304105653,49.50433080458032,48.64594097335988,2026,False,0.01871249679111031
1965,74.4,29.6,20.7,32.7,76.6,19.1,513.2,14.8,45.5962587685113,49.31800467653936,48.480124707716286,2016,False,45.59625877,74.442,29.645,20.661,32.659,76.618,19.132,512.995,14.751,45.61935301513659,49.348824062612685,48.49481963761829,2026,False,0.03081938607332546
1966,80.6,29.9,22.6,35.8,81.2,20.7,554.2,16.0,45.128112594731135,48.86322627210392,48.01515698303861,2016,False,45.12811259,80.61,29.927,22.643,35.812,81.226,20.656,553.961,16.032,45.16888373008209,48.89766608118622,48.06295027989336,2026,False,0.0344398090823006
1967,82.6,29.6,23.7,37.5,86.3,21.9,592.8,17.1,43.809041835357625,47.50337381916329,46.69365721997301,2016,False,43.80904184,82.559,29.601,23.68,37.547,86.344,21.876,592.762,17.1,43.81708004224293,47.507600014845764,46.70188034995496,2026,False,0.004226195682470291
1968,88.8,35.4,26.1,41.3,92.7,23.2,643.8,18.6,44.159676918297606,47.76328052190121,47.048772910841876,2016,False,44.15967692,88.832,35.414,26.089,41.26,92.748,23.217,643.928,18.56,44.157576623473425,47.763103949509876,47.039886446931945,2026,False,-0.00017657239133228586
1969,95.4,37.4,27.6,44.3,101.0,25.0,695.8,20.5,43.9350388042541,47.528025294624896,46.88128772635815,2016,False,43.9350388,95.371,37.448,27.589,44.331,100.982,24.968,695.83,20.46,43.936162568443436,47.52439532644467,46.87653593550148,2026,False,-0.0036299681802276496
1970,103.5,34.5,28.2,45.5,109.4,26.3,761.5,21.9,42.16677609980302,45.62048588312541,45.04267892317794,2016,False,42.1667761,103.506,34.538,28.152,45.45,109.422,26.286,761.975,21.921,42.13629056071393,45.58601003969946,45.01315659962597,2026,False,-0.03447584342595178
1971,107.1,43.2,29.9,49.0,120.0,27.6,830.4,23.2,42.05202312138729,45.37572254335261,44.84585741811176,2016,False,42.05202312,107.125,43.233,29.943,49.047,119.981,27.647,831.08,23.15,42.03313760408144,45.35977282572075,44.81866968282235,2026,False,-0.015949717631855265
1972,114.5,49.4,33.5,53.5,131.2,29.4,899.9,24.4,42.46027336370708,45.72730303367041,45.17168574286032,2016,False,42.46027336,114.472,49.365,33.522,53.491,131.185,29.393,900.816,24.406,42.40988170725209,45.672812205822275,45.11920303369389,2026,False,-0.054490827848134415
1973,126.7,54.4,38.0,59.2,143.5,34.3,1006.1,28.1,41.92426200178909,45.33346585826459,44.71722492793957,2016,False,41.924262,126.715,54.358,37.961,59.243,143.485,34.325,1008.373,28.131,41.82599097754501,45.22998929959449,44.61573247201184,2026,False,-0.10347655867009564
1974,143.0,48.2,40.9,62.4,158.6,43.8,1098.3,36.1,41.25466630246745,45.24264772830738,44.54156423563689,2016,False,41.2546663,143.038,48.166,40.89,62.422,158.579,43.849,1100.771,36.13,41.161604003012435,45.14508467247048,44.44384890226941,2026,False,-0.0975630558369005
1975,156.6,52.6,42.6,66.9,176.5,48.0,1219.3,39.7,40.61346674321332,44.5501517264004,43.86943328139097,2016,False,40.61346674,156.566,52.643,42.612,66.867,176.526,48.02,1221.782,39.703,40.53210801927022,44.46243274168388,43.781705738012185,2026,False,-0.08771898471652406
1976,167.3,68.2,47.2,72.2,194.7,53.0,1325.8,43.0,41.45421632222054,45.45180268517121,44.69754110725599,2016,False,41.45421632,167.297,68.172,47.172,72.191,194.663,53.013,1329.976,43.046,41.31615908858505,45.30217086624119,44.55275884677618,2026,False,-0.1496318189300183
1977,179.8,79.8,53.4,79.3,217.8,57.8,1456.7,46.9,41.88233678863184,45.85020937735979,45.10194274730556,2016,False,41.88233679,179.771,79.796,53.355,79.305,217.806,57.817,1461.357,46.934,41.74428288227997,45.70067409948425,44.955955320979065,2026,False,-0.1495352778755361
1978,196.1,89.2,59.0,89.3,244.3,61.5,1630.1,50.1,41.58640574197903,45.35918041837925,44.659836819827014,2016,False,41.58640574,196.112,89.173,59.004,89.318,244.279,61.453,1634.072,50.102,41.48446335289999,45.24519115436774,44.55054612036679,2026,False,-0.11398926401151499
1979,218.4,90.2,65.3,96.4,273.4,80.4,1809.3,66.2,41.104294478527606,45.54800198971978,44.763168076051514,2016,False,41.10429448,218.37,90.175,65.254,96.371,273.403,80.388,1813.796,66.243,40.99540411380332,45.42743505884896,44.64757888979797,2026,False,-0.12056693087082238
1980,239.2,84.4,67.8,103.0,312.5,101.9,2018.0,86.7,39.98513379583747,45.034687809712594,44.28146679881071,2016,False,39.9851338,239.167,84.43,67.844,103.002,312.454,101.898,2024.946,86.689,39.84782804084652,44.879962231091596,44.12888047384968,2026,False,-0.15472557862099734
1981,255.3,93.0,71.5,113.2,352.1,113.4,2250.7,97.9,39.32554316434887,44.36397565201938,43.67530101746124,2016,False,39.32554316,255.338,93.016,71.461,113.178,352.071,113.443,2257.42,97.919,39.206882192945926,44.23222085389515,43.54453313960184,2026,False,-0.13175479812422708
1982,267.1,100.0,71.8,116.7,387.5,108.4,2424.7,94.1,38.895533468057906,43.366189631707016,42.776425949602014,2016,False,38.89553347,267.141,100.014,71.811,116.745,387.498,108.35,2434.718,94.125,38.7399690641791,43.1901764393248,42.605919864230685,2026,False,-0.17601319238221436
1983,277.0,122.9,79.8,126.4,421.2,106.5,2617.4,93.1,39.248872927332464,43.31779628639107,42.80583785435928,2016,False,39.24887293,277.036,122.945,79.77,126.446,421.227,106.456,2628.837,93.081,39.082833968024644,43.13238135342739,42.62360123507087,2026,False,-0.18541493296368117
1984,291.1,147.2,88.8,137.6,457.5,108.2,2903.9,94.6,38.644581424980196,42.370605048383204,41.90226936189262,2016,False,38.64458142,291.102,147.192,88.833,137.622,457.51,108.201,2910.758,94.568,38.55555838032568,42.272837522047524,41.80447155002237,2026,False,-0.09776752633568009
1985,303.0,170.1,94.6,146.8,500.6,110.5,3098.5,97.2,39.21574955623689,42.78199128610618,42.35275133128933,2016,False,39.21574956,302.953,170.065,94.62,146.845,500.61,110.532,3105.08,97.205,39.13242170894147,42.69213675654089,42.262936864750664,2026,False,-0.08985452956528661
1986,316.4,187.5,103.5,157.2,537.0,91.2,3287.9,80.1,39.58757869764895,42.36138568691261,42.023784178350915,2016,False,39.5875787,316.414,187.519,103.454,157.2,536.976,91.191,3293.387,80.052,39.5204997165532,42.28941208549132,41.9511888520845,2026,False,-0.07197360142129128
1987,324.3,188.2,109.5,167.7,571.6,96.4,3466.3,85.4,39.272423044745125,42.053486426448956,41.7361451692006,2016,False,39.27242304,324.313,188.181,109.536,167.727,571.559,96.369,3457.219,85.355,39.376041841723065,42.16351350608682,41.84493374588072,2026,False,0.11002707963786662
1988,342.8,202.2,115.2,178.2,614.4,99.9,3770.4,88.4,38.53172077233185,41.18130702312752,40.87629959685975,2016,False,38.53172077,342.806,202.213,115.155,178.214,614.438,99.85,3774.082,88.395,38.49481807761464,41.14049456265126,40.83697704501386,2026,False,-0.040812460476260526
1989,365.4,207.8,121.4,190.4,655.2,110.4,4052.1,98.7,38.00992078181684,40.73443399718665,40.44569482490561,2016,False,38.00992078,365.388,207.771,121.388,190.397,655.168,110.439,4053.277,98.716,37.99671228983364,40.721396539145985,40.43217376952032,2026,False,-0.013037458040663807
1990,391.2,205.1,120.9,195.2,696.5,124.2,4311.8,111.4,37.313882833155525,40.19435038730924,39.897490607171015,2016,False,37.31388283,391.176,205.119,120.94,195.245,696.54,124.199,4318.635,111.44,37.25760570180161,40.133491253602116,39.838050680365434,2026,False,-0.060859133707126034
1991,403.0,185.7,118.8,199.1,735.2,121.1,4484.5,108.9,36.61054744118631,39.31095997324117,39.03891180733638,2016,False,36.61054744,402.953,185.748,118.784,199.098,735.248,121.129,4501.012,108.852,36.47693007705823,39.168080422802696,38.895319541472006,2026,False,-0.14287955043847234
1992,404.5,204.8,124.3,211.2,771.1,125.0,4800.2,112.9,35.74642723219866,38.35048539644182,38.09841256614308,2016,False,35.74642723,404.464,204.799,124.288,211.233,771.112,125.008,4804.692,112.864,35.71292395017204,38.31471403369873,38.061961099691715,2026,False,-0.03577136274309112
1993,413.5,224.7,131.4,219.1,814.9,126.9,5000.2,114.5,36.07055717771289,38.60845566177353,38.360465581376744,2016,False,36.07055718,413.472,224.715,131.367,219.053,814.939,126.882,5004.111,114.518,36.04128685394868,38.57684212040859,38.32976526699747,2026,False,-0.031613541364940545
1994,432.1,249.8,140.5,227.4,863.3,129.2,5244.2,116.5,36.480302047976814,38.943976202280616,38.701803897639294,2016,False,36.48030205,432.109,249.843,140.511,227.435,863.343,129.231,5247.849,116.492,36.45762292322054,38.92017472301509,38.67742764702262,2026,False,-0.023801479265529224
1995,443.7,255.7,146.7,231.2,913.7,133.4,5532.6,120.4,35.98669703213679,38.39785995734374,38.16288905758594,2016,False,35.98669703,443.748,255.709,146.742,231.245,913.681,133.404,5534.953,120.41,35.97365686754702,38.38386703554664,38.14910442780634,2026,False,-0.013992921797097324
1996,461.9,273.5,153.5,239.5,962.4,144.7,5829.9,130.5,35.86339388325701,38.34542616511433,38.10185423420643,2016,False,35.86339388,461.879,273.485,153.535,239.542,962.44,144.745,5829.114,130.494,35.869619293772615,38.352758240789264,38.108278547992036,2026,False,0.0073320756749311045
1997,474.8,293.1,160.5,247.5,1009.8,147.7,6148.8,134.4,35.546773354150396,37.948868071818886,37.73256570387717,2016,False,35.54677335,474.777,293.082,160.49,247.496,1009.822,147.661,6142.153,134.428,35.58470458160192,37.98876387481718,37.77331824850341,2026,False,0.03989580299829498
1998,487.4,320.2,173.6,257.8,1065.5,132.4,6561.3,120.8,35.12261289683447,37.14050569246948,36.96371145961928,2016,False,35.1226129,487.437,320.205,173.579,257.805,1065.472,132.355,6555.937,120.787,35.15131399218754,37.17017109834948,36.99372034844142,2026,False,0.029665405879995888
1999,515.5,350.7,191.2,271.1,1123.1,146.5,6876.3,134.2,35.65289472536102,37.783400956909965,37.60452568968777,2016,False,35.65289473,515.53,350.73,191.185,271.097,1123.133,146.545,6866.685,134.19,35.70390952839689,37.8380543158744,37.658127611795216,2026,False,0.054653358964436904
2000,540.6,363.2,208.1,280.8,1198.6,184.5,7400.5,168.6,35.01520167556246,37.508276467806226,37.29342611985676,2016,False,35.01520168,540.578,363.228,208.106,280.831,1198.556,184.516,7384.97,168.609,35.08882229717927,37.58735648215226,37.371959534026544,2026,False,0.07908001434603307
2001,564.0,383.3,214.9,277.9,1287.5,178.0,7752.3,162.5,35.1843968886653,37.48048966113282,37.28054899836177,2016,False,35.18439689,564.003,383.289,214.94,277.868,1287.493,177.986,7754.096,162.485,35.176157220648285,37.471537623470226,37.271630374449835,2026,False,-0.008952037662595558
2002,575.1,401.3,225.9,278.8,1333.6,167.9,8099.2,153.6,34.75281509284868,36.82585934413275,36.64929869616753,2016,False,34.75281509,575.052,401.347,225.868,278.835,1329.534,167.9,8097.871,153.611,34.70833259754323,36.7817170710672,36.60526328463371,2026,False,-0.044142273065553184
2003,599.6,401.5,235.2,285.3,1394.1,196.4,8485.8,179.0,34.359753941879376,36.67420867802682,36.46916024417262,2016,False,34.35975394,599.58,401.518,235.161,285.296,1391.084,196.412,8478.217,178.977,34.354381351645046,36.671047697882706,36.465403044059855,2026,False,-0.0031609801441163654
2004,632.6,409.3,254.3,297.5,1469.1,232.7,9002.3,213.4,34.02241649356276,36.607311464847875,36.392921808871066,2016,False,34.02241649,632.604,409.311,254.31,297.38,1466.633,232.732,8967.128,213.376,34.1272924842826,36.72268311548581,36.50682805018508,2026,False,0.11537165063793253
2005,668.2,410.0,271.3,310.7,1583.6,283.8,9400.8,261.4,34.50557399370267,37.52446600289338,37.28618840949707,2016,False,34.50557399,668.216,409.954,271.273,310.509,1580.105,283.77,9333.646,261.43,34.71373351849856,37.75402452589267,37.5146754012312,2026,False,0.22955852299929091
2006,700.3,395.0,283.6,320.2,1682.4,319.7,10036.9,295.9,33.690681385686815,36.875927826320876,36.63880281760304,2016,False,33.69068139,700.26,394.949,283.598,320.023,1665.715,319.65,9945.033,295.926,33.83141111748951,37.04557843096147,36.807027186335134,2026,False,0.16965060464059434
2007,737.3,400.6,283.5,323.7,1758.2,345.5,10507.0,319.9,33.34253354906253,36.630817550204625,36.38717045779004,2016,False,33.34253355,737.332,400.573,283.458,323.474,1759.556,345.547,10439.63,319.919,33.56817243522998,36.8781269067965,36.632639279361435,2026,False,0.24730935659187736
2008,772.9,339.6,268.7,319.5,1839.1,389.1,10994.4,358.3,32.19639088990759,35.73546532780325,35.45532270974314,2016,False,32.19639089,769.085,343.337,264.349,317.373,1872.714,391.089,10918.179,360.955,32.66898262063665,36.25098104729736,35.97498264133607,2026,False,0.5155157194941111
2009,770.0,317.1,244.3,306.5,1881.0,284.5,10942.5,260.2,32.15809915467214,34.75805346127484,34.53598355037696,2016,False,32.15809915,772.93,318.583,238.275,304.043,1900.009,287.027,10913.304,263.79,32.381027780404544,35.01109288259541,34.798169280357264,2026,False,0.25303942132057244
2010,788.9,342.0,250.4,320.6,1909.0,333.4,11237.9,307.3,32.13144804634318,35.09819450253161,34.865944704971575,2016,False,32.13144805,786.866,344.466,240.924,316.611,1947.947,336.718,11319.008,312.138,32.13014780093803,35.104949126283856,34.88779228709795,2026,False,0.00675462375224356
2011,829.1,363.5,260.7,338.9,1959.9,409.6,11801.4,380.4,31.79368549494128,35.264460148795905,35.01703187757385,2016,False,31.79368549,819.542,365.178,246.862,332.586,1983.277,413.801,11855.88,386.787,31.608324308275726,35.09858399376512,34.87073081036583,2026,False,-0.16587615503078723
2012,848.8,395.8,271.4,354.3,1995.4,416.9,12403.7,390.5,31.165700557091835,34.52679442424438,34.31395470706322,2016,False,31.16570056,846.198,396.608,253.938,345.22,2014.74,421.935,12408.28,397.808,31.081697060350024,34.482128062874146,34.287685319802584,2026,False,-0.04466636137023272
2013,857.5,416.1,281.6,363.6,2054.2,412.2,12395.8,385.6,32.051178625018146,35.376498491424506,35.16190967908484,2016,False,32.05117863,870.536,422.128,263.304,354.351,2085.694,421.623,12391.235,395.669,32.24870644451501,35.65129706603094,35.44184256048731,2026,False,0.27479857460643586
2014,891.4,442.8,292.1,370.8,2142.8,398.9,13022.7,371.2,31.789874603576834,34.85298747571549,34.640281969176904,2016,False,31.7898746,910.421,451.591,275.462,368.604,2146.012,410.907,12998.394,383.099,31.943100047590494,35.10431365597935,34.890379534579424,2026,False,0.25132618026385956
2015,900.7,464.8,305.1,379.5,2233.2,303.7,13519.8,283.0,31.681681681681678,33.92801668663737,33.77490791283894,2016,False,31.68168168,942.006,490.733,292.691,380.803,2196.137,318.796,13532.854,297.404,31.792037363293808,34.147756267820526,33.98968170350467,2026,False,0.2197395811831555
