"idper","yearq","year","ager","sex","hispanic","race","race_ethnicity","hincome1","hincome2","marital","popsize","region","msa","locality","educatn1","educatn2","veteran","citizen","newcrime","newoff","seriousviolent","notify","vicservices","locationr","direl","weapon","weapcat","injury","serious","treatment","offenderage","offendersex","offtracenew","wgtviccy","series","newwgt"
"162316011688999999999924401","1993.4","1993","4","1","2","1","1","98","-1","4","-1","-1","2","-1","5","-1","-2","-1","1","4","2","2","2","3","3","2","0","0","1","0","4","1","-1","2216.34235","1","2216.34235"
"162324596288999999999914201","1993.4","1993","5","1","2","1","1","6","-1","2","-1","-1","1","-1","5","-1","-2","-1","1","4","2","1","2","3","4","2","0","0","1","0","4","1","-1","2277.57452","1","2277.57452"
"162329071509999999999916502","1993.4","1993","2","2","2","1","1","98","-1","1","-1","-1","2","-1","5","-1","-2","-1","1","4","2","1","2","1","1","2","0","0","1","0","3","1","-1","2126.03797","1","2126.03797"
"162330012101999999999915102","1993.4","1993","1","1","2","1","1","5","-1","1","-1","-1","2","-1","3","-1","-2","-1","1","4","2","2","2","3","4","2","0","0","1","0","2","1","-1","2483.88216","1","2483.88216"
"162380330441999999999924301","1993.4","1993","3","1","2","1","1","5","-1","2","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","2","3","4","2","0","0","1","0","3","1","-1","2301.28502","1","2301.28502"
"162380336720999999999914501","1993.4","1993","6","2","2","1","1","4","-1","3","-1","-1","2","-1","5","-1","-2","-1","1","4","2","2","2","4","3","2","0","0","1","0","2","1","-1","2036.64466","1","2036.64466"
"162380336720999999999914501","1993.4","1993","6","2","2","1","1","4","-1","3","-1","-1","2","-1","5","-1","-2","-1","1","4","2","2","2","4","3","2","0","0","1","0","2","1","-1","2036.64466","1","2036.64466"
"162380336720999999999914501","1993.4","1993","6","2","2","1","1","4","-1","3","-1","-1","2","-1","5","-1","-2","-1","1","4","2","2","2","4","3","2","0","0","1","0","2","1","-1","2036.64466","1","2036.64466"
"162385014392999999999914403","1993.4","1993","1","2","2","1","1","7","-1","1","-1","-1","2","-1","4","-1","-2","-1","1","4","2","1","2","3","3","2","0","0","1","0","2","2","-1","2331.82362","1","2331.82362"
"162412112020999999999924303","1993.4","1993","1","1","2","1","1","5","-1","1","-1","-1","2","-1","3","-1","-2","-1","1","4","2","2","1","4","6","2","0","0","1","0","98","98","-1","2008.69799","2","14060.88593"
"162418782128999999999944302","1993.4","1993","3","2","2","1","1","5","-1","2","-1","-1","1","-1","5","-1","-2","-1","1","1","1","2","2","5","3","2","0","0","1","0","4","1","-1","2190.10862","2","21901.0862"
"162457986845999999999914401","1993.4","1993","3","1","2","3","3","4","-1","1","-1","-1","3","-1","5","-1","-2","-1","1","3","1","1","2","3","3","1","3","1","2","2","4","3","-1","2227.64164","1","2227.64164"
"162457986845999999999914402","1993.4","1993","2","2","2","3","3","4","-1","1","-1","-1","3","-1","5","-1","-2","-1","1","3","1","1","2","3","3","1","3","1","3","2","4","3","-1","2646.89213","1","2646.89213"
"162518870043999999999915403","1993.4","1993","3","1","1","1","6","7","-1","1","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","2","3","4","2","0","0","1","0","2","1","-1","2516.95886","1","2516.95886"
"162523609128999999999915504","1993.4","1993","2","2","2","1","1","7","-1","1","-1","-1","2","-1","4","-1","-2","-1","1","4","2","1","2","3","4","2","0","0","1","0","2","1","-1","2271.15001","1","2271.15001"
"162538578619999999999915501","1993.4","1993","3","1","2","4","4","5","-1","2","-1","-1","1","-1","5","-1","-2","-1","1","2","1","1","2","3","4","1","1","0","1","0","4","1","-1","2228.17933","1","2228.17933"
"162540185403999999999926201","1993.4","1993","2","1","2","1","1","3","-1","2","-1","-1","2","-1","5","-1","-2","-1","1","4","2","1","2","3","4","2","0","0","1","0","3","1","-1","2483.96814","1","2483.96814"
"162540735288999999999916203","1993.4","1993","1","1","2","1","1","5","-1","1","-1","-1","2","-1","3","-1","-2","-1","1","4","2","1","1","2","3","2","0","0","1","0","4","2","-1","1983.36344","1","1983.36344"
"162558798211999999999916401","1993.4","1993","5","2","2","1","1","6","-1","3","-1","-1","2","-1","5","-1","-2","-1","1","4","2","2","1","4","3","2","0","0","1","0","2","1","-1","1938.87554","1","1938.87554"
"162560120728999999999916101","1993.4","1993","3","2","2","1","1","1","-1","5","-1","-1","3","-1","4","-1","-2","-1","1","4","2","2","2","3","1","2","0","0","1","0","3","1","-1","1927.51516","1","1927.51516"
"162560870720999999999926104","1993.4","1993","1","1","2","2","2","1","-1","1","-1","-1","1","-1","2","-1","-2","-1","1","4","2","2","2","4","4","2","0","0","1","0","2","1","-1","3075.78276","1","3075.78276"
"162584124014999999999916501","1993.4","1993","4","2","1","1","6","3","-1","5","-1","-1","1","-1","3","-1","-2","-1","1","3","1","1","2","1","1","1","2","0","1","0","4","1","-1","2246.955","1","2246.955"
"162584124014999999999916501","1993.4","1993","4","2","1","1","6","3","-1","5","-1","-1","1","-1","3","-1","-2","-1","1","4","2","1","2","1","1","2","0","1","3","1","4","1","-1","2246.955","1","2246.955"
"162584124042999999999916502","1993.4","1993","3","2","2","2","2","4","-1","2","-1","-1","1","-1","4","-1","-2","-1","1","4","2","1","2","1","3","2","0","0","1","0","4","1","-1","2287.48282","1","2287.48282"
"162586329751999999999915501","1993.4","1993","6","1","2","1","1","3","-1","3","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","2","1","4","2","0","0","1","0","2","1","-1","2020.6305","1","2020.6305"
"162586575405999999999915501","1993.4","1993","6","1","2","1","1","98","-1","3","-1","-1","1","-1","4","-1","-2","-1","2","5","3","2","2","5","6","3","5","0","1","0","98","4","-1","2126.79481","1","2126.79481"
"162587231485999999999915501","1993.4","1993","3","2","2","1","1","2","-1","2","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","2","3","4","2","0","0","1","0","4","1","-1","1889.26839","1","1889.26839"
"162594749824999999999926301","1993.4","1993","3","1","2","1","1","4","-1","2","-1","-1","2","-1","4","-1","-2","-1","1","3","1","1","2","3","4","1","3","1","3","2","5","1","-1","2176.79041","1","2176.79041"
"162594749824999999999926301","1993.4","1993","3","1","2","1","1","4","-1","2","-1","-1","2","-1","4","-1","-2","-1","1","3","1","1","1","3","4","1","4","0","1","0","5","3","-1","2176.79041","1","2176.79041"
"162594749871999999999926303","1993.4","1993","1","1","2","1","1","7","-1","1","-1","-1","2","-1","3","-1","-2","-1","1","4","2","2","2","4","3","2","0","0","1","0","2","1","-1","2339.70056","2","14038.20336"
"162597573317999999999916301","1993.4","1993","4","2","2","2","2","2","-1","5","-1","-1","1","-1","5","-1","-2","-1","1","4","2","2","2","1","4","2","0","0","1","0","3","2","-1","1958.68","1","1958.68"
"162613895745999999999914501","1993.4","1993","4","1","2","1","1","5","-1","2","-1","-1","1","-1","5","-1","-2","-1","1","2","1","1","2","3","4","1","2","0","1","0","2","1","-1","2235.26851","1","2235.26851"
"162645596233999999999935202","1993.4","1993","3","1","2","3","3","5","-1","2","-1","-1","1","-1","4","-1","-2","-1","1","2","1","2","1","1","2","1","3","1","2","2","3","1","-1","2108.1423","1","2108.1423"
"162645596233999999999935202","1993.4","1993","3","1","2","3","3","5","-1","2","-1","-1","1","-1","4","-1","-2","-1","1","3","1","1","2","2","4","1","2","1","3","2","4","1","-1","2108.1423","1","2108.1423"
"162645598845999999999925102","1993.4","1993","5","2","2","1","1","98","-1","2","-1","-1","1","-1","5","-1","-2","-1","1","4","2","2","2","5","3","2","0","1","3","1","2","2","-1","2171.09704","1","2171.09704"
"162647482571999999999915403","1993.4","1993","1","1","2","1","1","6","-1","1","-1","-1","2","-1","2","-1","-2","-1","1","4","2","2","2","3","4","2","0","0","1","0","1","1","-1","2386.49486","1","2386.49486"
"162688593314999999999916204","1993.4","1993","2","2","2","1","1","7","-1","1","-1","-1","2","-1","5","-1","-2","-1","1","4","2","2","2","4","4","2","0","0","1","0","4","1","-1","2163.647080007","1","2163.647080007"
"162725209528999999999914101","1993.4","1993","4","2","2","2","2","1","-1","4","-1","-1","1","-1","4","-1","-2","-1","1","4","2","1","1","1","1","2","0","0","1","0","4","1","-1","1955.72793","1","1955.72793"
"162725209528999999999914101","1993.4","1993","4","2","2","2","2","1","-1","4","-1","-1","1","-1","4","-1","-2","-1","1","1","1","1","2","1","1","2","0","1","4","1","4","1","-1","1955.72793","1","1955.72793"
"162725209528999999999914101","1993.4","1993","4","2","2","2","2","1","-1","4","-1","-1","1","-1","4","-1","-2","-1","1","1","1","1","2","1","1","2","0","0","1","0","4","1","-1","1955.72793","1","1955.72793"
"162725209542999999999924101","1993.4","1993","3","2","2","2","2","2","-1","5","-1","-1","1","-1","5","-1","-2","-1","1","2","1","2","2","1","3","2","0","0","1","0","5","1","-1","2483.96286","2","24839.6286"
"162733883546999999999914502","1993.4","1993","1","2","2","2","2","1","-1","1","-1","-1","2","-1","3","-1","-2","-1","1","4","2","1","2","2","3","2","0","0","1","0","5","2","-1","2654.90137","1","2654.90137"
"162767938671999999999915204","1993.4","1993","1","1","2","1","1","6","-1","1","-1","-1","1","-1","3","-1","-2","-1","1","4","2","1","2","3","4","2","0","1","3","1","2","1","-1","1946.06475","1","1946.06475"
"162772533262999999999915301","1993.4","1993","4","1","2","1","1","5","-1","2","-1","-1","2","-1","5","-1","-2","-1","1","4","2","1","2","5","4","2","0","0","1","0","3","1","-1","2218.88217","2","22188.8217"
"162779880462999999999936401","1993.4","1993","2","2","2","1","1","1","-1","5","-1","-1","2","-1","4","-1","-2","-1","1","3","1","1","2","3","3","1","1","0","1","0","3","1","-1","2347.96251","1","2347.96251"
"162814009124999999999914301","1993.4","1993","4","1","2","1","1","7","-1","2","-1","-1","1","-1","5","-1","-2","-1","1","4","2","2","2","3","4","3","5","0","1","0","4","1","-1","2311.69038","1","2311.69038"
"162814832033999999999914402","1993.4","1993","2","1","2","1","1","6","-1","1","-1","-1","2","-1","3","-1","-2","-1","1","2","1","1","2","3","4","1","3","1","2","2","3","1","-1","2681.10932","1","2681.10932"
"162814832033999999999914402","1993.4","1993","2","1","2","1","1","6","-1","1","-1","-1","2","-1","3","-1","-2","-1","1","4","2","2","1","3","4","2","0","0","1","0","4","1","-1","2681.10932","1","2681.10932"
"162814832033999999999914402","1993.4","1993","2","1","2","1","1","6","-1","1","-1","-1","2","-1","3","-1","-2","-1","1","4","2","1","2","1","5","2","0","0","1","0","4","3","-1","2681.10932","1","2681.10932"
"162816102457999999999916405","1993.4","1993","3","1","2","1","1","6","-1","1","-1","-1","1","-1","5","-1","-2","-1","1","4","2","1","2","3","4","2","0","1","3","2","4","1","-1","2183.495890003","1","2183.495890003"
"162816102457999999999916406","1993.4","1993","3","1","2","1","1","6","-1","1","-1","-1","1","-1","5","-1","-2","-1","1","4","2","2","2","3","4","2","0","0","1","0","3","1","-1","2474.24616","1","2474.24616"
"162816102486999999999916402","1993.4","1993","3","1","2","1","1","7","-1","1","-1","-1","1","-1","5","-1","-2","-1","1","4","2","2","2","3","4","2","0","0","1","0","4","1","-1","2474.24616","1","2474.24616"
"162831965043999999999915304","1993.4","1993","4","2","2","1","1","2","-1","4","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","1","5","1","2","0","0","1","0","4","1","-1","2378.95371","1","2378.95371"
"162831965043999999999915304","1993.4","1993","4","2","2","1","1","2","-1","4","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","2","5","1","2","0","0","1","0","4","1","-1","2378.95371","1","2378.95371"
"162841151087999999999914301","1993.4","1993","4","2","98","1","1","2","-1","98","-1","-1","2","-1","98","-1","-2","-1","1","4","2","2","2","1","4","2","0","0","1","0","4","1","-1","2203.57963","1","2203.57963"
"162841151087999999999914301","1993.4","1993","4","2","98","1","1","2","-1","98","-1","-1","2","-1","98","-1","-2","-1","1","4","2","2","2","1","1","2","0","0","1","0","4","1","-1","2203.57963","1","2203.57963"
"162841217720999999999914501","1993.4","1993","4","2","2","1","1","2","-1","4","-1","-1","1","-1","4","-1","-2","-1","1","4","2","1","2","3","4","2","0","0","1","0","3","1","-1","2111.580550001","1","2111.580550001"
"162841669609999999999914401","1993.4","1993","4","1","2","1","1","5","-1","2","-1","-1","2","-1","4","-1","-2","-1","1","3","1","2","2","3","4","3","5","1","2","2","5","1","-1","2266.07275","1","2266.07275"
"162844754608999999999914504","1993.4","1993","1","2","2","1","1","98","-1","1","-1","-1","1","-1","3","-1","-2","-1","1","4","2","2","2","4","3","2","0","0","1","0","2","2","-1","2112.00909","1","2112.00909"
"162844754608999999999914504","1993.4","1993","1","2","2","1","1","98","-1","1","-1","-1","1","-1","3","-1","-2","-1","1","4","2","2","2","4","3","2","0","0","1","0","2","2","-1","2112.00909","1","2112.00909"
"162852037631999999999925202","1993.4","1993","3","1","2","1","1","6","-1","1","-1","-1","2","-1","5","-1","-2","-1","1","2","1","2","2","3","4","2","0","0","1","0","3","1","-1","2645.68635","1","2645.68635"
"162852037663999999999955201","1993.4","1993","2","1","2","1","1","1","-1","1","-1","-1","3","-1","4","-1","-2","-1","1","4","2","2","2","5","3","2","0","0","1","0","3","1","-1","3140.90113","1","3140.90113"
"162852219119999999999915302","1993.4","1993","4","2","2","2","2","4","-1","4","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","2","5","3","2","0","0","1","0","4","2","-1","2289.61807","2","22896.1807"
"162855413748999999999935202","1993.4","1993","2","2","2","1","1","3","-1","2","-1","-1","2","-1","4","-1","-2","-1","1","4","2","2","2","1","3","2","0","0","1","0","4","1","-1","2039.69667","1","2039.69667"
"162855413751999999999925201","1993.4","1993","2","2","2","3","3","3","-1","1","-1","-1","2","-1","5","-1","-2","-1","1","4","2","1","2","5","4","2","0","0","1","0","4","1","-1","1995.35544","1","1995.35544"
"162864210245999999999915301","1993.4","1993","4","1","2","1","1","5","-1","4","-1","-1","3","-1","5","-1","-2","-1","1","4","2","1","2","3","3","2","0","0","1","0","4","1","-1","2648.5715","1","2648.5715"
"162864210245999999999915301","1993.4","1993","4","1","2","1","1","5","-1","4","-1","-1","3","-1","5","-1","-2","-1","1","4","2","1","2","3","3","2","0","0","1","0","4","1","-1","2648.5715","1","2648.5715"
"162865151549999999999916401","1993.4","1993","4","1","2","1","1","6","-1","2","-1","-1","1","-1","5","-1","-2","-1","1","4","2","2","2","3","4","3","5","0","1","0","3","1","-1","2298.86992","1","2298.86992"
"162869759009999999999915203","1993.4","1993","3","2","2","1","1","5","-1","1","-1","-1","2","-1","5","-1","-2","-1","1","2","1","1","2","5","6","1","4","1","2","2","98","4","-1","2443.27106","1","2443.27106"
"162870703584999999999914203","1993.4","1993","1","1","2","1","1","5","-1","1","-1","-1","2","-1","4","-1","-2","-1","1","3","1","2","2","3","4","1","1","0","1","0","4","1","-1","2177.363670006","1","2177.363670006"
"162871037643999999999916503","1993.4","1993","1","2","2","1","1","5","-1","1","-1","-1","2","-1","3","-1","-2","-1","1","4","2","2","2","4","3","2","0","0","1","0","2","2","-1","2134.87622","1","2134.87622"
"162876039918999999999916502","1993.4","1993","2","2","2","1","1","4","-1","1","-1","-1","2","-1","5","-1","-2","-1","1","4","2","2","2","3","3","2","0","0","1","0","3","1","-1","2303.67283","1","2303.67283"
"162877834508999999999915208","1993.4","1993","3","2","2","1","1","5","-1","4","-1","-1","1","-1","4","-1","-2","-1","1","4","2","1","2","3","3","2","0","0","1","0","3","1","-1","2450.80637","1","2450.80637"
"162877834508999999999915208","1993.4","1993","3","2","2","1","1","5","-1","4","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","2","1","2","2","0","0","1","0","4","1","-1","2450.80637","1","2450.80637"
"162877834508999999999915208","1993.4","1993","3","2","2","1","1","5","-1","4","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","2","1","2","2","0","0","1","0","4","1","-1","2450.80637","1","2450.80637"
"162877834508999999999915208","1993.4","1993","3","2","2","1","1","5","-1","4","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","2","1","2","2","0","0","1","0","4","1","-1","2450.80637","1","2450.80637"
"162877834508999999999915208","1993.4","1993","3","2","2","1","1","5","-1","4","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","2","1","2","2","0","0","1","0","4","1","-1","2450.80637","1","2450.80637"
"162877834508999999999915208","1993.4","1993","3","2","2","1","1","5","-1","4","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","2","1","2","2","0","0","1","0","4","1","-1","2450.80637","1","2450.80637"
"162877834558999999999925201","1993.4","1993","2","2","2","1","1","98","-1","2","-1","-1","1","-1","5","-1","-2","-1","1","4","2","2","2","2","4","2","0","0","1","0","4","2","-1","2092.25069","1","2092.25069"
"162878219808999999999924501","1993.4","1993","4","2","2","1","1","1","-1","4","-1","-1","2","-1","4","-1","-2","-1","1","4","2","1","2","1","1","2","0","0","1","0","4","1","-1","2188.458140006","1","2188.458140006"
"162880833314999999999916403","1993.4","1993","2","1","2","1","1","7","-1","1","-1","-1","2","-1","4","-1","-2","-1","1","4","2","1","2","3","4","2","0","0","1","0","5","1","-1","2505.32729","1","2505.32729"
"162880993352999999999926402","1993.4","1993","4","2","1","1","6","4","-1","5","-1","-1","2","-1","4","-1","-2","-1","1","4","2","1","2","2","3","2","0","0","1","0","4","1","-1","2058.888280001","1","2058.888280001"
"162881998546999999999914401","1993.4","1993","4","1","2","1","1","5","-1","2","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","2","2","4","2","0","0","1","0","4","1","-1","2356.45598","1","2356.45598"
"162896999241999999999914503","1993.4","1993","1","1","2","1","1","6","-1","1","-1","-1","2","-1","4","-1","-2","-1","1","4","2","2","2","4","6","2","0","0","1","0","2","4","-1","2094.32523","1","2094.32523"
"162900199192999999999916402","1993.4","1993","4","2","2","2","2","1","-1","4","-1","-1","1","-1","5","-1","-2","-1","1","4","2","2","2","1","1","2","0","1","3","2","4","1","-1","2173.508020008","2","13041.048120048"
"162902191679999999999915401","1993.4","1993","3","1","2","1","1","6","-1","2","-1","-1","2","-1","5","-1","-2","-1","1","4","2","2","2","3","4","2","0","0","1","0","4","3","-1","2283.59217","1","2283.59217"
"162903885808999999999915502","1993.4","1993","1","1","2","2","2","2","-1","1","-1","-1","2","-1","3","-1","-2","-1","1","4","2","2","2","4","3","2","0","0","1","0","2","1","-1","1821.22883","1","1821.22883"
"162903885808999999999915502","1993.4","1993","1","1","2","2","2","2","-1","1","-1","-1","2","-1","3","-1","-2","-1","1","4","2","2","2","4","4","2","0","0","1","0","2","1","-1","1821.22883","1","1821.22883"
"162914095408999999999916104","1993.4","1993","4","1","2","2","2","1","-1","1","-1","-1","2","-1","4","-1","-2","-1","1","3","1","2","2","3","3","1","1","0","1","0","3","1","-1","3492.72576","1","3492.72576"
"162914824220999999999916401","1993.4","1993","3","1","2","1","1","3","-1","2","-1","-1","2","-1","4","-1","-2","-1","1","4","2","1","1","2","4","2","0","0","1","0","4","1","-1","2121.64207","1","2121.64207"
"162915635243999999999915501","1993.4","1993","3","1","2","1","1","5","-1","1","-1","-1","1","-1","5","-1","-2","-1","1","4","2","2","2","5","6","2","0","0","1","0","98","4","-1","2221.18938","1","2221.18938"
"162921069641999999999915502","1993.4","1993","5","2","2","1","1","5","-1","2","-1","-1","1","-1","3","-1","-2","-1","1","2","1","1","2","3","4","2","0","1","3","1","5","1","-1","2015.16171","1","2015.16171"
"162941193117999999999916502","1993.4","1993","2","2","2","1","1","1","-1","1","-1","-1","1","-1","5","-1","-2","-1","1","1","1","1","2","5","3","2","0","1","3","2","3","1","-1","2167.243190002","1","2167.243190002"
"162944956464999999999916402","1993.4","1993","1","2","2","2","2","2","-1","1","-1","-1","2","-1","4","-1","-2","-1","1","3","1","2","2","2","3","1","1","0","1","0","3","1","-1","2716.73101","1","2716.73101"
"162950307541999999999926501","1993.4","1993","2","2","2","1","1","3","-1","1","-1","-1","1","-1","5","-1","-2","-1","1","3","1","1","2","1","1","1","1","0","1","0","4","1","-1","2113.81823","1","2113.81823"
"162950474031999999999916401","1993.4","1993","4","2","2","2","2","1","-1","4","-1","-1","1","-1","5","-1","-2","-1","1","3","1","2","2","1","3","1","3","0","1","0","3","1","-1","2052.878970008","1","2052.878970008"
"162966473271999999999915501","1993.4","1993","4","1","2","1","1","6","-1","2","-1","-1","2","-1","5","-1","-2","-1","1","4","2","2","2","5","4","2","0","0","1","0","4","2","-1","2265.32163","1","2265.32163"
"162966473271999999999915503","1993.4","1993","1","1","2","1","1","6","-1","1","-1","-1","2","-1","3","-1","-2","-1","1","4","2","2","2","4","3","2","0","0","1","0","2","1","-1","2569.60018","1","2569.60018"
"162970064943999999999916302","1993.4","1993","1","1","1","1","6","98","-1","1","-1","-1","1","-1","3","-1","-2","-1","1","3","1","1","2","1","4","1","1","0","1","0","5","3","-1","2413.46822","1","2413.46822"
"162970474257999999999916101","1993.4","1993","5","1","2","2","2","2","-1","3","-1","-1","1","-1","5","-1","-2","-1","1","2","1","1","2","5","4","1","2","1","2","2","3","1","-1","2931.82068","1","2931.82068"
"162978308139999999999916502","1993.4","1993","1","1","1","1","6","2","-1","1","-1","-1","1","-1","3","-1","-2","-1","1","2","1","1","2","2","4","1","1","0","1","0","2","1","-1","2325.14112","1","2325.14112"
"162978630292999999999916404","1993.4","1993","1","1","2","1","1","4","-1","1","-1","-1","1","-1","3","-1","-2","-1","1","4","2","2","2","3","3","2","0","1","3","1","5","1","-1","2325.14112","1","2325.14112"
"162983302879999999999915404","1993.4","1993","1","1","2","1","1","6","-1","1","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","2","3","4","2","0","0","1","0","2","1","-1","2542.44976","1","2542.44976"
"162983302879999999999915404","1993.4","1993","1","1","2","1","1","6","-1","1","-1","-1","1","-1","4","-1","-2","-1","1","3","1","2","2","2","4","1","3","0","1","0","5","1","-1","2542.44976","1","2542.44976"
"162996093444999999999916503","1993.4","1993","2","2","2","1","1","5","-1","1","-1","-1","1","-1","4","-1","-2","-1","1","4","2","1","2","3","4","2","0","0","1","0","3","2","-1","2481.72819","1","2481.72819"
"162996093444999999999916503","1993.4","1993","2","2","2","1","1","5","-1","1","-1","-1","1","-1","4","-1","-2","-1","1","4","2","2","2","3","4","2","0","1","3","1","3","2","-1","2481.72819","1","2481.72819"
"162996378589999999999916104","1993.4","1993","1","1","98","1","1","3","-1","1","-1","-1","1","-1","2","-1","-2","-1","1","4","2","2","2","1","4","2","0","1","3","1","5","1","-1","2021.60806","1","2021.60806"
"162996433489999999999916501","1993.4","1993","4","2","2","1","1","4","-1","1","-1","-1","2","-1","5","-1","-2","-1","1","4","2","2","2","3","3","2","0","0","1","0","4","2","-1","1968.39497","1","1968.39497"
"162999458558999999999915502","1993.4","1993","5","2","2","1","1","4","-1","2","-1","-1","2","-1","4","-1","-2","-1","2","5","3","2","2","3","4","2","0","0","1","0","3","1","-1","1841.52685","1","1841.52685"
"162999638501999999999915501","1993.4","1993","4","2","2","1","1","1","-1","5","-1","-1","1","-1","4","-1","-2","-1","1","4","2","1","2","1","1","2","0","1","3","1","4","1","-1","2143.107030001","1","2143.107030001"
"162999638501999999999915501","1993.4","1993","4","2","2","1","1","1","-1","5","-1","-1","1","-1","4","-1","-2","-1","1","4","2","1","2","1","1","2","0","1","3","1","4","1","-1","2143.107030001","1","2143.107030001"
"162999638501999999999915501","1993.4","1993","4","2","2","1","1","1","-1","5","-1","-1","1","-1","4","-1","-2","-1","1","4","2","1","2","1","1","2","0","1","3","1","4","1","-1","2143.107030001","1","2143.107030001"
"163024598795999999999914403","1993.4","1993","2","1","2","1","1","1","-1","1","-1","-1","3","-1","4","-1","-2","-1","1","4","2","2","2","2","4","2","0","0","1","0","3","1","-1","2852.36909","1","2852.36909"
"163024598795999999999914403","1993.4","1993","2","1","2","1","1","1","-1","1","-1","-1","3","-1","4","-1","-2","-1","1","4","2","2","2","4","4","2","0","0","1","0","5","1","-1","2852.36909","1","2852.36909"
"163030054364999999999915501","1993.4","1993","5","2","2","1","1","7","-1","2","-1","-1","1","-1","5","-1","-2","-1","1","4","2","2","2","1","1","2","0","0","1","0","4","1","-1","2102.050810006","1","2102.050810006"
"163047332920999999999915301","1993.4","1993","4","1","2","1","1","98","-1","2","-1","-1","3","-1","4","-1","-2","-1","1","3","1","1","2","3","3","1","1","0","1","0","4","1","-1","2280.45934","1","2280.45934"
"163053338015999999999926104","1993.4","1993","1","1","2","2","2","98","-1","1","-1","-1","1","-1","4","-1","-2","-1","1","2","1","1","2","1","4","1","1","0","1","0","5","1","-1","1808.1677","1","1808.1677"
"163053338015999999999926106","1993.4","1993","3","2","2","2","2","98","-1","1","-1","-1","1","-1","4","-1","-2","-1","1","2","1","1","2","1","5","2","0","1","3","2","3","1","-1","2789.25977","1","2789.25977"
"163053489317999999999916301","1993.4","1993","4","2","2","1","1","4","-1","4","-1","-1","2","-1","5","-1","-2","-1","1","4","2","1","2","1","1","2","0","0","1","0","4","1","-1","2431.78286","2","24317.8286"
"163063896219999999999915302","1993.4","1993","3","2","1","1","6","1","-1","2","-1","-1","3","-1","5","-1","-2","-1","1","4","2","1","1","3","3","2","0","0","1","0","4","1","-1","2344.23293","1","2344.23293"
"163080335183999999999914502","1993.4","1993","3","2","1","1","6","2","-1","2","-1","-1","1","-1","4","-1","-2","-1","1","1","1","2","2","1","2","2","0","1","4","1","4","1","-1","1809.7675","1","1809.7675"
"163088223717999999999916101","1993.4","1993","3","1","1","1","6","4","-1","2","-1","-1","2","-1","4","-1","-2","-1","1","3","1","2","2","3","4","1","1","0","1","0","2","1","-1","2101.04992","1","2101.04992"
"163093336857999999999916301","1993.4","1993","5","2","2","1","1","4","-1","1","-1","-1","1","-1","5","-1","-2","-1","1","4","2","1","2","3","3","2","0","0","1","0","4","1","-1","1909.49864","1","1909.49864"
"163093336857999999999916301","1993.4","1993","5","2","2","1","1","4","-1","1","-1","-1","1","-1","5","-1","-2","-1","1","4","2","1","2","3","3","2","0","0","1","0","4","1","-1","1909.49864","1","1909.49864"
"163131137039999999999914304","1993.4","1993","2","2","2","1","1","2","-1","1","-1","-1","3","-1","4","-1","-2","-1","1","4","2","2","2","2","3","2","0","0","1","0","4","2","-1","2290.01789","1","2290.01789"
"163202190014999999999925202","1993.4","1993","2","1","2","1","1","1","-1","1","-1","-1","1","-1","5","-1","-2","-1","1","4","2","2","2","4","3","2","0","0","1","0","3","1","-1","2591.11241","1","2591.11241"
"163202190014999999999925202","1993.4","1993","2","1","2","1","1","1","-1","1","-1","-1","1","-1","5","-1","-2","-1","1","4","2","2","2","1","3","2","0","0","1","0","3","1","-1","2591.11241","1","2591.11241"
"163202190014999999999925202","1993.4","1993","2","1","2","1","1","1","-1","1","-1","-1","1","-1","5","-1","-2","-1","1","3","1","1","2","3","4","1","2","0","1","0","3","1","-1","2591.11241","1","2591.11241"
"163202190041999999999925201","1993.4","1993","2","2","2","1","1","1","-1","1","-1","-1","1","-1","5","-1","-2","-1","1","2","1","2","1","2","2","1","3","0","1","0","3","1","-1","1968.29284","1","1968.29284"
"163208636043999999999944203","1993.4","1993","2","1","1","1","6","98","-1","1","-1","-1","2","-1","4","-1","-2","-1","1","2","1","1","2","4","4","2","0","0","1","0","5","1","-1","2511.45374","1","2511.45374"
"163208636043999999999944203","1993.4","1993","2","1","1","1","6","98","-1","1","-1","-1","2","-1","4","-1","-2","-1","1","3","1","1","2","2","4","1","1","0","1","0","5","1","-1","2511.45374","1","2511.45374"
"163208636095999999999934202","1993.4","1993","4","1","1","1","6","98","-1","5","-1","-1","2","-1","4","-1","-2","-1","1","3","1","2","2","3","4","1","1","0","1","0","98","3","-1","2330.00227","1","2330.00227"
