decade_start,deaths_per_100k_per_year
1900,9.913644444444444
1910,1.6124333333333334
1920,26.96254
1930,21.69746
1940,15.945030000000003
1950,7.04889
1960,4.819910000000001
1970,1.5390199999999998
1980,1.4994799999999997
1990,0.38909
2000,0.93712
2010,0.9328833333333333
