sat_current_fit,gdp
-0.9823371171951294,563.258056640625
-0.9351203441619873,629.8118896484375
-0.9340214729309082,631.451171875
-0.9220887422561646,649.5276489257812
-0.890275776386261,700.2893676757812
-0.8598676919937134,752.5133056640625
-0.813293993473053,840.150390625
-0.8045625686645508,857.6825561523438
-0.764897346496582,942.0471801757812
-0.7617437839508057,949.1004638671875
-0.7362532019615173,1008.0852661132812
-0.7329686284065247,1015.9476928710938
-0.7270928025245667,1030.166259765625
-0.6975650787353516,1104.6884765625
-0.6852404475212097,1137.3660888671875
-0.6831789016723633,1142.9256591796875
-0.6760505437850952,1162.3597412109375
-0.6429917216300964,1256.8988037109375
-0.6267771124839783,1306.0411376953125
-0.6245886087417603,1312.819091796875
-0.6157128214836121,1340.6717529296875
-0.6037608981132507,1379.11376953125
-0.5741018056869507,1479.338623046875
-0.5513027310371399,1561.3056640625
-0.5513027310371399,1561.3056640625
-0.5413100719451904,1598.648193359375
-0.505837619304657,1738.5697021484375
-0.5032359957695007,1749.301025390625
-0.4647093713283539,1916.201171875
-0.45897865295410156,1942.3519287109375
-0.4438869059085846,2012.9400634765625
-0.4301533102989197,2079.4033203125
-0.4158334732055664,2151.0419921875
-0.41395220160484314,2160.63525390625
-0.4051119089126587,2206.290283203125
-0.38769054412841797,2299.104736328125
-0.38488656282424927,2314.4033203125
-0.3496719002723694,2515.43701171875
-0.3390950560569763,2579.160400390625
-0.3310309052467346,2628.828857421875
-0.28591978549957275,2924.84423828125
-0.25184693932533264,3170.326904296875
-0.23540008068084717,3296.08984375
-0.2343977689743042,3303.91552734375
-0.2338820844888687,3307.94580078125
-0.2137146145105362,3469.568115234375
-0.20534563064575195,3538.93701171875
-0.20164355635643005,3570.060546875
-0.16346848011016846,3907.427734375
-0.15552043914794922,3981.582275390625
-0.1503019630908966,4031.033203125
-0.13798417150974274,4150.208984375
-0.11846098303794861,4346.3544921875
-0.11635029315948486,4368.1064453125
-0.11410171538591385,4391.40234375
-0.08264778554439545,4730.57861328125
-0.0786505788564682,4775.51708984375
-0.07146334648132324,4857.3955078125
-0.06982801854610443,4876.2216796875
-0.0630294531583786,4955.26953125
-0.05829804018139839,5011.03369140625
-0.044604964554309845,5175.9931640625
-0.0019794991239905357,5725.068359375
0.014551621861755848,5953.36376953125
0.03248946741223335,6211.39453125
0.04352352023124695,6375.6396484375
0.05073534697294235,6485.3271484375
0.05684082582592964,6579.66455078125
0.05847817286849022,6605.197265625
0.05946759879589081,6620.67333984375
0.07608217746019363,6886.04296875
0.09692620486021042,7234.05517578125
0.10680955648422241,7405.158203125
0.11877981573343277,7617.818359375
0.12068367004394531,7652.20458984375
0.12929214537143707,7809.6142578125
0.13016624748706818,7825.775390625
0.13105003535747528,7842.1533203125
0.1429033726453781,8065.1337890625
0.17599545419216156,8721.791015625
0.17754893004894257,8753.8935546875
0.21859833598136902,9646.4921875
0.22947071492671967,9897.7841796875
0.23242931067943573,9967.298828125
0.23764212429523468,10090.9560546875
0.24785850942134857,10337.7734375
0.24835725128650665,10349.978515625
0.2717413604259491,10938.5732421875
0.285980761051178,11313.265625
0.3098370134830475,11970.009765625
0.3166351616382599,12164.037109375
0.3559451997280121,13349.3251953125
0.3654366731643677,13652.41015625
0.36766308546066284,13724.4892578125
0.3766811788082123,14020.3896484375
0.39692485332489014,14708.0693359375
0.41660407185554504,15408.873046875
0.4294698238372803,15885.013671875
0.45165079832077026,16740.666015625
0.45635199546813965,16927.87109375
0.5044152736663818,18965.97265625
0.5204589366912842,19699.529296875
0.527634859085083,20036.755859375
0.5387713313102722,20571.56640625
0.5452694892883301,20890.201171875
0.5608539581298828,21674.642578125
0.5669425129890442,21989.04296875
0.587949812412262,23109.255859375
0.591346263885498,23295.666015625
0.6157673597335815,24680.947265625
0.6207858324050903,24975.662109375
0.645764172077179,26495.73046875
0.660531759262085,27437.5859375
0.6689882278442383,27991.923828125
0.6736966371536255,28305.41796875
0.6821418404579163,28876.53125
0.6983374953269958,30004.197265625
0.701607346534729,30237.16015625
0.7021762728691101,30277.87109375
0.7037732601165771,30392.451171875
0.704160749912262,30420.31640625
0.707724928855896,30677.865234375
0.7085220217704773,30735.775390625
0.7162935137748718,31305.9765625
0.717863917350769,31422.48046875
0.7356836199760437,32775.22265625
0.7373072504997253,32901.35546875
0.7781441807746887,36237.92578125
0.794499933719635,37667.328125
0.8000518083572388,38165.25390625
0.8515522480010986,43109.3828125
,
