sat_current_hat,gdp,cty,satlow,ylow,sathigh,yhigh
-0.36837539076805115,7842.1533203125,TUR,,,,
0.4295823872089386,21989.04296875,TWN,0.3143225610256195,17125.083984375,0.5448422431945801,28234.490234375
-0.8973082304000854,649.5276489257812,TZA,-0.9425222873687744,505.8526306152344,-0.8520941734313965,834.010009765625
-0.8499435782432556,1312.819091796875,UGA,-0.8937780857086182,1022.424560546875,-0.8061090707778931,1685.693115234375
-0.3080746829509735,6605.197265625,UKR,-0.42922091484069824,5144.13427734375,-0.18692845106124878,8481.2431640625
-0.1478411853313446,1561.3056640625,UNK,-0.24067026376724243,1215.946044921875,-0.055012114346027374,2004.756103515625
0.21536776423454285,9897.7841796875,URY,0.10453139245510101,7708.40478515625,0.3262041211128235,12709.0107421875
0.9213404655456543,38165.25390625,USA,0.8032611608505249,29723.126953125,1.0394197702407837,49005.15234375
-0.07790515571832657,1942.3519287109375,UZB,,,,
0.9893444776535034,6485.3271484375,VEN,0.9071727991104126,5050.7802734375,1.0715161561965942,8327.328125
-0.05012921243906021,2924.84423828125,VNM,-0.14689315855503082,2277.871337890625,0.0466347336769104,3755.57470703125
-0.47787073254585266,857.6825561523438,YEM,,,,
-0.1540222465991974,10337.7734375,ZAF,-0.26737648248672485,8051.06640625,-0.04066799581050873,13273.96484375
-0.29786962270736694,949.1004638671875,ZMB,-0.34853050112724304,739.1600952148438,-0.24720874428749084,1218.6689453125
-0.8157168030738831,1738.5697021484375,ZWE,-0.8452731966972351,1353.9991455078125,-0.786160409450531,2232.3671875
