cell_ds,child_care_basic,child_care_teach,child_care_play,child_care_full,civic,eating,sleeping,personal_care,own_medical_care,other_care,esp,meals,housework,home_car_maintenance,home_other,home_production,home_core,obtaining_goods,nonmarket_work,work_travel,work_related,work_core,work_unemp,work,education,exercise_sports,tv,socializing,reading,ent_not_tv,hobbies,garden_pet,leisure_0,leisure_1,leisure_2,leisure_3,leisure_4,total_work,total_work_core,cell_weight,cell_weight_year,cells,age_range,ed_a,ed_b,ed_c,ed_d,educ,male,hv_child,dataset,size_cells
25.0,0.5153047279432352,0.07477225501225918,0.33917148003938835,0.92924845,1.159441902078902,8.085736556050657,63.00836552549626,6.653299779087306,0.3190334252458428,1.7119619483427597,77.7474,1.9821235309196148,2.3950457320885072,0.5802525174184686,1.4295846504780274,7.525108,4.377169,5.334155125743429,12.859263,2.5264010860710426,0.04179418348971076,27.526991412069986,0.3879951770668794,30.483181,8.487161583673718,3.7000872468637165,12.229979080792885,9.642977951967847,1.958502321692024,2.2808166684923115,0.02493949350454556,1.1381015627444535,33.35015242871104,33.35015,111.09756,112.0268,124.657555,43.342445,40.386253,0.014287817,0.020052517,5.0,20.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2003.0,170
26.0,0.0,0.0,0.0,0.0,0.8154585866382541,7.685038023323555,51.492101770857836,7.454038963075628,0.7735647036613956,0.40351032925575847,66.63118,1.2892078607726252,0.5498827694987874,0.37562198784247386,0.7758959714826319,3.2703903,1.8390906,3.6583914117522336,6.9287815,3.825507554409867,5.153603848497621,52.65524353074057,0.0,61.634354,7.516982738575094,1.8660298396822415,10.190184115123747,8.743241326096731,1.2216556371184915,0.5055202795026791,0.0,0.2797816191060522,23.575950042102807,23.57595,90.20713,90.20713,99.43686,68.56314,59.584026,0.016304836,0.0106799295,6.0,20.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1965.0,20
27.0,0.0,0.0,0.0,0.0,0.42355187418539053,7.492569936351735,54.886058291971274,15.885651734099437,0.0,0.828688459310533,78.26428,0.8754937099048636,0.0,1.6331562120549985,0.7657788126358371,4.4950666,0.8754937,3.731484341673527,8.226551,4.319686277786267,1.5875354878690668,37.574532955118286,0.4546811608329799,43.936436,2.027374318827195,4.99512779544655,8.4933957432395,16.355724342660633,2.002635770190054,0.7614383196712701,0.0,1.220637865918407,35.51375596760654,35.513756,113.77804,113.77804,115.83701,52.162987,45.801083,0.016304836,0.013621824,6.0,20.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1975.0,23
28.0,0.12303426138506815,0.0,0.0,0.12303426,0.6268453685599924,7.020605308176062,56.99689327028722,8.396116597217146,0.0027340947090862978,0.9617064471412052,72.41361,1.9269836038686445,0.5276636354010992,3.700996180814788,0.6469889855579488,7.037235,2.4546473,4.342375464706956,11.37961,4.583537610221782,1.9434717090193239,39.432113722745655,0.0,45.95912,2.056850568531213,4.34916708081979,13.539096275166568,6.4424054086252776,1.17551688669053,0.7513807914548779,0.0,0.2346022770933032,34.711083285447515,34.711082,107.124695,107.247734,110.66127,57.338734,50.811726,0.016304836,0.012833395,6.0,20.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1985.0,41
29.0,0.2571612537820852,0.0,0.0,0.25716126,1.3902075550260151,6.845232703403033,58.571149357255045,6.468483877475791,0.0,0.4138321300800748,71.884865,1.3746059367311823,1.5023734860802977,1.7592602160512885,0.7569907093384272,5.8506274,2.8769794,2.466824060670654,8.3174515,3.773517934764913,0.27286479626048354,38.401252444583925,0.154186208370202,42.60182,5.713142573957416,3.9225422877290614,15.161911722660829,8.397689766687202,1.9418245243411658,2.148804409314849,0.4710701786306445,0.45739685946015485,37.878914807163056,37.878914,109.76378,110.02094,117.08073,50.919273,46.718704,0.016304836,0.022872819,6.0,20.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1993.0,153
30.0,0.36132601223526306,0.014391850174011678,0.0905882837960467,0.46630615,1.0636947136730948,9.060211168546605,57.464792175852835,4.535718233426069,0.14919586669170581,1.3822127215505202,71.06072,1.1668429504262874,1.3036726764620927,1.1641853667656328,0.9601268355103145,5.450705,2.4705157,4.623482063354297,10.074187,3.220036791494076,0.5463850254938334,35.06380219031252,0.4585600815827598,39.288784,6.988107681194001,4.000913085559581,15.39960254092397,8.783343041489001,0.885746752123172,4.083239230948603,0.013596051651907602,0.8558774617360819,36.42443191022718,36.42443,107.48515,107.95146,118.63703,49.362972,45.13799,0.016304836,0.021516211,6.0,20.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2003.0,178
31.0,9.546200818643227,0.712899365176226,1.2826184422601632,11.5417185,3.78188304875734,7.245691315930696,56.029061366864894,8.3688913098919,0.08117025255944418,0.8377224846947537,71.64365,15.424710565704865,15.57587867364138,0.44223798842543804,1.6284159573193833,33.662567,31.00059,9.607235517053716,43.269802,0.22411344565174748,0.1521942229009948,3.121502499908957,0.0,3.4978101,0.0,0.0,8.477125106520644,16.4408808113475,5.267144069135974,2.0799277214826035,0.5050890489258216,0.5913224568060125,33.93757301129626,33.937572,105.581215,117.12293,121.23239,46.767612,46.391304,0.012902268,0.0136318505,7.0,20.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1965.0,25
32.0,7.852836368220503,0.0,1.3200392933991885,9.172875,2.098837288204648,7.697746103483739,56.54173587370328,6.735772911432344,0.19480372915266056,1.4563201249960043,70.97526,10.079241260950218,9.222112863497419,0.5930957034975989,0.43056782765308693,20.600407,19.301353,7.742087336700594,28.342495,1.5664329863284185,1.1817887801480313,14.507301028551293,0.0,17.255524,2.260458343340268,2.33731495436182,13.040373500458163,11.425766405199788,3.864726487691417,1.0953168165567426,3.138521664590371,0.27538937009206044,36.51882227555239,36.51882,107.49408,116.666954,122.401985,45.59802,42.849796,0.012902268,0.013085432,7.0,20.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1975.0,27
33.0,10.74878223041529,0.3202648394232771,1.9848946012987587,13.053942,0.682235194151649,6.741281669782101,59.72061626835575,9.268979296226576,1.2946744080930082,0.2644895266203571,75.73088,7.381115009256732,8.787752766931993,0.2176642261603817,1.3307211699594492,17.988924,16.168867,8.716628786254853,26.705553,0.8842547107419112,0.6031169578228815,16.290949015038443,0.0,17.77832,0.13224476331017854,2.841549520611758,10.504353543003125,11.447107904168181,1.0527657491214628,0.4115476195028878,1.3263846696009645,0.2716713194366744,32.629334852454434,32.629333,108.360214,121.414154,123.51613,44.483875,42.996502,0.012902268,0.008515468,7.0,20.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1985.0,27
34.0,9.290861527696483,0.34377753866313276,3.3329746776688074,12.967614,3.0821802029326775,7.5852191893983605,60.475268102392384,7.565638290538618,0.3850267388097697,0.8202912018922768,75.62613,4.954913870249247,6.70986605616671,0.6041344245973371,1.5564492580791518,14.191927,11.66478,7.489534398960591,21.681461,2.094603821280873,0.09562337588210904,21.130813901082323,0.0,23.321041,1.078387264101856,0.9701259971204179,14.179719303674746,10.149384781857256,2.155956251901758,0.2649278786795688,0.0,0.36656366021144,29.404436157679847,29.404436,105.03056,117.99818,122.9975,45.002502,42.812275,0.012902268,0.0114323795,7.0,20.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1993.0,37
35.0,10.025920394216897,1.0564954449408464,3.0087308717392225,14.091146,1.3050046760098863,7.7147898959132295,61.71779930752843,5.6513392781121174,0.8619983804388512,1.6945222020519248,75.08393,4.803445439657972,5.518205590513394,0.45631728322634285,1.0322840726331284,12.506399,10.321651,6.223608038399954,18.730007,1.4265776591762949,0.25716381259177784,21.314623607056276,0.07069448508301872,23.06906,3.0657349472672912,1.5290332616659097,13.258263652099709,9.264530569902437,1.879475251908692,1.1468680827658784,0.22371195137592184,0.6961467636334786,29.420129752869883,29.42013,104.50406,118.59521,126.200935,41.79907,40.044632,0.012902268,0.01784621,7.0,20.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2003.0,275
36.0,1.9930354294568497,0.0,1.199407030905154,3.1924424,2.3809458106911943,6.859736973268821,50.087727771292286,6.249836036468024,0.37802379491637217,1.2068457103757397,63.1973,1.132121827177482,0.3856374812315647,0.46329106267467896,0.8977069508189651,2.9430304,1.5177593,4.409397173206095,7.3524275,5.562123144884574,5.529513271086756,47.9628688482692,0.0,59.054504,5.5072697686699525,4.762714356898598,9.339017884215854,7.500637436662841,1.9593596590636193,0.264976435201143,0.6709775818627227,0.06427291353859411,25.79451197843995,25.794512,88.99181,92.18426,101.59307,66.40693,55.315296,0.009809271,0.012879679,8.0,20.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1965.0,24
37.0,1.876657719462477,0.0,0.34488971644362887,2.2215474,0.5877351444846478,6.859746712424267,56.89246068943364,6.491585991202965,0.3104979176683998,0.4159606279401381,70.24379,0.8272402614803428,0.48506772506043594,4.045124234459819,0.06467569557330424,5.4221077,1.312308,5.108982759176266,10.531091,2.732601973463424,2.5120082356281275,29.73793937202056,0.0,34.982548,0.515499580682824,2.0288946485072974,27.06772061319431,14.128467227526688,3.1219131167967404,0.6467569667472479,0.7276015875906539,0.0,48.19132477374145,48.191326,118.43512,120.65667,122.48636,45.51364,40.26903,0.009809271,0.009308596,8.0,20.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1975.0,18
38.0,1.9061389810019613,0.22583368263391865,2.0256986467033293,4.1576715,0.9194699347804653,6.31205009809943,54.98767286173124,9.705349585055492,0.1873409766650178,0.0,71.00507,1.066917498586722,1.8988037166948222,0.8091981176282722,1.0355470103967024,5.232191,2.9657211,5.183776526692832,10.415968,4.567949997843051,1.2131397646194184,41.505147703866776,0.0,47.286236,0.0,4.898845892682921,12.554244291123165,10.678525438965467,0.9778892975814837,0.4416022935361121,0.26357806912779436,0.4217248847495149,34.44996473396384,34.449966,105.45504,109.61271,110.2978,57.702206,51.921116,0.009809271,0.0066420566,8.0,20.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1985.0,21
39.0,1.2673262773007106,0.15814312732814773,2.7746286957332553,4.200098,0.0,7.139185426297365,58.517960254024636,8.476718908914142,0.9405286506835276,0.0,74.133865,1.2884687384835465,3.4132432856996697,0.4871602732929739,2.345487479680884,8.030004,4.701712,4.278614466800945,12.308619,2.2775153172479286,0.0,34.8378598329075,0.0,37.115376,6.783685133923032,1.578274601635274,19.051928725921872,4.988709711190182,1.620111351124134,2.4819554714132743,0.406879178436509,0.4956439705615756,33.013474548699854,33.013474,107.14734,111.347435,118.576004,49.423992,47.146477,0.009809271,0.010550947,8.0,20.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1993.0,24
