year,polity_valid_mean,polity2_mean,n_valid,n_polity2,n_rows,release
1848,-3.981132075471698,-4.074074074074074,53,54,55,p4v2015
1849,-3.8703703703703702,-3.963636363636364,54,55,55,p4v2015
1850,-3.9454545454545458,-3.9454545454545458,55,55,55,p4v2015
1851,-4.037037037037037,-3.981818181818182,54,55,55,p4v2015
1852,-4.226415094339623,-4.222222222222222,53,54,55,p4v2015
1853,-3.9814814814814814,-3.9814814814814814,54,54,55,p4v2015
1854,-3.8392857142857144,-3.8392857142857144,56,56,56,p4v2015
1855,-3.75,-3.75,56,56,57,p4v2015
1856,-3.75,-3.75,56,56,57,p4v2015
1857,-3.508771929824561,-3.508771929824561,57,57,58,p4v2015
1858,-3.526315789473684,-3.6206896551724137,57,58,58,p4v2015
1859,-3.4655172413793105,-3.542372881355932,58,59,59,p4v2015
1860,-3.3518518518518516,-3.4482758620689653,54,58,59,p4v2015
1861,-2.7884615384615383,-2.872727272727273,52,55,56,p4v2015
1862,-2.7450980392156863,-2.7454545454545456,51,55,55,p4v2015
1863,-2.803921568627451,-2.6666666666666665,51,54,55,p4v2015
1864,-2.792452830188679,-2.7454545454545456,53,55,55,p4v2015
1865,-2.7962962962962963,-2.7818181818181817,54,55,55,p4v2015
1866,-2.9444444444444446,-2.909090909090909,54,55,55,p4v2015
1867,-2.5357142857142856,-2.5517241379310347,56,58,58,p4v2015
1868,-2.4545454545454546,-2.5517241379310347,55,58,58,p4v2015
1869,-2.327272727272727,-2.431034482758621,55,58,58,p4v2015
1870,-2.309090909090909,-2.3275862068965516,55,58,58,p4v2015
1871,-2.0185185185185186,-2.070175438596491,54,57,57,p4v2015
1872,-1.68,-1.679245283018868,50,53,53,p4v2015
1873,-1.75,-1.679245283018868,52,53,53,p4v2015
1874,-1.6274509803921569,-1.5849056603773586,51,53,53,p4v2015
1875,-1.607843137254902,-1.490566037735849,51,53,53,p4v2015
1876,-1.6862745098039216,-1.6226415094339623,51,53,53,p4v2015
1877,-1.5576923076923077,-1.660377358490566,52,53,53,p4v2015
1878,-1.5576923076923077,-1.679245283018868,52,53,53,p4v2015
1879,-1.4150943396226414,-1.5555555555555556,53,54,54,p4v2015
1880,-1.0925925925925926,-1.0925925925925926,54,54,54,p4v2015
1881,-1.0754716981132075,-1.0754716981132075,53,53,54,p4v2015
1882,-1.0754716981132075,-1.0754716981132075,53,53,54,p4v2015
1883,-1.0,-1.0,54,54,54,p4v2015
1884,-1.0925925925925926,-1.0925925925925926,54,54,54,p4v2015
1885,-1.0925925925925926,-1.0925925925925926,54,54,54,p4v2015
1886,-1.2777777777777777,-1.2777777777777777,54,54,54,p4v2015
1887,-1.2777777777777777,-1.2777777777777777,54,54,54,p4v2015
1888,-1.148148148148148,-1.148148148148148,54,54,54,p4v2015
1889,-1.0740740740740742,-1.0740740740740742,54,54,54,p4v2015
1890,-0.8148148148148148,-0.8148148148148148,54,54,54,p4v2015
1891,-0.8518518518518519,-0.8518518518518519,54,54,54,p4v2015
